sample_id,category,system_id,display_label,protocol_id,protocol_label,candidate_stage,compiled,compile_status,compile_failure_class,attempts_used,repair_attempted,reference_pdf,reference_sha256,candidate_pdf,candidate_sha256,metric_source_csv,metric_source_evidence_json,metric_v2_status,strict_word_f1,compatibility_word_f1,number_f1,operator_f1,citation_f1,matched_word_reference_coverage,token_center_displacement_q90,block_transport_combined_similarity,text_ltsim_page_macro,reading_order_tau,style_coverage_hmean,unregistered_ink_f1,unregistered_ssim,page_count_delta,page_break_f1,canvas_exact_size_rate
03_math_inline_display_003,03_math_inline_display,tylax,Tylax,deterministic_tylax_as_tested,deterministic archived engine output; executable version not recorded,as_tested_output,False,failed,conversion=ok;compile=failed,,,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_003/reference.pdf,9e20c9b4de678212c5da4a7e6d6b34f1e6c342f0223fe0f9964c358799604ddc,,,,,not_scored_uncompiled,,,,,,,,,,,,,,,,
03_math_inline_display_003,03_math_inline_display,typetex,TypeTeX,deterministic_typetex_as_tested,deterministic archived engine output; executable version not recorded,as_tested_output,True,compiled,,,,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_003/reference.pdf,9e20c9b4de678212c5da4a7e6d6b34f1e6c342f0223fe0f9964c358799604ddc,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_003/typetex.pdf,c67f1d76f223c1eeada88cfa9ec829f11352621209d70b28a0c15af1fd3ef0cd,results/metric_research_v2/scorecards/engine_metric_v2/metric_v2_scores.csv,results/metric_research_v2/scorecards/engine_metric_v2/evidence/03_math_inline_display_003__typetex.json,scored,0.4623655913978495,0.6397849462365591,0.8823529411764706,0.9620253164556963,1.0,0.595,0.22495432457598147,0.5218935579393432,0.6837542859391548,0.8674242424242424,0.6397849462365591,0.17739666518109184,,0,1.0,0.0
03_math_inline_display_005,03_math_inline_display,gemini_first_pass,Gemini 3.1 Flash Lite — first pass,gemini_prompt_v1_first_pass,source-only prompt v1; first compiler attempt; no repair credited,attempt_1,False,failed,unknown_symbol_or_function,1,False,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_005/reference.pdf,2923880123e708545b1e50c83262adc35c611237aad1d0bc01ff0d2ce141e6f4,,,,,not_scored_uncompiled,,,,,,,,,,,,,,,,
03_math_inline_display_005,03_math_inline_display,gemini_after_one_repair,Gemini 3.1 Flash Lite — after ≤1 repair,gemini_prompt_v1_after_one_compiler_repair,source-only prompt v1; first attempt plus at most one compiler-error repair,no_compiled_pdf,False,failed,math_syntax,2,True,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_005/reference.pdf,2923880123e708545b1e50c83262adc35c611237aad1d0bc01ff0d2ce141e6f4,,,,,not_scored_uncompiled,,,,,,,,,,,,,,,,
03_math_inline_display_005,03_math_inline_display,pandoc,Pandoc,deterministic_pandoc_as_tested,deterministic archived engine output; executable version not recorded,as_tested_output,True,compiled,,,,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_005/reference.pdf,2923880123e708545b1e50c83262adc35c611237aad1d0bc01ff0d2ce141e6f4,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_005/pandoc.pdf,7db256300254044c9904df0aa8e646893271995f4ce509156136884b69ae1ebf,results/metric_research_v2/scorecards/engine_metric_v2/metric_v2_scores.csv,results/metric_research_v2/scorecards/engine_metric_v2/evidence/03_math_inline_display_005__pandoc.json,scored,0.3631123919308358,0.3804034582132565,0.7272727272727274,0.4864864864864865,1.0,0.3728813559322034,0.2008281278865406,0.5377057508749885,0.7260614047463891,0.7222222222222222,0.3804034582132565,0.33132458117686403,,0,1.0,0.0
03_math_inline_display_005,03_math_inline_display,tylax,Tylax,deterministic_tylax_as_tested,deterministic archived engine output; executable version not recorded,as_tested_output,False,failed,conversion=ok;compile=failed,,,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_005/reference.pdf,2923880123e708545b1e50c83262adc35c611237aad1d0bc01ff0d2ce141e6f4,,,,,not_scored_uncompiled,,,,,,,,,,,,,,,,
03_math_inline_display_005,03_math_inline_display,typetex,TypeTeX,deterministic_typetex_as_tested,deterministic archived engine output; executable version not recorded,as_tested_output,True,compiled,,,,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_005/reference.pdf,2923880123e708545b1e50c83262adc35c611237aad1d0bc01ff0d2ce141e6f4,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_005/typetex.pdf,124ab51a690e2b15db4e3c1fe1d8ed5f5d5161858f8ba6d2ec432ae0d140b602,results/metric_research_v2/scorecards/engine_metric_v2/metric_v2_scores.csv,results/metric_research_v2/scorecards/engine_metric_v2/evidence/03_math_inline_display_005__typetex.json,scored,0.5214723926380368,0.588957055214724,0.7599999999999999,0.9253731343283582,1.0,0.5423728813559322,0.23195330342285775,0.5452819036346503,0.6931067720647353,0.8266666666666667,0.588957055214724,0.10421628155683979,,0,1.0,0.0
03_math_inline_display_006,03_math_inline_display,gemini_first_pass,Gemini 3.1 Flash Lite — first pass,gemini_prompt_v1_first_pass,source-only prompt v1; first compiler attempt; no repair credited,attempt_1,True,compiled,,1,False,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_006/reference.pdf,23f2e0bd1f8f326ebd793d53e30208f8fcb841508f81c6e831a71a13afed4ea8,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/samples/03_math_inline_display_006/output.pdf,8a582f818e060c2c0e17e1b0b0aaa2d945bf6735d9b5dcd8bf07b9a7d263020d,results/metric_research_v2/gemini_frozen_156/metric_v2_scores.csv,results/metric_research_v2/gemini_frozen_156/evidence/03_math_inline_display_006.json,scored,0.5080213903743315,0.7005347593582887,0.868421052631579,0.9767441860465117,1.0,0.6485148514851485,0.2015604922871137,0.5393331166305534,0.6762709180855517,0.8184873949579832,0.7005347593582887,0.23889574120052431,,0,1.0,0.0
03_math_inline_display_006,03_math_inline_display,gemini_after_one_repair,Gemini 3.1 Flash Lite — after ≤1 repair,gemini_prompt_v1_after_one_compiler_repair,source-only prompt v1; first attempt plus at most one compiler-error repair,attempt_1,True,compiled,,1,False,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_006/reference.pdf,23f2e0bd1f8f326ebd793d53e30208f8fcb841508f81c6e831a71a13afed4ea8,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/samples/03_math_inline_display_006/output.pdf,8a582f818e060c2c0e17e1b0b0aaa2d945bf6735d9b5dcd8bf07b9a7d263020d,results/metric_research_v2/gemini_frozen_156/metric_v2_scores.csv,results/metric_research_v2/gemini_frozen_156/evidence/03_math_inline_display_006.json,scored,0.5080213903743315,0.7005347593582887,0.868421052631579,0.9767441860465117,1.0,0.6485148514851485,0.2015604922871137,0.5393331166305534,0.6762709180855517,0.8184873949579832,0.7005347593582887,0.23889574120052431,,0,1.0,0.0
03_math_inline_display_006,03_math_inline_display,pandoc,Pandoc,deterministic_pandoc_as_tested,deterministic archived engine output; executable version not recorded,as_tested_output,True,compiled,,,,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_006/reference.pdf,23f2e0bd1f8f326ebd793d53e30208f8fcb841508f81c6e831a71a13afed4ea8,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_006/pandoc.pdf,3248ed8e8077ea3a244d781a088fc8fb97f08d226a2cd6d1791de238601c4df0,results/metric_research_v2/scorecards/engine_metric_v2/metric_v2_scores.csv,results/metric_research_v2/scorecards/engine_metric_v2/evidence/03_math_inline_display_006__pandoc.json,scored,0.442159383033419,0.6323907455012853,0.88,0.9767441860465117,1.0,0.6089108910891089,0.20801973656571893,0.528142002718809,0.6780719434565587,0.9166666666666666,0.6323907455012853,0.1997320679760442,,0,1.0,0.0
03_math_inline_display_006,03_math_inline_display,tylax,Tylax,deterministic_tylax_as_tested,deterministic archived engine output; executable version not recorded,as_tested_output,False,failed,conversion=ok;compile=failed,,,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_006/reference.pdf,23f2e0bd1f8f326ebd793d53e30208f8fcb841508f81c6e831a71a13afed4ea8,,,,,not_scored_uncompiled,,,,,,,,,,,,,,,,
03_math_inline_display_006,03_math_inline_display,typetex,TypeTeX,deterministic_typetex_as_tested,deterministic archived engine output; executable version not recorded,as_tested_output,True,compiled,,,,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_006/reference.pdf,23f2e0bd1f8f326ebd793d53e30208f8fcb841508f81c6e831a71a13afed4ea8,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_006/typetex.pdf,20086b9a90140219076681cc658dda4e95c1af549291493b19932e6051d8ca1f,results/metric_research_v2/scorecards/engine_metric_v2/metric_v2_scores.csv,results/metric_research_v2/scorecards/engine_metric_v2/evidence/03_math_inline_display_006__typetex.json,scored,0.42487046632124353,0.5699481865284974,0.8378378378378378,0.9545454545454545,1.0,0.5445544554455446,0.23418992413822667,0.5424116865263485,0.6849481773683239,0.8484848484848485,0.5699481865284974,0.1727037493740124,,0,1.0,0.0
03_math_inline_display_007,03_math_inline_display,gemini_first_pass,Gemini 3.1 Flash Lite — first pass,gemini_prompt_v1_first_pass,source-only prompt v1; first compiler attempt; no repair credited,attempt_1,False,failed,unknown_symbol_or_function,1,False,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_007/reference.pdf,c88fd4d437dadea37bbfd5231e4b0e1b0d23c55e3ed7f1d7e57fa941b803ed62,,,,,not_scored_uncompiled,,,,,,,,,,,,,,,,
03_math_inline_display_007,03_math_inline_display,gemini_after_one_repair,Gemini 3.1 Flash Lite — after ≤1 repair,gemini_prompt_v1_after_one_compiler_repair,source-only prompt v1; first attempt plus at most one compiler-error repair,no_compiled_pdf,False,failed,unknown_symbol_or_function,2,True,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_007/reference.pdf,c88fd4d437dadea37bbfd5231e4b0e1b0d23c55e3ed7f1d7e57fa941b803ed62,,,,,not_scored_uncompiled,,,,,,,,,,,,,,,,
03_math_inline_display_007,03_math_inline_display,pandoc,Pandoc,deterministic_pandoc_as_tested,deterministic archived engine output; executable version not recorded,as_tested_output,True,compiled,,,,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_007/reference.pdf,c88fd4d437dadea37bbfd5231e4b0e1b0d23c55e3ed7f1d7e57fa941b803ed62,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_007/pandoc.pdf,ba11d348243173924204c64a0b02b8cf79bf2625fd4791897c577463fdfe1fd0,results/metric_research_v2/scorecards/engine_metric_v2/metric_v2_scores.csv,results/metric_research_v2/scorecards/engine_metric_v2/evidence/03_math_inline_display_007__pandoc.json,scored,0.48238482384823844,0.5907859078590785,0.870967741935484,0.7916666666666667,1.0,0.529126213592233,0.20280371878448195,0.5131403909363762,0.6842879144290445,0.7898550724637681,0.5907859078590785,0.19222707259270264,,0,1.0,0.0
03_math_inline_display_007,03_math_inline_display,tylax,Tylax,deterministic_tylax_as_tested,deterministic archived engine output; executable version not recorded,as_tested_output,True,compiled,,,,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_007/reference.pdf,c88fd4d437dadea37bbfd5231e4b0e1b0d23c55e3ed7f1d7e57fa941b803ed62,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_007/tylax.pdf,5b092d12ea474d61c882846d5fe1f486b0006cef4996b0dc9a676f0dafac9900,results/metric_research_v2/scorecards/engine_metric_v2/metric_v2_scores.csv,results/metric_research_v2/scorecards/engine_metric_v2/evidence/03_math_inline_display_007__tylax.json,scored,0.5265822784810126,0.6430379746835443,0.8620689655172414,0.8421052631578948,1.0,0.616504854368932,0.15814841227272808,0.5562882739765282,0.6937583499291065,0.8830769230769231,0.6430379746835443,0.16079761825169506,,0,1.0,0.0
03_math_inline_display_007,03_math_inline_display,typetex,TypeTeX,deterministic_typetex_as_tested,deterministic archived engine output; executable version not recorded,as_tested_output,True,compiled,,,,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_007/reference.pdf,c88fd4d437dadea37bbfd5231e4b0e1b0d23c55e3ed7f1d7e57fa941b803ed62,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_007/typetex.pdf,b92fcbf878592ae43324de372b4b4513f9db08826f997766bc94c8e9860a5a0a,results/metric_research_v2/scorecards/engine_metric_v2/metric_v2_scores.csv,results/metric_research_v2/scorecards/engine_metric_v2/evidence/03_math_inline_display_007__typetex.json,scored,0.5013054830287206,0.6214099216710182,0.8571428571428571,0.8791208791208792,1.0,0.5776699029126213,0.2310236150172465,0.5345831486733809,0.694180765632486,0.8733333333333333,0.6214099216710182,0.1503300438777049,,0,1.0,0.0
03_math_inline_display_008,03_math_inline_display,gemini_first_pass,Gemini 3.1 Flash Lite — first pass,gemini_prompt_v1_first_pass,source-only prompt v1; first compiler attempt; no repair credited,attempt_1,False,failed,math_syntax,1,False,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_008/reference.pdf,f4c258d28c11564dcd1952fe9f8a7c199ce883a8aa71b2c2d0c1ca969567b0ea,,,,,not_scored_uncompiled,,,,,,,,,,,,,,,,
03_math_inline_display_008,03_math_inline_display,gemini_after_one_repair,Gemini 3.1 Flash Lite — after ≤1 repair,gemini_prompt_v1_after_one_compiler_repair,source-only prompt v1; first attempt plus at most one compiler-error repair,no_compiled_pdf,False,failed,unknown_symbol_or_function,2,True,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_008/reference.pdf,f4c258d28c11564dcd1952fe9f8a7c199ce883a8aa71b2c2d0c1ca969567b0ea,,,,,not_scored_uncompiled,,,,,,,,,,,,,,,,
03_math_inline_display_008,03_math_inline_display,pandoc,Pandoc,deterministic_pandoc_as_tested,deterministic archived engine output; executable version not recorded,as_tested_output,True,compiled,,,,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_008/reference.pdf,f4c258d28c11564dcd1952fe9f8a7c199ce883a8aa71b2c2d0c1ca969567b0ea,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_008/pandoc.pdf,fa4cae669568a078f2237cbccbeeb097152ee18b02a3e1b845d575c48ffad0ba,results/metric_research_v2/scorecards/engine_metric_v2/metric_v2_scores.csv,results/metric_research_v2/scorecards/engine_metric_v2/evidence/03_math_inline_display_008__pandoc.json,scored,0.3773584905660377,0.6037735849056604,0.7924528301886793,0.8636363636363636,1.0,0.5685279187817259,0.20323640218274464,0.519461141404294,0.6826661122368777,0.7841269841269841,0.6037735849056604,0.19660231823621993,,0,1.0,0.0
03_math_inline_display_008,03_math_inline_display,tylax,Tylax,deterministic_tylax_as_tested,deterministic archived engine output; executable version not recorded,as_tested_output,False,failed,conversion=ok;compile=failed,,,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_008/reference.pdf,f4c258d28c11564dcd1952fe9f8a7c199ce883a8aa71b2c2d0c1ca969567b0ea,,,,,not_scored_uncompiled,,,,,,,,,,,,,,,,
03_math_inline_display_008,03_math_inline_display,typetex,TypeTeX,deterministic_typetex_as_tested,deterministic archived engine output; executable version not recorded,as_tested_output,True,compiled,,,,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_008/reference.pdf,f4c258d28c11564dcd1952fe9f8a7c199ce883a8aa71b2c2d0c1ca969567b0ea,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_008/typetex.pdf,bff89f3b804b1b2eb41933a0536b801d57e264a9977c2edc72a6764736be52be,results/metric_research_v2/scorecards/engine_metric_v2/metric_v2_scores.csv,results/metric_research_v2/scorecards/engine_metric_v2/evidence/03_math_inline_display_008__typetex.json,scored,0.4204851752021563,0.5929919137466306,0.7755102040816326,0.9534883720930233,1.0,0.5583756345177665,0.2274056930175784,0.5556488438382632,0.698877833632021,0.9349593495934959,0.5929919137466306,0.14101985883994927,,0,1.0,0.0
03_math_inline_display_009,03_math_inline_display,gemini_first_pass,Gemini 3.1 Flash Lite — first pass,gemini_prompt_v1_first_pass,source-only prompt v1; first compiler attempt; no repair credited,attempt_1,False,failed,unknown_symbol_or_function,1,False,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_009/reference.pdf,029eb9d7c902ff8d664a9e5a21762df32a2bbecd69e02bf96bf2b7038efd3d0f,,,,,not_scored_uncompiled,,,,,,,,,,,,,,,,
03_math_inline_display_009,03_math_inline_display,gemini_after_one_repair,Gemini 3.1 Flash Lite — after ≤1 repair,gemini_prompt_v1_after_one_compiler_repair,source-only prompt v1; first attempt plus at most one compiler-error repair,attempt_2_repair,True,compiled,,2,True,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_009/reference.pdf,029eb9d7c902ff8d664a9e5a21762df32a2bbecd69e02bf96bf2b7038efd3d0f,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/samples/03_math_inline_display_009/output.pdf,d5745ddbd453e9c77ad063418cd22384defca8350367a32f575dbfbc0b786ccf,results/metric_research_v2/gemini_frozen_156/metric_v2_scores.csv,results/metric_research_v2/gemini_frozen_156/evidence/03_math_inline_display_009.json,scored,0.4971751412429378,0.6384180790960452,0.9696969696969697,0.9772727272727273,1.0,0.5794871794871795,0.22054478965003943,0.5481802906212456,0.6917923432337503,0.7619047619047619,0.6384180790960452,0.24646416308472885,,0,1.0,0.0
