audit_index,sample_id,category,family,variant,severity,expected_axis,candidate_pdf,target_box_correct,mutation_visible,candidate_valid,label_correct,predicted_box_useful,review_notes
21,01_prose_sections_002,01_prose_sections,typography_reflow,font_smaller,1,typography,results/metric_research_v1/pilot_11_v2/audit/01_prose_sections_002__font_smaller__s1.pdf,,,,,,
22,01_prose_sections_002,01_prose_sections,typography_reflow,font_smaller,2,typography,results/metric_research_v1/pilot_11_v2/audit/01_prose_sections_002__font_smaller__s2.pdf,,,,,,
23,01_prose_sections_002,01_prose_sections,typography_reflow,font_smaller,3,typography,results/metric_research_v1/pilot_11_v2/audit/01_prose_sections_002__font_smaller__s3.pdf,,,,,,
24,01_prose_sections_002,01_prose_sections,typography_reflow,font_larger,1,typography,results/metric_research_v1/pilot_11_v2/audit/01_prose_sections_002__font_larger__s1.pdf,,,,,,
25,01_prose_sections_002,01_prose_sections,edge_crop_local_occlusion,crop_left,1,appearance,results/metric_research_v1/pilot_11_v2/audit/01_prose_sections_002__crop_left__s1.pdf,,,,,,
26,01_prose_sections_002,01_prose_sections,edge_crop_local_occlusion,crop_left,2,appearance,results/metric_research_v1/pilot_11_v2/audit/01_prose_sections_002__crop_left__s2.pdf,,,,,,
27,01_prose_sections_002,01_prose_sections,edge_crop_local_occlusion,crop_left,3,appearance,results/metric_research_v1/pilot_11_v2/audit/01_prose_sections_002__crop_left__s3.pdf,,,,,,
28,01_prose_sections_002,01_prose_sections,edge_crop_local_occlusion,crop_right,1,appearance,results/metric_research_v1/pilot_11_v2/audit/01_prose_sections_002__crop_right__s1.pdf,,,,,,
29,01_prose_sections_002,01_prose_sections,render_only_degradation,appearance_blur,1,appearance,results/metric_research_v1/pilot_11_v2/audit/01_prose_sections_002__appearance_blur__s1.pdf,,,,,,
30,01_prose_sections_002,01_prose_sections,render_only_degradation,appearance_blur,2,appearance,results/metric_research_v1/pilot_11_v2/audit/01_prose_sections_002__appearance_blur__s2.pdf,,,,,,
31,01_prose_sections_002,01_prose_sections,render_only_degradation,appearance_blur,3,appearance,results/metric_research_v1/pilot_11_v2/audit/01_prose_sections_002__appearance_blur__s3.pdf,,,,,,
32,01_prose_sections_002,01_prose_sections,render_only_degradation,appearance_downsample,1,appearance,results/metric_research_v1/pilot_11_v2/audit/01_prose_sections_002__appearance_downsample__s1.pdf,,,,,,
33,01_prose_sections_002,01_prose_sections,fixed_compound_defects,compound_delete_translate,2,content,results/metric_research_v1/pilot_11_v2/audit/01_prose_sections_002__compound_delete_translate__s2.pdf,,,,,,
34,01_prose_sections_002,01_prose_sections,fixed_compound_defects,compound_font_occlusion,2,appearance,results/metric_research_v1/pilot_11_v2/audit/01_prose_sections_002__compound_font_occlusion__s2.pdf,,,,,,
35,01_prose_sections_002,01_prose_sections,fixed_compound_defects,compound_lexical_block,2,layout,results/metric_research_v1/pilot_11_v2/audit/01_prose_sections_002__compound_lexical_block__s2.pdf,,,,,,
36,01_prose_sections_002,01_prose_sections,fixed_compound_defects,compound_numeric_crop,2,content+appearance,results/metric_research_v1/pilot_11_v2/audit/01_prose_sections_002__compound_numeric_crop__s2.pdf,,,,,,
37,01_prose_sections_002,01_prose_sections,prose_hierarchy,paragraph_displacement,1,layout,results/metric_research_v1/pilot_11_v2/audit/01_prose_sections_002__paragraph_displacement__s1.pdf,,,,,,
38,01_prose_sections_002,01_prose_sections,prose_hierarchy,paragraph_displacement,2,layout,results/metric_research_v1/pilot_11_v2/audit/01_prose_sections_002__paragraph_displacement__s2.pdf,,,,,,
39,01_prose_sections_002,01_prose_sections,prose_hierarchy,paragraph_displacement,3,layout,results/metric_research_v1/pilot_11_v2/audit/01_prose_sections_002__paragraph_displacement__s3.pdf,,,,,,
40,01_prose_sections_002,01_prose_sections,prose_hierarchy,prose_block_font_larger,1,typography,results/metric_research_v1/pilot_11_v2/audit/01_prose_sections_002__prose_block_font_larger__s1.pdf,,,,,,
41,02_lists_formatting_003,02_lists_formatting,identity_lossless_roundtrip,lossless_roundtrip,0,invariant,results/metric_research_v1/pilot_11_v2/audit/02_lists_formatting_003__lossless_roundtrip__s0.pdf,,,,,,
42,02_lists_formatting_003,02_lists_formatting,text_span_deletion,text_deletion,1,content,results/metric_research_v1/pilot_11_v2/audit/02_lists_formatting_003__text_deletion__s1.pdf,,,,,,
43,02_lists_formatting_003,02_lists_formatting,inline_math_structure,inline_math_corrupt,1,content,results/metric_research_v1/pilot_11_v2/audit/02_lists_formatting_003__inline_math_corrupt__s1.pdf,,,,,,
44,02_lists_formatting_003,02_lists_formatting,inline_math_structure,inline_math_corrupt,2,content,results/metric_research_v1/pilot_11_v2/audit/02_lists_formatting_003__inline_math_corrupt__s2.pdf,,,,,,
45,02_lists_formatting_003,02_lists_formatting,inline_math_structure,inline_math_corrupt,3,content,results/metric_research_v1/pilot_11_v2/audit/02_lists_formatting_003__inline_math_corrupt__s3.pdf,,,,,,
46,02_lists_formatting_003,02_lists_formatting,inline_math_structure,inline_math_resize,1,typography,results/metric_research_v1/pilot_11_v2/audit/02_lists_formatting_003__inline_math_resize__s1.pdf,,,,,,
47,02_lists_formatting_003,02_lists_formatting,list_structure,list_marker_deletion,1,content,results/metric_research_v1/pilot_11_v2/audit/02_lists_formatting_003__list_marker_deletion__s1.pdf,,,,,,
48,02_lists_formatting_003,02_lists_formatting,list_structure,list_marker_deletion,2,content,results/metric_research_v1/pilot_11_v2/audit/02_lists_formatting_003__list_marker_deletion__s2.pdf,,,,,,
49,02_lists_formatting_003,02_lists_formatting,list_structure,list_marker_deletion,3,content,results/metric_research_v1/pilot_11_v2/audit/02_lists_formatting_003__list_marker_deletion__s3.pdf,,,,,,
50,02_lists_formatting_003,02_lists_formatting,list_structure,list_item_right,1,layout,results/metric_research_v1/pilot_11_v2/audit/02_lists_formatting_003__list_item_right__s1.pdf,,,,,,
51,03_math_inline_display_004,03_math_inline_display,identity_lossless_roundtrip,lossless_roundtrip,0,invariant,results/metric_research_v1/pilot_11_v2/audit/03_math_inline_display_004__lossless_roundtrip__s0.pdf,,,,,,
52,03_math_inline_display_004,03_math_inline_display,display_math_structure,display_math_delete,1,content,results/metric_research_v1/pilot_11_v2/audit/03_math_inline_display_004__display_math_delete__s1.pdf,,,,,,
53,03_math_inline_display_004,03_math_inline_display,display_math_structure,display_math_delete,2,content,results/metric_research_v1/pilot_11_v2/audit/03_math_inline_display_004__display_math_delete__s2.pdf,,,,,,
54,03_math_inline_display_004,03_math_inline_display,display_math_structure,display_math_delete,3,content,results/metric_research_v1/pilot_11_v2/audit/03_math_inline_display_004__display_math_delete__s3.pdf,,,,,,
55,03_math_inline_display_004,03_math_inline_display,display_math_structure,display_math_corrupt,1,content,results/metric_research_v1/pilot_11_v2/audit/03_math_inline_display_004__display_math_corrupt__s1.pdf,,,,,,
56,04_math_aligned_003,04_math_aligned,identity_lossless_roundtrip,lossless_roundtrip,0,invariant,results/metric_research_v1/pilot_11_v2/audit/04_math_aligned_003__lossless_roundtrip__s0.pdf,,,,,,
57,05_tables_simple_005,05_tables_simple,page_sequence_and_count,page_reverse,1,pagination,results/metric_research_v1/pilot_11_v2/audit/05_tables_simple_005__page_reverse__s1.pdf,,,,,,
58,05_tables_simple_005,05_tables_simple,page_sequence_and_count,page_swap_first,1,pagination,results/metric_research_v1/pilot_11_v2/audit/05_tables_simple_005__page_swap_first__s1.pdf,,,,,,
59,05_tables_simple_005,05_tables_simple,page_sequence_and_count,blank_page_before,1,pagination,results/metric_research_v1/pilot_11_v2/audit/05_tables_simple_005__blank_page_before__s1.pdf,,,,,,
60,05_tables_simple_005,05_tables_simple,page_sequence_and_count,blank_page_after,1,pagination,results/metric_research_v1/pilot_11_v2/audit/05_tables_simple_005__blank_page_after__s1.pdf,,,,,,
61,05_tables_simple_005,05_tables_simple,semantic_table_structure,table_row_occlusion,1,content+appearance,results/metric_research_v1/pilot_11_v2/audit/05_tables_simple_005__table_row_occlusion__s1.pdf,,,,,,
62,05_tables_simple_005,05_tables_simple,semantic_table_structure,table_row_occlusion,2,content+appearance,results/metric_research_v1/pilot_11_v2/audit/05_tables_simple_005__table_row_occlusion__s2.pdf,,,,,,
63,05_tables_simple_005,05_tables_simple,semantic_table_structure,table_row_occlusion,3,content+appearance,results/metric_research_v1/pilot_11_v2/audit/05_tables_simple_005__table_row_occlusion__s3.pdf,,,,,,
64,05_tables_simple_005,05_tables_simple,semantic_table_structure,table_column_occlusion,1,content+appearance,results/metric_research_v1/pilot_11_v2/audit/05_tables_simple_005__table_column_occlusion__s1.pdf,,,,,,
65,07_figures_captions_003,07_figures_captions,figure_and_caption,figure_occlusion,1,content+appearance,results/metric_research_v1/pilot_11_v2/audit/07_figures_captions_003__figure_occlusion__s1.pdf,,,,,,
66,07_figures_captions_003,07_figures_captions,figure_and_caption,figure_occlusion,2,content+appearance,results/metric_research_v1/pilot_11_v2/audit/07_figures_captions_003__figure_occlusion__s2.pdf,,,,,,
67,07_figures_captions_003,07_figures_captions,figure_and_caption,figure_occlusion,3,content+appearance,results/metric_research_v1/pilot_11_v2/audit/07_figures_captions_003__figure_occlusion__s3.pdf,,,,,,
68,07_figures_captions_003,07_figures_captions,figure_and_caption,figure_displacement,1,layout,results/metric_research_v1/pilot_11_v2/audit/07_figures_captions_003__figure_displacement__s1.pdf,,,,,,
69,07_figures_captions_003,07_figures_captions,cross_reference_semantics,crossref_token_corruption,1,content,results/metric_research_v1/pilot_11_v2/audit/07_figures_captions_003__crossref_token_corruption__s1.pdf,,,,,,
70,07_figures_captions_003,07_figures_captions,cross_reference_semantics,crossref_token_corruption,2,content,results/metric_research_v1/pilot_11_v2/audit/07_figures_captions_003__crossref_token_corruption__s2.pdf,,,,,,
71,07_figures_captions_003,07_figures_captions,cross_reference_semantics,crossref_token_corruption,3,content,results/metric_research_v1/pilot_11_v2/audit/07_figures_captions_003__crossref_token_corruption__s3.pdf,,,,,,
72,07_figures_captions_003,07_figures_captions,cross_reference_semantics,citation_token_deletion,1,content,results/metric_research_v1/pilot_11_v2/audit/07_figures_captions_003__citation_token_deletion__s1.pdf,,,,,,
73,09_algorithms_001,09_algorithms,algorithm_structure,algorithm_line_deletion,1,content,results/metric_research_v1/pilot_11_v2/audit/09_algorithms_001__algorithm_line_deletion__s1.pdf,,,,,,
74,09_algorithms_001,09_algorithms,algorithm_structure,algorithm_line_deletion,2,content,results/metric_research_v1/pilot_11_v2/audit/09_algorithms_001__algorithm_line_deletion__s2.pdf,,,,,,
75,09_algorithms_001,09_algorithms,algorithm_structure,algorithm_line_deletion,3,content,results/metric_research_v1/pilot_11_v2/audit/09_algorithms_001__algorithm_line_deletion__s3.pdf,,,,,,
76,09_algorithms_001,09_algorithms,algorithm_structure,algorithm_line_right,1,layout,results/metric_research_v1/pilot_11_v2/audit/09_algorithms_001__algorithm_line_right__s1.pdf,,,,,,
77,10_compact_papers_002,10_compact_papers,compact_paper_flow,compact_block_displacement,1,layout,results/metric_research_v1/pilot_11_v2/audit/10_compact_papers_002__compact_block_displacement__s1.pdf,,,,,,
78,10_compact_papers_002,10_compact_papers,compact_paper_flow,compact_block_displacement,2,layout,results/metric_research_v1/pilot_11_v2/audit/10_compact_papers_002__compact_block_displacement__s2.pdf,,,,,,
79,10_compact_papers_002,10_compact_papers,compact_paper_flow,compact_block_displacement,3,layout,results/metric_research_v1/pilot_11_v2/audit/10_compact_papers_002__compact_block_displacement__s3.pdf,,,,,,
80,10_compact_papers_002,10_compact_papers,compact_paper_flow,compact_scale,1,layout,results/metric_research_v1/pilot_11_v2/audit/10_compact_papers_002__compact_scale__s1.pdf,,,,,,
81,11_forms_cv_letters_003,11_forms_cv_letters,form_geometry,form_field_occlusion,1,appearance,results/metric_research_v1/pilot_11_v2/audit/11_forms_cv_letters_003__form_field_occlusion__s1.pdf,,,,,,
82,11_forms_cv_letters_003,11_forms_cv_letters,form_geometry,form_field_occlusion,2,appearance,results/metric_research_v1/pilot_11_v2/audit/11_forms_cv_letters_003__form_field_occlusion__s2.pdf,,,,,,
83,11_forms_cv_letters_003,11_forms_cv_letters,form_geometry,form_field_occlusion,3,appearance,results/metric_research_v1/pilot_11_v2/audit/11_forms_cv_letters_003__form_field_occlusion__s3.pdf,,,,,,
84,11_forms_cv_letters_003,11_forms_cv_letters,form_geometry,form_field_right,1,layout,results/metric_research_v1/pilot_11_v2/audit/11_forms_cv_letters_003__form_field_right__s1.pdf,,,,,,
