sample_id,category,metric_partition,metric_partition_seed,prompt_split,source_family,source_dataset,source_ids,source_chars,nonblank_lines,reference_pdf,reference_pages,reference_page_sizes_pt,reference_canvas,reference_word_count,reference_drawing_count,reference_image_count,reference_table_detector_count,has_inline_math,has_display_math,has_table_like_environment,has_figure_source,has_list_source,has_algorithm_source,has_crossref_source,has_math_any,has_semantic_table,has_semantic_figure,has_form_semantics,has_prose_semantics,has_compact_paper_semantics,provenance_path,provenance_source_id_field,provenance_license_fields,provenance_has_license_field,source_has_explicit_license_text,provenance_missing_research_fields,ai_model_id,ai_selected_stage,ai_manifest_final_compiled,ai_candidate_pdf,ai_candidate_exists,ai_candidate_pages,ai_candidate_page_sizes_pt,ai_candidate_canvas,ai_page_count_match_measured,ai_first_page_canvas_match,ai_page_size_sequence_match,ai_canvas_mismatch
03_math_inline_display_011,03_math_inline_display,metric_dev,20260715,prompt_dev,hf_extracted,OleehyO/latex-formulas,latex-formulas-18877;latex-formulas-17021;latex-formulas-2377;latex-formulas-16543;latex-formulas-4305,2512,22,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_011/reference.pdf,1,"[[612.0,792.0]]",letter,191,8,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_011/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v0,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v0/samples/03_math_inline_display_011/output.pdf,True,1,"[[595.276,841.89]]",a4,True,False,False,True
03_math_inline_display_012,03_math_inline_display,metric_validation,20260715,heldout,hf_extracted,OleehyO/latex-formulas,latex-formulas-2666;latex-formulas-6897;latex-formulas-14583;latex-formulas-8058;latex-formulas-11184,2497,22,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_012/reference.pdf,1,"[[612.0,792.0]]",letter,184,22,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_012/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v2,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/03_math_inline_display_012/output.pdf,True,1,"[[595.276,841.89]]",a4,True,False,False,True
03_math_inline_display_013,03_math_inline_display,metric_test,20260715,heldout,hf_extracted,OleehyO/latex-formulas,latex-formulas-1919;latex-formulas-13687;latex-formulas-15956;latex-formulas-6134;latex-formulas-10769,2476,22,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_013/reference.pdf,1,"[[612.0,792.0]]",letter,215,39,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_013/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v2,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/03_math_inline_display_013/output.pdf,True,1,"[[595.276,841.89]]",a4,True,False,False,True
03_math_inline_display_014,03_math_inline_display,metric_test,20260715,prompt_dev,hf_extracted,OleehyO/latex-formulas,latex-formulas-764;latex-formulas-1306;latex-formulas-3457;latex-formulas-13503;latex-formulas-18870,2458,22,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_014/reference.pdf,1,"[[612.0,792.0]]",letter,182,25,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_014/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v1_targeted_retry,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_v0_failures/samples/03_math_inline_display_014/output.pdf,True,1,"[[595.276,841.89]]",a4,True,False,False,True
03_math_inline_display_015,03_math_inline_display,metric_dev,20260715,heldout,hf_extracted,OleehyO/latex-formulas,latex-formulas-12190;latex-formulas-15538;latex-formulas-16249;latex-formulas-10254;latex-formulas-10408,2448,22,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_015/reference.pdf,1,"[[612.0,792.0]]",letter,189,18,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_015/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v2,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/03_math_inline_display_015/output.pdf,True,1,"[[595.276,841.89]]",a4,True,False,False,True
03_math_inline_display_016,03_math_inline_display,metric_dev,20260715,heldout,hf_extracted,OleehyO/latex-formulas,latex-formulas-12101;latex-formulas-18763;latex-formulas-15953;latex-formulas-3248;latex-formulas-7242,2435,22,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_016/reference.pdf,1,"[[612.0,792.0]]",letter,185,16,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_016/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v2,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/03_math_inline_display_016/output.pdf,True,1,"[[595.276,841.89]]",a4,True,False,False,True
03_math_inline_display_017,03_math_inline_display,metric_dev,20260715,heldout,hf_extracted,OleehyO/latex-formulas,latex-formulas-7993;latex-formulas-9614;latex-formulas-4909;latex-formulas-10764;latex-formulas-13484,2427,22,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_017/reference.pdf,1,"[[612.0,792.0]]",letter,194,26,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_017/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v1,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/samples/03_math_inline_display_017/output.pdf,True,1,"[[595.276,841.89]]",a4,True,False,False,True
03_math_inline_display_018,03_math_inline_display,metric_dev,20260715,heldout,hf_extracted,OleehyO/latex-formulas,latex-formulas-5129;latex-formulas-15287;latex-formulas-2845;latex-formulas-6004;latex-formulas-18679,2412,22,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_018/reference.pdf,1,"[[612.0,792.0]]",letter,176,7,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_018/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v1,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/samples/03_math_inline_display_018/output.pdf,True,1,"[[595.276,841.89]]",a4,True,False,False,True
04_math_aligned_001,04_math_aligned,metric_test,20260715,heldout,hf_extracted,OleehyO/latex-formulas,latex-formulas-12448;latex-formulas-18821;latex-formulas-18804;latex-formulas-1356;latex-formulas-10378,2842,22,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_001/reference.pdf,2,"[[612.0,792.0],[612.0,792.0]]",letter,248,3,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_001/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v2,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/04_math_aligned_001/output.pdf,True,1,"[[595.276,841.89]]",a4,False,False,False,True
04_math_aligned_002,04_math_aligned,metric_test,20260715,heldout,hf_extracted,OleehyO/latex-formulas,latex-formulas-13612;latex-formulas-18244;latex-formulas-19485;latex-formulas-15717;latex-formulas-6268,2798,22,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_002/reference.pdf,1,"[[612.0,792.0]]",letter,249,19,0,0,True,True,True,False,False,False,False,True,False,False,False,False,False,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_002/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v2,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/04_math_aligned_002/output.pdf,True,1,"[[595.276,841.89]]",a4,True,False,False,True
04_math_aligned_003,04_math_aligned,metric_dev,20260715,heldout,hf_extracted,OleehyO/latex-formulas,latex-formulas-6517;latex-formulas-14575;latex-formulas-18748;latex-formulas-15498;latex-formulas-19570,2772,22,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_003/reference.pdf,1,"[[612.0,792.0]]",letter,205,4,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_003/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v2,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/04_math_aligned_003/output.pdf,True,1,"[[595.276,841.89]]",a4,True,False,False,True
04_math_aligned_004,04_math_aligned,metric_dev,20260715,heldout,hf_extracted,OleehyO/latex-formulas,latex-formulas-9868;latex-formulas-3971;latex-formulas-6587;latex-formulas-7695;latex-formulas-13022,2744,22,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_004/reference.pdf,1,"[[612.0,792.0]]",letter,232,20,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_004/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v1,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/samples/04_math_aligned_004/output.pdf,True,1,"[[595.276,841.89]]",a4,True,False,False,True
04_math_aligned_005,04_math_aligned,metric_test,20260715,heldout,hf_extracted,OleehyO/latex-formulas,latex-formulas-14923;latex-formulas-2304;latex-formulas-5656;latex-formulas-5880;latex-formulas-7040,2732,22,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_005/reference.pdf,2,"[[612.0,792.0],[612.0,792.0]]",letter,252,18,0,0,True,True,True,False,False,False,False,True,False,False,False,False,False,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_005/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v2,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/04_math_aligned_005/output.pdf,True,1,"[[595.276,841.89]]",a4,False,False,False,True
04_math_aligned_006,04_math_aligned,metric_test,20260715,heldout,hf_extracted,OleehyO/latex-formulas,latex-formulas-7707;latex-formulas-9849;latex-formulas-2319;latex-formulas-2710;latex-formulas-9866,2728,22,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_006/reference.pdf,1,"[[612.0,792.0]]",letter,231,32,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_006/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v1,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/samples/04_math_aligned_006/output.pdf,True,1,"[[595.276,841.89]]",a4,True,False,False,True
04_math_aligned_007,04_math_aligned,metric_validation,20260715,heldout,hf_extracted,OleehyO/latex-formulas,latex-formulas-16102;latex-formulas-19465;latex-formulas-2433;latex-formulas-9326;latex-formulas-12418,2723,22,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_007/reference.pdf,1,"[[612.0,792.0]]",letter,243,5,0,0,True,True,True,False,False,False,False,True,False,False,False,False,False,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_007/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v3,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v3_heldout_v2_failures/samples/04_math_aligned_007/output.pdf,True,1,"[[595.276,841.89]]",a4,True,False,False,True
04_math_aligned_008,04_math_aligned,metric_validation,20260715,prompt_dev,hf_extracted,OleehyO/latex-formulas,latex-formulas-15326;latex-formulas-18747;latex-formulas-10427;latex-formulas-14861;latex-formulas-14986,2715,22,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_008/reference.pdf,1,"[[612.0,792.0]]",letter,229,4,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_008/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v0,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v0/samples/04_math_aligned_008/output.pdf,True,1,"[[595.276,841.89]]",a4,True,False,False,True
04_math_aligned_009,04_math_aligned,metric_dev,20260715,heldout,hf_extracted,OleehyO/latex-formulas,latex-formulas-9123;latex-formulas-12609;latex-formulas-19055;latex-formulas-1640;latex-formulas-9810,2701,22,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_009/reference.pdf,2,"[[612.0,792.0],[612.0,792.0]]",letter,272,5,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_009/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v2,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/04_math_aligned_009/output.pdf,True,1,"[[595.276,841.89]]",a4,False,False,False,True
04_math_aligned_010,04_math_aligned,metric_dev,20260715,heldout,hf_extracted,OleehyO/latex-formulas,latex-formulas-10450;latex-formulas-18830;latex-formulas-12571;latex-formulas-18056;latex-formulas-8137,2692,22,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_010/reference.pdf,1,"[[612.0,792.0]]",letter,176,5,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_010/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v1,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/samples/04_math_aligned_010/output.pdf,True,1,"[[595.276,841.89]]",a4,True,False,False,True
04_math_aligned_011,04_math_aligned,metric_dev,20260715,heldout,hf_extracted,OleehyO/latex-formulas,latex-formulas-9190;latex-formulas-16046;latex-formulas-9327;latex-formulas-6313;latex-formulas-18592,2681,22,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_011/reference.pdf,2,"[[612.0,792.0],[612.0,792.0]]",letter,262,4,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_011/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v1,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/samples/04_math_aligned_011/output.pdf,True,1,"[[595.276,841.89]]",a4,False,False,False,True
04_math_aligned_012,04_math_aligned,metric_dev,20260715,prompt_dev,hf_extracted,OleehyO/latex-formulas,latex-formulas-18733;latex-formulas-19481;latex-formulas-7800;latex-formulas-1935;latex-formulas-4603,2671,22,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_012/reference.pdf,2,"[[612.0,792.0],[612.0,792.0]]",letter,259,11,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_012/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v1_targeted_retry,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_v0_failures/samples/04_math_aligned_012/output.pdf,True,2,"[[595.276,841.89],[595.276,841.89]]",a4,True,False,False,True
04_math_aligned_013,04_math_aligned,metric_validation,20260715,heldout,hf_extracted,OleehyO/latex-formulas,latex-formulas-8843;latex-formulas-9858;latex-formulas-7868;latex-formulas-18585;latex-formulas-9476,2662,22,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_013/reference.pdf,2,"[[612.0,792.0],[612.0,792.0]]",letter,243,9,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_013/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v2,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/04_math_aligned_013/output.pdf,True,1,"[[595.276,841.89]]",a4,False,False,False,True
04_math_aligned_014,04_math_aligned,metric_dev,20260715,prompt_dev,hf_extracted,OleehyO/latex-formulas,latex-formulas-12982;latex-formulas-17009;latex-formulas-18598;latex-formulas-19053;latex-formulas-18068,2655,22,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_014/reference.pdf,2,"[[612.0,792.0],[612.0,792.0]]",letter,310,9,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_014/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v0,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v0/samples/04_math_aligned_014/output.pdf,True,1,"[[595.276,841.89]]",a4,False,False,False,True
