sample_id,candidate,label,state,scorecard_status,reference_pdf,candidate_pdf,source_artifact,reference_pages,candidate_pages,token_precision,token_recall,layout,typography,appearance_proxy,pagination,near_boxes,moved_boxes,far_or_page_boxes,missing_boxes,extra_boxes,failed_gates,review_flags,report_page
05_tables_simple_021,claude_sonnet_4_6,Claude Sonnet 4.6 - agentic v1 visual low,ok,fail,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_021/reference.pdf,temporary compiled PDF embedded in report,harness/runs/05_tables_simple_021__visual__sonnet__qlow/work/output.typ,3,3,0.8125,0.9430051813471503,0.5215774158181332,0.7135973037769359,0.1594566006426976,0.8570369705273114,21,48,477,141,280,token_precision;token_recall,numeric_token_mismatch;low_page_sequence_alignment;appearance_layout_disagreement,13
05_tables_simple_021,claude_opus_4_7,Claude Opus 4.7 - agentic v3 visual medium,ok,fail,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_021/reference.pdf,temporary compiled PDF embedded in report,harness/runs/05_tables_simple_021__visual__opus__v3run_v3/best_checkpoint.typ,3,3,0.8107302533532041,0.9395509499136442,0.7115357432620072,0.7745370375521701,0.5203904754699136,0.8844855064628456,230,125,189,143,281,token_precision;token_recall,numeric_token_mismatch;low_page_sequence_alignment,14
05_tables_simple_023,gemini_3_1_flash_lite,Gemini 3.1 Flash Lite - one-turn cascade,ok,fail,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_023/reference.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v0/samples/05_tables_simple_023/output.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v0/samples/05_tables_simple_023/output.pdf,3,2,0.7804878048780488,0.8851063829787233,0.2560952343991004,0.7760581070133301,0.04773013429760034,0.4903701569185756,0,7,409,55,118,token_precision;token_recall;page_count,numeric_token_mismatch;low_page_sequence_alignment,15
05_tables_simple_023,claude_sonnet_4_6,Claude Sonnet 4.6 - agentic v1 visual low,ok,fail,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_023/reference.pdf,temporary compiled PDF embedded in report,harness/runs/05_tables_simple_023__visual__sonnet__qlow/work/output.typ,3,3,0.8745318352059925,0.9936170212765958,0.5568251136551708,0.6659630819164989,0.2687847579469435,0.874643274132542,13,16,438,4,68,token_precision,numeric_token_mismatch;low_page_sequence_alignment;appearance_layout_disagreement,16
05_tables_simple_023,claude_opus_4_7,Claude Opus 4.7 - agentic v3 visual medium,ok,fail,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_023/reference.pdf,temporary compiled PDF embedded in report,harness/runs/05_tables_simple_023__visual__opus__v3run_v3/best_checkpoint.typ,3,3,0.8417132216014898,0.9617021276595744,0.5699748766024375,0.6710790627182931,0.36078032970824814,0.851459127483157,32,13,407,19,86,token_precision,numeric_token_mismatch;low_page_sequence_alignment,17
06_tables_moderate_010,gemini_3_1_flash_lite,Gemini 3.1 Flash Lite - one-turn cascade,ok,fail,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_010/reference.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_v0_failures/samples/06_tables_moderate_010/output.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_v0_failures/samples/06_tables_moderate_010/output.pdf,2,3,0.9247311827956989,0.8839941262848752,0.23811351058640906,0.7332268928592394,0.04555778965333577,0.5843785485727694,0,3,599,83,53,token_precision;token_recall;page_count,numeric_token_mismatch;low_page_sequence_alignment,18
06_tables_moderate_010,claude_sonnet_4_6,Claude Sonnet 4.6 - agentic v1 visual low,ok,review,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_010/reference.pdf,temporary compiled PDF embedded in report,harness/runs/06_tables_moderate_010__visual__sonnet__qlow/work/output.typ,2,2,1.0,0.9955947136563876,0.6846435467908402,0.7510536174564003,0.4036726586046606,0.9747213854500171,1,152,525,7,4,,numeric_token_mismatch;appearance_layout_disagreement,19
06_tables_moderate_010,claude_opus_4_7,Claude Opus 4.7 - agentic v3 visual medium,ok,review,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_010/reference.pdf,temporary compiled PDF embedded in report,harness/runs/06_tables_moderate_010__visual__opus__v3run_v3/best_checkpoint.typ,2,2,1.0,0.9970631424375918,0.8836058244549065,0.8824827238017129,0.606026290366446,0.9840676531910814,330,346,3,6,8,,numeric_token_mismatch;appearance_layout_disagreement,20
07_figures_captions_007,gemini_3_1_flash_lite,Gemini 3.1 Flash Lite - one-turn cascade,ok,fail,data/latex_benchmark_v0/corpus/07_figures_captions/07_figures_captions_007/reference.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v0/samples/07_figures_captions_007/output.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v0/samples/07_figures_captions_007/output.pdf,1,1,0.7866666666666666,0.8082191780821918,0.5447903600047997,0.8862409838031686,0.036193083533354445,0.7568500155531777,0,11,48,15,21,token_precision;token_recall,numeric_token_mismatch;low_page_sequence_alignment;appearance_layout_disagreement,21
07_figures_captions_007,claude_sonnet_4_6,Claude Sonnet 4.6 - agentic v1 visual low,ok,fail,data/latex_benchmark_v0/corpus/07_figures_captions/07_figures_captions_007/reference.pdf,temporary compiled PDF embedded in report,harness/runs/07_figures_captions_007__visual__sonnet__qlow/work/output.typ,1,1,0.9583333333333334,0.9452054794520548,0.8349115763699202,0.9112954749267209,0.37164773718033206,0.9287602271514265,10,57,2,5,5,token_recall,numeric_token_mismatch;appearance_layout_disagreement,22
07_figures_captions_007,claude_opus_4_7,Claude Opus 4.7 - agentic v3 visual medium,ok,fail,data/latex_benchmark_v0/corpus/07_figures_captions/07_figures_captions_007/reference.pdf,temporary compiled PDF embedded in report,harness/runs/07_figures_captions_007__visual__opus__v3run_v3/best_checkpoint.typ,1,1,0.9583333333333334,0.9452054794520548,0.8999782251779623,0.9114411666815181,0.7291349464572789,0.9467015205304714,44,23,2,5,5,token_recall,numeric_token_mismatch,23
09_algorithms_003,gemini_3_1_flash_lite,Gemini 3.1 Flash Lite - one-turn cascade,ok,fail,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_003/reference.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_v0_failures/samples/09_algorithms_003/output.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_v0_failures/samples/09_algorithms_003/output.pdf,2,1,0.9591836734693877,0.7230769230769231,0.32090212613980784,0.847798803752499,0.05513260249899758,0.35990307252736814,0,3,138,68,8,token_recall;page_count,numeric_token_mismatch;low_page_sequence_alignment;appearance_layout_disagreement,24
09_algorithms_003,claude_sonnet_4_6,Claude Sonnet 4.6 - agentic v1 visual low,ok,review,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_003/reference.pdf,temporary compiled PDF embedded in report,harness/runs/09_algorithms_003__visual__sonnet__qlow/work/output.typ,2,2,0.9790575916230366,0.958974358974359,0.7370029526883973,0.8035550367581569,0.5138939531755066,0.9623216382596789,35,59,93,22,11,,numeric_token_mismatch,25
09_algorithms_003,claude_opus_4_7,Claude Opus 4.7 - agentic v3 visual medium,ok,fail,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_003/reference.pdf,temporary compiled PDF embedded in report,harness/runs/09_algorithms_003__visual__opus__v3run_v3/best_checkpoint.typ,2,2,0.9736842105263158,0.9487179487179487,0.9186765315103922,0.8715951786464636,0.6271837329527272,0.9706973951576646,173,11,1,24,12,token_recall,numeric_token_mismatch;appearance_layout_disagreement,26
