sample_id,category,candidate_key,display_label,provider,model_id,protocol_id,generation_method,visual_feedback,effort,revision_policy,source_artifact,candidate_pdf,candidate_state,candidate_status,scorecard_status,failed_gates,review_flags,diagnostic_flags,reference_pages,candidate_pages,content,token_precision,token_recall,numeric_exact,layout,layout_coverage_min,layout_reliability,typography,appearance_proxy,appearance_local_q10,nontext_applicable,nontext_score,pagination,table_applicable,table_reference_count,table_candidate_count,table_row_exact_rate,table_column_exact_rate,table_cell_count_ratio,formula_applicable,formula_character_precision,formula_character_recall,formula_character_f1
05_tables_simple_021,05_tables_simple,claude_sonnet_4_6,Claude Sonnet 4.6 - agentic v1 visual low,Anthropic via Claude Code harness,claude-sonnet-4-6,sonnet_agentic_v1_visual_low,agentic v1 compile-score-revise loop,reference and candidate page images,low,v1 loop,harness/runs/05_tables_simple_021__visual__sonnet__qlow/work/output.typ,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/05_tables_simple_021/claude-sonnet-4-6.pdf,ok,"claude sonnet agentic (visual, effort low); overall=54.2; pages=3/3; compiled from stored Typst",fail,token_precision;token_recall,low_page_sequence_alignment;appearance_layout_disagreement;table_structure_mismatch,numeric_token_mismatch;localized_appearance_failure;nontext_structure_mismatch,3,3,0.8884309848907264,0.8125,0.9430051813471503,False,0.5215774158181332,0.8125,high,0.7135973037769359,0.1594566006426976,0.0,True,0.10466707043636567,0.8570369705273114,True,1,1,0.0,1.0,0.7692307692307693,True,0.8173076923076923,1.0,0.8994708994708994
05_tables_simple_021,05_tables_simple,claude_opus_4_7,Claude Opus 4.7 - agentic v3 visual medium,Anthropic via Claude Code harness,claude-opus-4-7,opus_agentic_v3_visual_medium,agentic v3 compile-score-revise loop,reference and candidate page images,medium,v3 loop,harness/runs/05_tables_simple_021__visual__opus__v3run_v3/best_checkpoint.typ,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/05_tables_simple_021/claude-opus-4-7.pdf,ok,"claude opus agentic (visual, effort medium) [v3]; overall=74.8; pages=3/3; compiled from stored Typst",fail,token_precision;token_recall,low_page_sequence_alignment;table_structure_mismatch,numeric_token_mismatch;localized_appearance_failure;nontext_structure_mismatch,3,3,0.8881115025416715,0.8107302533532041,0.9395509499136442,False,0.7115357432620072,0.8107302533532041,high,0.7745370375521701,0.5203904754699136,0.0,True,0.31524806668989314,0.8844855064628456,True,1,1,0.0,1.0,0.7692307692307693,True,0.8191609977324263,1.0,0.900592084761608
05_tables_simple_023,05_tables_simple,gemini_3_1_flash_lite,Gemini 3.1 Flash Lite - one-turn cascade,OpenRouter,google/gemini-3.1-flash-lite,gemini_prompt_stage_cascade,stored prompt-stage cascade; selected compiled stage,none,not exposed,prompt v0; attempts=2,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v0/samples/05_tables_simple_023/output.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v0/samples/05_tables_simple_023/output.pdf,ok,prompt v0; attempts=2,fail,token_precision;token_recall;page_count,low_page_sequence_alignment;low_layout_correspondence_coverage;table_count_mismatch,numeric_token_mismatch;localized_appearance_failure;nontext_structure_mismatch,3,2,0.8391746702257646,0.7804878048780488,0.8851063829787233,False,0.2560952343991004,0.7804878048780488,medium,0.7760581070133301,0.04773013429760034,0.0,True,0.0,0.4903701569185756,True,1,0,0.0,0.0,0.0,True,0.47368421052631576,0.6428571428571429,0.5454545454545454
05_tables_simple_023,05_tables_simple,claude_sonnet_4_6,Claude Sonnet 4.6 - agentic v1 visual low,Anthropic via Claude Code harness,claude-sonnet-4-6,sonnet_agentic_v1_visual_low,agentic v1 compile-score-revise loop,reference and candidate page images,low,v1 loop,harness/runs/05_tables_simple_023__visual__sonnet__qlow/work/output.typ,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/05_tables_simple_023/claude-sonnet-4-6.pdf,ok,"claude sonnet agentic (visual, effort low); overall=61.4; pages=3/3; compiled from stored Typst",fail,token_precision,low_page_sequence_alignment;appearance_layout_disagreement;table_structure_mismatch,numeric_token_mismatch;localized_appearance_failure;nontext_structure_mismatch,3,3,0.927517284721,0.8745318352059925,0.9936170212765958,False,0.5568251136551708,0.8745318352059925,high,0.6659630819164989,0.2687847579469435,0.0,True,0.07222002754495528,0.874643274132542,True,1,1,0.0,1.0,0.06666666666666667,True,1.0,1.0,1.0
05_tables_simple_023,05_tables_simple,claude_opus_4_7,Claude Opus 4.7 - agentic v3 visual medium,Anthropic via Claude Code harness,claude-opus-4-7,opus_agentic_v3_visual_medium,agentic v3 compile-score-revise loop,reference and candidate page images,medium,v3 loop,harness/runs/05_tables_simple_023__visual__opus__v3run_v3/best_checkpoint.typ,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/05_tables_simple_023/claude-opus-4-7.pdf,ok,"claude opus agentic (visual, effort medium) [v3]; overall=64.4; pages=3/3; compiled from stored Typst",fail,token_precision,low_page_sequence_alignment;table_structure_mismatch,numeric_token_mismatch;localized_appearance_failure;nontext_structure_mismatch,3,3,0.8819442720039363,0.8417132216014898,0.9617021276595744,False,0.5699748766024375,0.8417132216014898,high,0.6710790627182931,0.36078032970824814,0.0,True,0.042352495825722467,0.851459127483157,True,1,1,0.0,0.0,0.012121212121212121,True,1.0,0.9642857142857143,0.9818181818181818
06_tables_moderate_010,06_tables_moderate,gemini_3_1_flash_lite,Gemini 3.1 Flash Lite - one-turn cascade,OpenRouter,google/gemini-3.1-flash-lite,gemini_prompt_stage_cascade,stored prompt-stage cascade; selected compiled stage,none,not exposed,prompt v1 targeted retry; attempts=1,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_v0_failures/samples/06_tables_moderate_010/output.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_v0_failures/samples/06_tables_moderate_010/output.pdf,ok,prompt v1 targeted retry; attempts=1,fail,token_precision;token_recall;page_count,low_page_sequence_alignment;table_count_mismatch,numeric_token_mismatch;localized_appearance_failure;nontext_structure_mismatch,2,3,0.8298220066333343,0.9247311827956989,0.8839941262848752,False,0.23811351058640906,0.8839941262848752,high,0.7332268928592394,0.04555778965333577,0.0,True,0.027560487266395605,0.5843785485727694,True,1,0,0.0,0.0,0.0,True,1.0,0.4444444444444444,0.6153846153846153
06_tables_moderate_010,06_tables_moderate,claude_sonnet_4_6,Claude Sonnet 4.6 - agentic v1 visual low,Anthropic via Claude Code harness,claude-sonnet-4-6,sonnet_agentic_v1_visual_low,agentic v1 compile-score-revise loop,reference and candidate page images,low,v1 loop,harness/runs/06_tables_moderate_010__visual__sonnet__qlow/work/output.typ,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/06_tables_moderate_010/claude-sonnet-4-6.pdf,ok,"claude sonnet agentic (visual, effort low); overall=72.8; pages=2/2; compiled from stored Typst",review,,appearance_layout_disagreement,numeric_token_mismatch;localized_appearance_failure;nontext_structure_mismatch,2,2,0.9856707174366035,1.0,0.9955947136563876,False,0.6846435467908402,0.9955947136563876,high,0.7510536174564003,0.4036726586046606,0.0,True,0.243899181094182,0.9747213854500171,True,1,1,1.0,1.0,1.0,True,1.0,0.4444444444444444,0.6153846153846153
06_tables_moderate_010,06_tables_moderate,claude_opus_4_7,Claude Opus 4.7 - agentic v3 visual medium,Anthropic via Claude Code harness,claude-opus-4-7,opus_agentic_v3_visual_medium,agentic v3 compile-score-revise loop,reference and candidate page images,medium,v3 loop,harness/runs/06_tables_moderate_010__visual__opus__v3run_v3/best_checkpoint.typ,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/06_tables_moderate_010/claude-opus-4-7.pdf,ok,"claude opus agentic (visual, effort medium) [v3]; overall=86.4; pages=2/2; compiled from stored Typst",review,,appearance_layout_disagreement;table_count_mismatch,numeric_token_mismatch;localized_appearance_failure;nontext_structure_mismatch,2,2,0.9986536313649121,1.0,0.9970631424375918,False,0.8836058244549065,0.9970631424375918,high,0.8824827238017129,0.606026290366446,0.24918154057228126,True,0.24005309157181046,0.9840676531910814,True,1,0,0.0,0.0,0.0,True,1.0,0.4444444444444444,0.6153846153846153
07_figures_captions_007,07_figures_captions,gemini_3_1_flash_lite,Gemini 3.1 Flash Lite - one-turn cascade,OpenRouter,google/gemini-3.1-flash-lite,gemini_prompt_stage_cascade,stored prompt-stage cascade; selected compiled stage,none,not exposed,prompt v0; attempts=2,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v0/samples/07_figures_captions_007/output.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v0/samples/07_figures_captions_007/output.pdf,ok,prompt v0; attempts=2,fail,token_precision;token_recall,low_page_sequence_alignment;low_layout_correspondence_coverage;appearance_layout_disagreement,numeric_token_mismatch;localized_appearance_failure;nontext_structure_mismatch,1,1,0.8167527632494266,0.7866666666666666,0.8082191780821918,False,0.5447903600047997,0.7866666666666666,medium,0.8862409838031686,0.036193083533354445,0.0,True,0.0074954572986069045,0.7568500155531777,False,0,0,,,,True,0.0,0.0,0.0
07_figures_captions_007,07_figures_captions,claude_sonnet_4_6,Claude Sonnet 4.6 - agentic v1 visual low,Anthropic via Claude Code harness,claude-sonnet-4-6,sonnet_agentic_v1_visual_low,agentic v1 compile-score-revise loop,reference and candidate page images,low,v1 loop,harness/runs/07_figures_captions_007__visual__sonnet__qlow/work/output.typ,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/07_figures_captions_007/claude-sonnet-4-6.pdf,ok,"claude sonnet agentic (visual, effort low); overall=76.7; pages=1/1; compiled from stored Typst",fail,token_recall,appearance_layout_disagreement,numeric_token_mismatch;localized_appearance_failure;nontext_structure_mismatch,1,1,0.9628954373800532,0.9583333333333334,0.9452054794520548,False,0.8349115763699202,0.9452054794520548,high,0.9112954749267209,0.37164773718033206,0.0,True,0.012944983818770227,0.9287602271514265,False,0,0,,,,False,,,
07_figures_captions_007,07_figures_captions,claude_opus_4_7,Claude Opus 4.7 - agentic v3 visual medium,Anthropic via Claude Code harness,claude-opus-4-7,opus_agentic_v3_visual_medium,agentic v3 compile-score-revise loop,reference and candidate page images,medium,v3 loop,harness/runs/07_figures_captions_007__visual__opus__v3run_v3/best_checkpoint.typ,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/07_figures_captions_007/claude-opus-4-7.pdf,ok,"claude opus agentic (visual, effort medium) [v3]; overall=89.2; pages=1/1; compiled from stored Typst",fail,token_recall,,numeric_token_mismatch;localized_appearance_failure;nontext_structure_mismatch,1,1,0.9628954373800532,0.9583333333333334,0.9452054794520548,False,0.8999782251779623,0.9452054794520548,high,0.9114411666815181,0.7291349464572789,0.050566287242848826,True,0.43003415096220954,0.9467015205304714,False,0,0,,,,False,,,
09_algorithms_003,09_algorithms,gemini_3_1_flash_lite,Gemini 3.1 Flash Lite - one-turn cascade,OpenRouter,google/gemini-3.1-flash-lite,gemini_prompt_stage_cascade,stored prompt-stage cascade; selected compiled stage,none,not exposed,prompt v1 targeted retry; attempts=1,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_v0_failures/samples/09_algorithms_003/output.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_v0_failures/samples/09_algorithms_003/output.pdf,ok,prompt v1 targeted retry; attempts=1,fail,token_recall;page_count,low_page_sequence_alignment;low_layout_correspondence_coverage;appearance_layout_disagreement,numeric_token_mismatch;localized_appearance_failure;nontext_structure_mismatch,2,1,0.8197550447264406,0.9591836734693877,0.7230769230769231,False,0.32090212613980784,0.7230769230769231,medium,0.847798803752499,0.05513260249899758,0.0,True,0.0,0.35990307252736814,False,0,0,,,,True,1.0,0.6640127388535032,0.7980861244019138
09_algorithms_003,09_algorithms,claude_sonnet_4_6,Claude Sonnet 4.6 - agentic v1 visual low,Anthropic via Claude Code harness,claude-sonnet-4-6,sonnet_agentic_v1_visual_low,agentic v1 compile-score-revise loop,reference and candidate page images,low,v1 loop,harness/runs/09_algorithms_003__visual__sonnet__qlow/work/output.typ,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/09_algorithms_003/claude-sonnet-4-6.pdf,ok,"claude sonnet agentic (visual, effort low); overall=78.1; pages=2/2; compiled from stored Typst",pass,,,numeric_token_mismatch;localized_appearance_failure;nontext_structure_mismatch,2,2,0.9741719238439304,0.9790575916230366,0.958974358974359,False,0.7370029526883973,0.958974358974359,high,0.8035550367581569,0.5138939531755066,0.0,True,0.0,0.9623216382596789,False,0,0,,,,True,1.0,0.7468152866242038,0.8550592525068369
09_algorithms_003,09_algorithms,claude_opus_4_7,Claude Opus 4.7 - agentic v3 visual medium,Anthropic via Claude Code harness,claude-opus-4-7,opus_agentic_v3_visual_medium,agentic v3 compile-score-revise loop,reference and candidate page images,medium,v3 loop,harness/runs/09_algorithms_003__visual__opus__v3run_v3/best_checkpoint.typ,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/09_algorithms_003/claude-opus-4-7.pdf,ok,"claude opus agentic (visual, effort medium) [v3]; overall=86.8; pages=2/2; compiled from stored Typst",fail,token_recall,appearance_layout_disagreement,numeric_token_mismatch;localized_appearance_failure;nontext_structure_mismatch,2,2,0.9683753746253747,0.9736842105263158,0.9487179487179487,False,0.9186765315103922,0.9487179487179487,high,0.8715951786464636,0.6271837329527272,0.21371425709346806,True,0.15053676973181615,0.9706973951576646,False,0,0,,,,True,1.0,0.7468152866242038,0.8550592525068369
