audit_case_id,audit_index,sample_id,category,model_hidden_truth,resolved_model_hidden_truth,selected_prompt_stage_hidden_truth,prompt_path_hidden_truth,system_prompt_sha256_hidden_truth,final_attempt_hidden_truth,candidate_compiled,top_residual_box_useful_after_unblind,axis_labels_plausible_after_unblind,canvas_confound,reviewer,unblind_notes
AI017,17,08_crossrefs_citations_003,08_crossrefs_citations,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,2,true,false,true,true,codex_researcher_b,The residual is a page-wide registration frame rather than a localization of identifier substitutions. High content with poor layout and typography reasonably reflects retained prose plus citation and math-token defects.
AI018,18,05_tables_simple_002,05_tables_simple,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,2,true,false,false,true,codex_researcher_b,"The top residual covers the full first-page table area rather than a specific cell or table defect. The tables and their values are substantially retained despite scale changes, so the low content and near-zero typography scores are not credible."
AI019,19,03_math_inline_display_001,03_math_inline_display,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,2,true,false,true,true,codex_researcher_b,The enclosure spans the entire formula page instead of isolating the raw expressions. The low content and visual scores are consistent with three severely malformed equations and duplicated headings.
AI020,20,07_figures_captions_015,07_figures_captions,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,true,true,codex_researcher_b,The residual is a whole-page content frame rather than a localized caption defect. High content with poor appearance and layout is plausible for retained placeholders with malformed caption math and duplicated labels.
AI021,21,08_crossrefs_citations_004,08_crossrefs_citations,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,true,true,codex_researcher_b,"The box covers the full reference body instead of the citation labels. High content together with poor layout is directionally consistent with retained prose, key-style citations, and major reflow."
AI022,22,02_lists_formatting_006,02_lists_formatting,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,1,true,false,false,true,codex_researcher_b,"The residual is page-wide and does not isolate the remaining raw Phi token. The long item and its structure are mostly faithful, so zero layout and very low typography are too punitive."
AI023,23,03_math_inline_display_010,03_math_inline_display,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,false,false,true,codex_researcher_b,"The enclosure is a broad page frame. All five formulas remain legible and substantively faithful with moderate compaction, making the low content and near-zero visual scores implausible."
AI024,24,07_figures_captions_008,07_figures_captions,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,false,true,true,codex_researcher_b,"The residual covers the full figure stack rather than the caption math defects. High content with weak layout, typography, and appearance is supported by severe compaction and duplicated figure wording."
AI025,25,01_prose_sections_006,01_prose_sections,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,false,false,true,codex_researcher_b,"The residual is a whole-page text frame. The prose and equations are retained with ordinary reflow, so the zero layout and very low typography scores overstate the difference."
AI026,26,09_algorithms_017,09_algorithms,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,2,true,false,true,true,codex_researcher_b,The box spans most of the page rather than isolating lost numbering and indentation. The low content and layout scores reasonably reflect conversion of structured pseudocode into a flattened boxed list.
AI027,27,04_math_aligned_011,04_math_aligned,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,true,false,true,codex_researcher_b,"The cyan box correctly identifies the missing second reference page. Pagination and layout capture the two-to-one-page consolidation, but the low content score is not credible because the formulas remain intact."
AI028,28,11_forms_cv_letters_001,11_forms_cv_letters,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,true,false,codex_researcher_b,"The residual covers most of the third page rather than a discrete form field. Moderate content with poor layout is plausible for a radically reorganized three-page CV, and the canvas sequence itself matches."
AI029,29,02_lists_formatting_002,02_lists_formatting,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,false,true,codex_researcher_b,"The enclosure is a page-wide registration frame. The single list item is faithfully rendered with mild reflow, so zero layout and very low typography are substantially too harsh."
AI030,30,08_crossrefs_citations_007,08_crossrefs_citations,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,false,true,true,codex_researcher_b,The residual covers the whole body rather than the raw-versus-rendered math and citation differences. High content with weak visual axes is plausible because the candidate preserves meaning while changing the reference's visibly raw tokens.
AI031,31,03_math_inline_display_002,03_math_inline_display,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,2,true,false,true,true,codex_researcher_b,The box is page-wide and does not localize an individual equation. The very low content and visual scores agree with all five formulas appearing as raw source-like text.
AI032,32,07_figures_captions_005,07_figures_captions,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,true,true,codex_researcher_b,The residual encloses the complete figure stack rather than the malformed captions. High content with near-zero layout and typography is directionally plausible for preserved placeholders that are heavily compressed and mislabeled.
AI033,33,11_forms_cv_letters_010,11_forms_cv_letters,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v0,prompts/latex_to_typst/system_v0.txt,c8554a7c1346484b7f0333ec0a30f1bfdaf7c208e5030fae53052ea7115940ed,1,true,false,true,false,codex_researcher_b,"The residual covers nearly the entire letter, not the omitted date and moved address blocks. High content with weak spatial scores is plausible, and canvas sequence match indicates no canvas confound."
AI034,34,03_math_inline_display_018,03_math_inline_display,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,false,false,true,codex_researcher_b,"The residual is a whole-page formula frame. All five formulas are rendered and semantically retained with moderate compaction, so the low content and near-zero visual scores are implausible."
AI035,35,10_compact_papers_004,10_compact_papers,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,false,true,true,codex_researcher_b,The cyan frame covers the complete paper body rather than the reconstructed mathematics. Moderate content and poor visual axes are reasonable because generic placeholders in the reference become specific equations and duplicated labels in the candidate.
AI036,36,03_math_inline_display_015,03_math_inline_display,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,1,true,false,true,true,codex_researcher_b,The residual is page-wide rather than localized. The low content and visual scores are supported by four expressions degrading into raw command text.
AI037,37,09_algorithms_005,09_algorithms,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v3_rescue,prompts/latex_to_typst/system_v3.txt,f076bb100247de52ed359cdb5fc33c5adfadf81b13403da8231c275b211f4cb8,1,true,false,true,true,codex_researcher_b,"The box covers the full algorithm body instead of isolating malformed lines. The low content, layout, and typography axes are visually consistent with lost hierarchy and extensive raw math commands."
AI038,38,02_lists_formatting_015,02_lists_formatting,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,false,true,true,codex_researcher_b,"The residual is a broad page frame. High content with very poor layout and typography is plausible because the mathematics is retained but list numbering, grouping, and page density change substantially."
AI039,39,10_compact_papers_002,10_compact_papers,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,false,true,true,codex_researcher_b,The residual covers the entire first-page body rather than a particular reconstructed table. The axes plausibly capture preserved prose with a major transformation from placeholder text to bordered tables and altered page allocation.
AI040,40,01_prose_sections_008,01_prose_sections,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,false,true,codex_researcher_b,"The residual is a page-wide text frame. The prose is faithfully retained with only moderate reflow, so zero layout and very low typography overstate the visible defect."
AI041,41,08_crossrefs_citations_006,08_crossrefs_citations,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,false,true,true,codex_researcher_b,"The residual covers the whole paper body rather than the citation and label defects. High content with weak layout and typography is plausible for source-key citations, duplicated section labels, and strong reflow."
AI042,42,08_crossrefs_citations_009,08_crossrefs_citations,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,false,true,true,codex_researcher_b,"The enclosure is a whole-page registration frame. The score pattern reasonably reflects retained prose together with citation-key substitutions, duplicated labels, and substantial spatial change."
AI043,43,02_lists_formatting_008,02_lists_formatting,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,true,true,codex_researcher_b,The residual spans the entire list body rather than the replaced unresolved references. Moderate-to-high content with weak visual axes is plausible because named keys replace question marks and the text block is strongly rescaled.
AI044,44,07_figures_captions_003,07_figures_captions,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v0,prompts/latex_to_typst/system_v0.txt,c8554a7c1346484b7f0333ec0a30f1bfdaf7c208e5030fae53052ea7115940ed,1,true,false,true,true,codex_researcher_b,The residual covers the complete figure stack rather than individual caption defects. High content with very low layout and appearance is directionally supported by severe compaction and inconsistent caption math.
AI045,45,02_lists_formatting_025,02_lists_formatting,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v0,prompts/latex_to_typst/system_v0.txt,c8554a7c1346484b7f0333ec0a30f1bfdaf7c208e5030fae53052ea7115940ed,1,true,false,false,true,codex_researcher_b,"The box is a page-wide registration frame. The three-item list is faithfully preserved with mild reflow, so zero layout and very low typography and appearance are too punitive."
AI046,46,04_math_aligned_009,04_math_aligned,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,2,true,true,true,true,codex_researcher_b,The cyan enclosure identifies the missing second reference page. The low content and visual axes are justified by both the page collapse and four expressions rendered as raw source text.
AI047,47,10_compact_papers_006,10_compact_papers,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v3,prompts/latex_to_typst/system_v3.txt,f076bb100247de52ed359cdb5fc33c5adfadf81b13403da8231c275b211f4cb8,2,true,true,true,true,codex_researcher_b,"The residual selects the second-page conclusion region whose content is redistributed into a dense first page and a small orphan tail. High content with zero layout, typography, and pagination is directionally consistent with preserved prose but broken page flow."
AI048,48,07_figures_captions_001,07_figures_captions,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v0,prompts/latex_to_typst/system_v0.txt,c8554a7c1346484b7f0333ec0a30f1bfdaf7c208e5030fae53052ea7115940ed,2,true,false,true,true,codex_researcher_b,The residual is a broad page-content frame. High content with weak visual axes is plausible for retained figure content whose title and caption math are reconstructed and whose layout is heavily compressed.
AI049,49,02_lists_formatting_014,02_lists_formatting,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,false,true,codex_researcher_b,"The residual is a whole-page frame. All ten list items are faithfully preserved with ordinary reflow, so zero layout and low typography are not credible measures of the visible quality."
AI050,50,06_tables_moderate_013,06_tables_moderate,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,true,true,true,codex_researcher_b,The cyan box marks the extra third candidate page containing the displaced second table. High content with low pagination and layout is plausible for preserved table values split from two pages into three.
AI051,51,07_figures_captions_004,07_figures_captions,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,true,true,codex_researcher_b,"The residual covers the entire figure stack instead of the malformed caption math. High content with very low layout, typography, and appearance is supported by strong compaction and raw caption tokens."
AI052,52,11_forms_cv_letters_005,11_forms_cv_letters,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,true,false,codex_researcher_b,"The residual covers nearly the whole letter and does not localize the missing date or repositioned blocks. High content with weak spatial axes is plausible, and the matched canvas sequence removes the canvas confound."
AI053,53,08_crossrefs_citations_014,08_crossrefs_citations,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,1,true,false,true,true,LLM_research_audit,The cyan enclosure is a whole-page content frame rather than a citation-specific localization. High content with poor layout and typography is directionally consistent with preserved prose and broad restyling.
AI054,54,04_math_aligned_008,04_math_aligned,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v0,prompts/latex_to_typst/system_v0.txt,c8554a7c1346484b7f0333ec0a30f1bfdaf7c208e5030fae53052ea7115940ed,1,true,false,true,true,LLM_research_audit,The box covers nearly the complete reference composition and does not isolate any expression or spacing change. The content-versus-layout pattern is plausible for intact formulas compressed into a much smaller block.
AI055,55,05_tables_simple_017,05_tables_simple,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v3,prompts/latex_to_typst/system_v3.txt,f076bb100247de52ed359cdb5fc33c5adfadf81b13403da8231c275b211f4cb8,1,true,true,true,true,LLM_research_audit,"The box selects reference page 2 where a ruled table is absent as a page in the one-page candidate. Low layout, typography, and pagination with partial content retention matches the flattened pipe-delimited output."
AI056,56,02_lists_formatting_021,02_lists_formatting,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,true,true,LLM_research_audit,The enclosure is page-wide and does not isolate the overlapped two-row mathematical list. Strong content with low layout and typography is plausible because most symbols remain while their associations fail.
AI057,57,05_tables_simple_011,05_tables_simple,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,2,true,false,false,true,LLM_research_audit,The top box is on the sparse title page and misses the resized tables on pages 2 and 3. A zero pagination score is not plausible for a candidate that preserves the three-page sequence and corresponding table pages.
AI058,58,02_lists_formatting_020,02_lists_formatting,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,false,true,true,LLM_research_audit,The box follows the full reference body rather than the changed nested-list indentation. High content and reduced layout/typography fidelity are plausible for the readable compact reflow.
AI059,59,01_prose_sections_003,01_prose_sections,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,false,true,true,LLM_research_audit,The cyan frame covers the complete reference paper instead of a discrete heading or spacing change. Near-complete content with low layout and moderate appearance/typography is consistent with the denser reconstruction.
AI060,60,11_forms_cv_letters_004,11_forms_cv_letters,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,true,false,LLM_research_audit,The enclosure spans almost the entire letter and does not isolate the omitted date. High content and low layout remain plausible because only one field is lost while all major text blocks are repositioned.
AI061,61,06_tables_moderate_018,06_tables_moderate,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v0,prompts/latex_to_typst/system_v0.txt,c8554a7c1346484b7f0333ec0a30f1bfdaf7c208e5030fae53052ea7115940ed,1,true,true,true,true,LLM_research_audit,"The box encloses the full reference page-2 table, whose candidate counterpart is visibly narrowed and reduced. High content with low layout and moderate typography correctly describes retained values with severe rescaling."
AI062,62,02_lists_formatting_003,02_lists_formatting,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,true,true,LLM_research_audit,The residual frame is page-wide and does not isolate the changed item numbers. Very high content with low layout and typography is plausible for preserved sentences with renumbered list structure.
AI063,63,11_forms_cv_letters_008,11_forms_cv_letters,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,false,false,LLM_research_audit,"The box is an almost whole-page frame rather than a focused missing-body region. The high content score is implausible because the candidate omits the reference body, closing, signature, and postscript."
AI064,64,05_tables_simple_028,05_tables_simple,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,2,true,true,true,true,LLM_research_audit,The box encloses the reference page-1 table whose candidate version is resized and shifted. The low layout/typography pattern with partial content fidelity is plausible for the visible tabular re-rendering.
AI065,65,07_figures_captions_012,07_figures_captions,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,false,true,true,LLM_research_audit,The cyan box covers all three figures and captions rather than localizing a caption-level difference. The scores plausibly preserve content while penalizing broad layout and glyph changes.
AI066,66,01_prose_sections_004,01_prose_sections,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,true,false,LLM_research_audit,The box encloses the entire first-page prose block and is not useful for identifying the modest reflow. High content with moderate layout and typography fidelity is consistent with the visually preserved two-page document.
AI067,67,09_algorithms_018,09_algorithms,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,1,true,false,true,true,LLM_research_audit,The enclosure spans the entire algorithm page and does not identify the failed nesting or quoted variable notation. Medium content and very low layout/typography are directionally consistent with the unstructured reconstruction.
