sample_id,category,complexity_band,reference_pages,family,severity,variant,expectation,status,failed_gates,review_flags,diagnostic_flags,content,token_precision,token_recall,numeric_exact,layout,layout_coverage_min,typography,appearance_proxy,appearance_local_q10,nontext_applicable,nontext_score,pagination,table_applicable,table_count_exact,table_row_exact_rate,table_column_exact_rate,formula_applicable,formula_character_recall,formula_character_f1
02_lists_formatting_026,02_lists_formatting,medium,1,identity_clone,0,producer_clone,no_flags,pass,,,,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,False,,1.0,False,,,,True,1.0,1.0
02_lists_formatting_026,02_lists_formatting,medium,1,translation,1,translate_1pt,no_hard_failure,pass,,,,1.0,1.0,1.0,True,0.9909841451552929,1.0,1.0,0.9737602207601481,1.0,False,,0.9998493758462861,False,,,,True,1.0,1.0
02_lists_formatting_026,02_lists_formatting,medium,1,translation,4,translate_4pt,layout_monotonic,review,,appearance_layout_disagreement,localized_appearance_failure,1.0,1.0,1.0,True,0.9652164277509223,1.0,1.0,0.6779337556036065,0.6430949220865785,False,,0.9983807422220936,False,,,,True,1.0,1.0
02_lists_formatting_026,02_lists_formatting,medium,1,translation,12,translate_12pt,layout_monotonic,review,,appearance_layout_disagreement,localized_appearance_failure,1.0,1.0,1.0,True,0.9050291852216014,1.0,1.0,0.15587473739690216,0.002832305305037704,False,,0.9644838235256176,False,,,,True,1.0,1.0
02_lists_formatting_026,02_lists_formatting,medium,1,word_deletion,0.01,delete_1pct_words,token_recall,pass,,,,0.9945061516748662,1.0,0.992,True,1.0,0.992,1.0,0.9311455602016149,0.9245306633291615,False,,0.9949661253131016,False,,,,True,1.0,1.0
02_lists_formatting_026,02_lists_formatting,medium,1,word_deletion,0.05,delete_5pct_words,token_recall,pass,,,,0.9769236072807501,1.0,0.96,True,0.9999999775128489,0.96,1.0,0.9044035394357579,0.9142971173133496,False,,0.9787313343234777,False,,,,True,0.9094076655052264,0.9525547445255474
02_lists_formatting_026,02_lists_formatting,medium,1,word_deletion,0.15,delete_15pct_words,token_recall,fail,token_recall,,,0.9364675718964405,1.0,0.888,True,0.999999915179811,0.888,1.0,0.8387246269037555,0.856815470260191,False,,0.9404812235562664,False,,,,True,0.8432055749128919,0.9149338374291115
02_lists_formatting_026,02_lists_formatting,medium,1,word_addition,5,add_5_words,token_precision,pass,,,localized_appearance_failure,0.9750804155728916,0.9615384615384616,1.0,True,1.0,0.9615384615384616,1.0,0.8255406115504579,0.30000000000000004,False,,0.9807071925011264,False,,,,True,1.0,1.0
02_lists_formatting_026,02_lists_formatting,medium,1,word_addition,20,add_20_words,token_precision,fail,token_precision,appearance_layout_disagreement,localized_appearance_failure,0.9080502675127535,0.8620689655172413,1.0,True,1.0,0.8620689655172413,1.0,0.669397372744624,0.007297938332421091,False,,0.9281715411727528,False,,,,True,1.0,1.0
02_lists_formatting_026,02_lists_formatting,medium,1,numeric_change,1,change_one_number,numeric_token_mismatch,pass,,,numeric_token_mismatch,0.9964955026936373,1.0,0.992,False,1.0,0.992,1.0,0.9988537196430651,1.0,False,,0.9962892043910561,False,,,,True,1.0,1.0
02_lists_formatting_026,02_lists_formatting,medium,1,obstruction,0.15,obstruct_15pct_width,appearance_monotonic,pass,,,localized_appearance_failure;nontext_structure_mismatch,1.0,1.0,1.0,True,1.0,1.0,1.0,0.8596211276020023,0.4513215566476292,True,0.0,0.9953937057751161,False,,,,True,1.0,1.0
02_lists_formatting_026,02_lists_formatting,medium,1,obstruction,0.45,obstruct_45pct_width,appearance_monotonic,review,,appearance_layout_disagreement,localized_appearance_failure;nontext_structure_mismatch,1.0,1.0,1.0,True,1.0,1.0,1.0,0.714705608150348,0.389661132352171,True,0.0,0.9892610598885203,False,,,,True,1.0,1.0
02_lists_formatting_026,02_lists_formatting,medium,1,formula_glyph_erasure,1,erase_one_formula_glyph,formula_glyph_proxy,pass,,,,0.9938360655737705,0.992,0.992,True,1.0,0.992,1.0,0.998987459588915,1.0,False,,0.9927910613015252,False,,,,True,0.9965156794425087,0.9982547993019197
02_lists_formatting_026,02_lists_formatting,medium,1,crop,0.08,crop_bottom_8pct,appearance_monotonic,pass,,,numeric_token_mismatch,0.9966598678177275,1.0,0.992,False,0.8562071441276532,0.992,1.0,0.9870194661539383,1.0,False,,0.9641451375088355,False,,,,True,1.0,1.0
02_lists_formatting_026,02_lists_formatting,medium,1,crop,0.2,crop_bottom_20pct,appearance_monotonic,review,,appearance_layout_disagreement,numeric_token_mismatch,0.9966598678177275,1.0,0.992,False,0.6963904653130341,0.992,1.0,0.9870194661539383,1.0,False,,0.9394125298920751,False,,,,True,1.0,1.0
02_lists_formatting_026,02_lists_formatting,medium,1,extra_page,1,append_blank_page,page_count,fail,page_count,low_page_sequence_alignment;appearance_layout_disagreement,,1.0,1.0,1.0,True,1.0,1.0,1.0,0.65,1.0,False,,0.5,False,,,,True,1.0,1.0
03_math_inline_display_011,03_math_inline_display,medium,1,identity_clone,0,producer_clone,no_flags,pass,,,,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,False,,,,True,1.0,1.0
03_math_inline_display_011,03_math_inline_display,medium,1,translation,1,translate_1pt,no_hard_failure,pass,,,,1.0,1.0,1.0,True,0.9909841439893509,1.0,1.0,0.9730297712186119,1.0,True,1.0,0.9998019307402343,False,,,,True,1.0,1.0
03_math_inline_display_011,03_math_inline_display,medium,1,translation,4,translate_4pt,layout_monotonic,review,,appearance_layout_disagreement,localized_appearance_failure;nontext_structure_mismatch,1.0,1.0,1.0,True,0.9652164302401071,1.0,1.0,0.668581383568422,0.5615152365697932,True,0.17817065350730454,0.9979417519305949,False,,,,True,1.0,1.0
03_math_inline_display_011,03_math_inline_display,medium,1,translation,12,translate_12pt,layout_monotonic,review,,appearance_layout_disagreement,localized_appearance_failure;nontext_structure_mismatch,1.0,1.0,1.0,True,0.9050291968317794,1.0,1.0,0.14570058932771018,0.0065782916375959335,True,0.00367801597309794,0.9508018183739255,False,,,,True,1.0,1.0
03_math_inline_display_011,03_math_inline_display,medium,1,word_deletion,0.01,delete_1pct_words,token_recall,pass,,,,0.9968707941282118,1.0,0.9939759036144579,True,0.9999999970889242,0.9939759036144579,1.0,0.9899033118204197,1.0,True,1.0,0.9968319840275124,False,,,,True,1.0,1.0
03_math_inline_display_011,03_math_inline_display,medium,1,word_deletion,0.05,delete_5pct_words,token_recall,pass,,,,0.9841549214974459,1.0,0.9698795180722891,True,0.9999999563406631,0.9698795180722891,1.0,0.970121763576013,0.904514363885089,True,1.0,0.9850350055841881,False,,,,True,0.9763313609467456,0.9880239520958084
03_math_inline_display_011,03_math_inline_display,medium,1,word_deletion,0.15,delete_15pct_words,token_recall,fail,token_recall,,numeric_token_mismatch,0.938484486085049,0.9932432432432432,0.8855421686746988,False,0.9999998831294059,0.8855421686746988,1.0,0.933848528086391,0.8950393868426655,True,0.9990982867448152,0.9399446997597628,False,,,,True,0.908284023668639,0.951937984496124
03_math_inline_display_011,03_math_inline_display,medium,1,word_addition,5,add_5_words,token_precision,pass,,,localized_appearance_failure,0.9811306217599733,0.9707602339181286,1.0,True,1.0,0.9707602339181286,1.0,0.8638457613378107,0.20000000000000018,True,1.0,0.9852197749943732,False,,,,True,1.0,1.0
03_math_inline_display_011,03_math_inline_display,medium,1,word_addition,20,add_20_words,token_precision,fail,token_precision,appearance_layout_disagreement,localized_appearance_failure,0.929051577237061,0.8924731182795699,1.0,True,1.0,0.8924731182795699,1.0,0.7107237519897378,0.005838350665936875,True,1.0,0.944376543741447,False,,,,True,1.0,1.0
03_math_inline_display_011,03_math_inline_display,medium,1,numeric_change,1,change_one_number,numeric_token_mismatch,pass,,,numeric_token_mismatch,0.9974880759806837,1.0,0.9939759036144579,False,0.9999999970889242,0.9939759036144579,1.0,0.9998194678386333,1.0,True,1.0,0.9972804050682272,False,,,,True,1.0,1.0
03_math_inline_display_011,03_math_inline_display,medium,1,obstruction,0.15,obstruct_15pct_width,appearance_monotonic,pass,,,nontext_structure_mismatch,1.0,1.0,1.0,True,1.0,1.0,1.0,0.9169405316308201,0.8205679737232219,True,0.4292913184920584,0.9985318172111349,False,,,,True,1.0,1.0
03_math_inline_display_011,03_math_inline_display,medium,1,obstruction,0.45,obstruct_45pct_width,appearance_monotonic,pass,,,localized_appearance_failure;nontext_structure_mismatch,1.0,1.0,1.0,True,1.0,1.0,1.0,0.7993298121843342,0.6963539620754919,True,0.28459314332920277,0.9960885602903538,False,,,,True,1.0,1.0
03_math_inline_display_011,03_math_inline_display,medium,1,nontext_erasure,1,erase_largest_vector_region,nontext_structure,pass,,,,1.0,1.0,1.0,True,0.9999999971065162,1.0,1.0,0.9949586082248176,0.9909332153914198,True,0.9833333333333334,0.9999692879402897,False,,,,True,1.0,1.0
03_math_inline_display_011,03_math_inline_display,medium,1,formula_glyph_erasure,1,erase_one_formula_glyph,formula_glyph_proxy,pass,,,,0.9998770290211509,1.0,1.0,True,0.999658063366558,1.0,0.9976080001646075,0.9998893996814877,1.0,True,1.0,0.9999997446031832,False,,,,True,0.9970414201183432,0.9985185185185186
03_math_inline_display_011,03_math_inline_display,medium,1,crop,0.08,crop_bottom_8pct,appearance_monotonic,pass,,,numeric_token_mismatch,0.9974880759806837,1.0,0.9939759036144579,False,0.8286027947497633,0.9939759036144579,1.0,0.9945894993041737,1.0,True,0.9972702456778891,0.9552182715634194,False,,,,True,1.0,1.0
03_math_inline_display_011,03_math_inline_display,medium,1,crop,0.2,crop_bottom_20pct,appearance_monotonic,review,,appearance_layout_disagreement,numeric_token_mismatch,0.9974880759806837,1.0,0.9939759036144579,False,0.65414498415468,0.9939759036144579,0.9975935031959081,0.9945894993041737,1.0,True,0.9972702456778891,0.9529660112658526,False,,,,True,1.0,1.0
03_math_inline_display_011,03_math_inline_display,medium,1,extra_page,1,append_blank_page,page_count,fail,page_count,low_page_sequence_alignment;appearance_layout_disagreement,,1.0,1.0,1.0,True,1.0,1.0,1.0,0.65,1.0,True,1.0,0.5,False,,,,True,1.0,1.0
04_math_aligned_008,04_math_aligned,medium,1,identity_clone,0,producer_clone,no_flags,pass,,,,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,False,,,,True,1.0,1.0
04_math_aligned_008,04_math_aligned,medium,1,translation,1,translate_1pt,no_hard_failure,pass,,,,1.0,1.0,1.0,True,0.990984145740988,1.0,1.0,0.9726184970957827,1.0,True,1.0,0.9997534726583149,False,,,,True,1.0,1.0
04_math_aligned_008,04_math_aligned,medium,1,translation,4,translate_4pt,layout_monotonic,review,,appearance_layout_disagreement,localized_appearance_failure;nontext_structure_mismatch,1.0,1.0,1.0,True,0.9652164286447773,1.0,1.0,0.6440183352021237,0.5496519172186543,True,0.1462633495541984,0.9978672980873776,False,,,,True,1.0,1.0
04_math_aligned_008,04_math_aligned,medium,1,translation,12,translate_12pt,layout_monotonic,review,,appearance_layout_disagreement,localized_appearance_failure;nontext_structure_mismatch,1.0,1.0,1.0,True,0.9050291783164526,1.0,1.0,0.15247039719181385,0.02079590878794752,True,0.04428370748574979,0.9532052047035733,False,,,,True,1.0,1.0
04_math_aligned_008,04_math_aligned,medium,1,word_deletion,0.01,delete_1pct_words,token_recall,pass,,,,0.9968124799866346,1.0,0.9939759036144579,True,0.9999999884107361,0.9939759036144579,1.0,0.9847481264651926,1.0,True,1.0,0.9966751476036372,False,,,,True,1.0,1.0
04_math_aligned_008,04_math_aligned,medium,1,word_deletion,0.05,delete_5pct_words,token_recall,pass,,,,0.9809220574150294,1.0,0.963855421686747,True,0.9999999388470324,0.963855421686747,1.0,0.9568947166887225,0.9036005937198046,True,1.0,0.9814760686814538,False,,,,True,0.9525,0.9756722151088347
04_math_aligned_008,04_math_aligned,medium,1,word_deletion,0.15,delete_15pct_words,token_recall,fail,token_recall,,,0.9500622794747381,1.0,0.9096385542168675,True,0.9999999030078514,0.9096385542168675,1.0,0.9034534544012693,0.8150023957898644,True,1.0,0.9531863714656249,False,,,,True,0.8975,0.9459815546772068
04_math_aligned_008,04_math_aligned,medium,1,word_addition,5,add_5_words,token_precision,pass,,,,0.9816276420806703,0.9707602339181286,1.0,True,1.0,0.9707602339181286,1.0,0.8978063654515507,0.8877664217841602,True,1.0,0.9852532477977205,False,,,,True,1.0,1.0
04_math_aligned_008,04_math_aligned,medium,1,word_addition,20,add_20_words,token_precision,fail,token_precision,,localized_appearance_failure,0.9307251659333282,0.8924731182795699,1.0,True,1.0,0.8924731182795699,1.0,0.7517180565261082,0.6239499443953455,True,1.0,0.9444808767348813,False,,,,True,1.0,1.0
04_math_aligned_008,04_math_aligned,medium,1,numeric_change,1,change_one_number,numeric_token_mismatch,pass,,,numeric_token_mismatch,0.9973893113866028,1.0,0.9939759036144579,False,0.9999999840345593,0.9939759036144579,1.0,0.9989944843934522,0.9996897850653667,True,1.0,0.9971985325934525,False,,,,True,0.995,0.9974937343358395
04_math_aligned_008,04_math_aligned,medium,1,obstruction,0.15,obstruct_15pct_width,appearance_monotonic,pass,,,nontext_structure_mismatch,1.0,1.0,1.0,True,1.0,1.0,1.0,0.9131291818817093,0.8907708196413483,True,0.28968784161302075,0.9982499528121883,False,,,,True,1.0,1.0
04_math_aligned_008,04_math_aligned,medium,1,obstruction,0.45,obstruct_45pct_width,appearance_monotonic,pass,,,nontext_structure_mismatch,1.0,1.0,1.0,True,1.0,1.0,1.0,0.7789289524043198,0.7564651505047486,True,0.1329438879127399,0.9944363379946553,False,,,,True,1.0,1.0
04_math_aligned_008,04_math_aligned,medium,1,nontext_erasure,1,erase_largest_vector_region,nontext_structure,pass,,,,1.0,1.0,1.0,True,0.999999988480773,1.0,1.0,0.9976227859184823,0.9916015300424662,True,0.9969821673525378,0.9999900544275044,False,,,,True,1.0,1.0
04_math_aligned_008,04_math_aligned,medium,1,formula_glyph_erasure,1,erase_one_formula_glyph,formula_glyph_proxy,pass,,,,0.9930136748318565,0.9880239520958084,0.9939759036144579,True,0.9999999884107361,0.9880239520958084,1.0,0.9997875986506362,1.0,True,1.0,0.991890016242526,False,,,,True,0.9975,0.9987484355444306
04_math_aligned_008,04_math_aligned,medium,1,crop,0.08,crop_bottom_8pct,appearance_monotonic,pass,,,numeric_token_mismatch,0.997504359561045,1.0,0.9939759036144579,False,0.8212176249883681,0.9939759036144579,1.0,0.9969306792172125,0.9981339008020952,True,1.0,0.9526791868456895,False,,,,True,1.0,1.0
04_math_aligned_008,04_math_aligned,medium,1,crop,0.2,crop_bottom_20pct,appearance_monotonic,fail,token_recall,low_page_sequence_alignment,numeric_token_mismatch;localized_appearance_failure,0.9170828447881924,1.0,0.8493975903614458,False,0.6469295797937662,0.8493975903614458,0.9995035460992907,0.891834234749587,0.6974386053075257,True,0.9536348025186033,0.8758103158386347,False,,,,True,0.7325,0.8455988455988457
04_math_aligned_008,04_math_aligned,medium,1,extra_page,1,append_blank_page,page_count,fail,page_count,low_page_sequence_alignment;appearance_layout_disagreement,,1.0,1.0,1.0,True,1.0,1.0,1.0,0.65,1.0,True,1.0,0.5,False,,,,True,1.0,1.0
05_tables_simple_005,05_tables_simple,medium,2,identity_clone,0,producer_clone,no_flags,pass,,,,1.0,1.0,1.0,True,0.9995847176079734,1.0,1.0,1.0,1.0,True,1.0,1.0,True,True,1.0,1.0,False,,
05_tables_simple_005,05_tables_simple,medium,2,translation,1,translate_1pt,no_hard_failure,pass,,,,1.0,1.0,1.0,True,0.9905688596763755,1.0,1.0,0.9760637991997078,1.0,True,1.0,0.9995644003258601,True,True,1.0,1.0,False,,
05_tables_simple_005,05_tables_simple,medium,2,translation,4,translate_4pt,layout_monotonic,review,,appearance_layout_disagreement,localized_appearance_failure;nontext_structure_mismatch,1.0,1.0,1.0,True,0.9648011380656092,1.0,1.0,0.6991660598499401,0.17754903204603315,True,0.07585430537445689,0.9982985516255707,True,True,1.0,1.0,False,,
05_tables_simple_005,05_tables_simple,medium,2,translation,12,translate_12pt,layout_monotonic,review,,appearance_layout_disagreement,localized_appearance_failure;nontext_structure_mismatch,1.0,1.0,1.0,True,0.9046138817980549,1.0,1.0,0.6350159699391491,0.04095635398720558,True,0.07102294861491225,0.9885712473733913,True,True,1.0,1.0,False,,
05_tables_simple_005,05_tables_simple,medium,2,word_deletion,0.01,delete_1pct_words,token_recall,review,,table_structure_mismatch,,0.9967655721039286,1.0,0.9933665008291874,True,0.9995818710349951,0.9933665008291874,1.0,0.9971642744437768,0.9915194346289753,True,0.9983723719324676,0.9958595555658853,True,True,1.0,0.0,False,,
05_tables_simple_005,05_tables_simple,medium,2,word_deletion,0.05,delete_5pct_words,token_recall,review,,table_structure_mismatch,,0.9814767506953022,1.0,0.9701492537313433,True,0.9995718252928448,0.9701492537313433,1.0,0.9887019392343122,0.9625602265326308,True,0.9943134742337364,0.9863818021612569,True,True,1.0,0.0,False,,
05_tables_simple_005,05_tables_simple,medium,2,word_deletion,0.15,delete_15pct_words,token_recall,fail,token_recall,table_structure_mismatch,,0.9514012747822169,1.0,0.9104477611940298,True,0.999543640691773,0.9104477611940298,1.0,0.9767493587642723,0.8267899388586041,True,0.9859923552291067,0.9597000089148127,True,True,1.0,0.0,False,,
05_tables_simple_005,05_tables_simple,medium,2,word_addition,5,add_5_words,token_precision,pass,,,,0.9953687742425319,0.9917763157894737,1.0,True,0.9995847176079734,0.9917763157894737,1.0,0.9853696148361653,0.9505473054041481,True,1.0,0.9854413086393476,True,True,1.0,1.0,False,,
05_tables_simple_005,05_tables_simple,medium,2,word_addition,20,add_20_words,token_precision,pass,,,,0.9817376416514588,0.9678972712680578,1.0,True,0.9995847176079734,0.9678972712680578,1.0,0.9536483669378322,0.8229525772907879,True,1.0,0.9470054068698942,True,True,1.0,1.0,False,,
05_tables_simple_005,05_tables_simple,medium,2,numeric_change,1,change_one_number,numeric_token_mismatch,pass,,,numeric_token_mismatch,0.9993300738780078,1.0,0.9983416252072969,False,0.9995839943882885,0.9983416252072969,1.0,0.9995983068919849,0.9994545715516003,True,1.0,0.9992125914611777,True,True,1.0,1.0,False,,
05_tables_simple_005,05_tables_simple,medium,2,obstruction,0.15,obstruct_15pct_width,appearance_monotonic,review,,table_structure_mismatch,,1.0,1.0,1.0,True,0.9995847176079734,1.0,1.0,0.9898035221416847,0.9819864199174544,True,0.9680991576501974,0.9996492464422254,True,True,1.0,0.5,False,,
05_tables_simple_005,05_tables_simple,medium,2,obstruction,0.45,obstruct_45pct_width,appearance_monotonic,review,,table_structure_mismatch,,1.0,1.0,1.0,True,0.9995847176079734,1.0,1.0,0.9681501271166582,0.9492575240212817,True,0.9146493469747973,0.9991602744058545,True,True,1.0,0.5,False,,
05_tables_simple_005,05_tables_simple,medium,2,nontext_erasure,1,erase_largest_vector_region,nontext_structure,review,,table_count_mismatch,localized_appearance_failure;nontext_structure_mismatch,1.0,1.0,1.0,True,0.9995846854274575,1.0,1.0,0.8304426334473778,0.23061484661118944,True,0.4879717344652194,0.992635151049945,True,False,1.0,1.0,False,,
05_tables_simple_005,05_tables_simple,medium,2,table_row_erasure,1,erase_one_table_row,table_structure,review,,table_count_mismatch,numeric_token_mismatch,0.9953720097987362,1.0,0.9917081260364843,False,0.9995812070812233,0.9917081260364843,1.0,0.9868624393045685,0.9113990105182875,True,0.9766952222739554,0.9956364148028555,True,False,1.0,1.0,False,,
05_tables_simple_005,05_tables_simple,medium,2,crop,0.08,crop_bottom_8pct,appearance_monotonic,pass,,,numeric_token_mismatch,0.9986590957896998,1.0,0.9966832504145937,False,0.8202817803252263,0.9966832504145937,1.0,0.9986464067587728,0.9893127024109393,True,1.0,0.9816101649199395,True,True,1.0,1.0,False,,
05_tables_simple_005,05_tables_simple,medium,2,crop,0.2,crop_bottom_20pct,appearance_monotonic,review,,appearance_layout_disagreement;table_structure_mismatch,numeric_token_mismatch;localized_appearance_failure,0.9672520982129453,0.9762308998302207,0.9535655058043118,False,0.6521679100578563,0.9535655058043118,0.9994901830794499,0.963211035184029,0.6769641706452305,True,0.9832188995505471,0.926805232721434,True,True,0.5,1.0,False,,
05_tables_simple_005,05_tables_simple,medium,2,extra_page,1,append_blank_page,page_count,fail,page_count,low_page_sequence_alignment,,1.0,1.0,1.0,True,0.9995847176079734,1.0,1.0,0.7666666666666666,1.0,True,1.0,0.6666666666666666,True,True,1.0,1.0,False,,
05_tables_simple_005,05_tables_simple,medium,2,missing_page,1,remove_last_page,page_count,fail,token_recall;page_count,low_page_sequence_alignment;low_layout_correspondence_coverage;appearance_layout_disagreement;table_count_mismatch,numeric_token_mismatch;localized_appearance_failure;nontext_structure_mismatch,0.683725450648325,1.0,0.5207296849087893,False,1.0,0.5207296849087893,1.0,0.5,0.0,True,0.4879717344652194,0.5,True,False,1.0,1.0,False,,
05_tables_simple_005,05_tables_simple,medium,2,page_reorder,1,swap_first_two_pages,page_sequence,review,,low_page_sequence_alignment,localized_appearance_failure,0.8788958570885594,1.0,1.0,True,0.7204745097792854,1.0,0.9977103590905074,0.6612116854554431,0.0,True,0.7180297630387554,0.8758360511304042,True,True,1.0,1.0,False,,
06_tables_moderate_032,06_tables_moderate,medium,3,identity_clone,0,producer_clone,no_flags,pass,,,,1.0,1.0,1.0,True,0.9978540772532188,1.0,1.0,1.0,1.0,True,1.0,1.0,False,,,,True,1.0,1.0
06_tables_moderate_032,06_tables_moderate,medium,3,translation,1,translate_1pt,no_hard_failure,pass,,,,1.0,1.0,1.0,True,0.9888382229942069,1.0,1.0,0.9724431339309919,1.0,True,1.0,0.9998351256003573,False,,,,True,1.0,1.0
06_tables_moderate_032,06_tables_moderate,medium,3,translation,4,translate_4pt,layout_monotonic,review,,appearance_layout_disagreement,localized_appearance_failure;nontext_structure_mismatch,1.0,1.0,1.0,True,0.9630704998305456,1.0,1.0,0.6237286660921688,0.019555555555555555,True,0.0,0.9984778802690055,False,,,,True,1.0,1.0
06_tables_moderate_032,06_tables_moderate,medium,3,translation,12,translate_12pt,layout_monotonic,review,,appearance_layout_disagreement,localized_appearance_failure;nontext_structure_mismatch,1.0,1.0,1.0,True,0.9028832605191616,1.0,1.0,0.29219158495287084,0.0,True,0.05729513657561625,0.9647854614035349,False,,,,True,1.0,1.0
06_tables_moderate_032,06_tables_moderate,medium,3,word_deletion,0.01,delete_1pct_words,token_recall,pass,,,,0.9953728739586899,1.0,0.9914529914529915,True,0.9978354131153776,0.9914529914529915,1.0,0.9617947741895058,0.8701671248786551,True,1.0,0.9889028559131173,False,,,,True,1.0,1.0
06_tables_moderate_032,06_tables_moderate,medium,3,word_deletion,0.05,delete_5pct_words,token_recall,pass,,,,0.9786355220054123,1.0,0.9615384615384616,True,0.9977677430222859,0.9615384615384616,1.0,0.9459778569407472,0.8701671248786551,True,1.0,0.9803340140943098,False,,,,True,1.0,1.0
06_tables_moderate_032,06_tables_moderate,medium,3,word_deletion,0.15,delete_15pct_words,token_recall,fail,token_recall,,localized_appearance_failure,0.9379171630987612,1.0,0.8846153846153846,True,0.9975726866540944,0.8846153846153846,1.0,0.8949104035135038,0.5237808457996013,True,0.9976883060089985,0.9364221761522478,False,,,,True,0.8095238095238095,0.8947368421052632
