comparison_set_id,sample_id,category,source_dataset,asset_role,display_label,provider,model_id,protocol_id,generation_method,visual_feedback,effort,revision_policy,run_id,source_artifact,source_artifact_sha256,pdf_path,pdf_sha256,pdf_bytes,page_count,page_canvas_sizes_pt,pdf_producer,pdf_creator,response_id,attempts,run_cost_usd,harness_num_turns,harness_score_runs,pdf_open_status,fair_leaderboard_eligible,comparison_id,reference_pdf,candidate_pdf,reference_display_label,reference_pdf_resolved,candidate_pdf_resolved,v2_status,v2_error,strict_word_f1,strict_document_edit_similarity,compatibility_word_f1,compatibility_document_edit_similarity,number_f1,reference_number_count,candidate_number_count,number_exact,operator_f1,reference_operator_count,candidate_operator_count,operator_exact,citation_f1,reference_citation_count,candidate_citation_count,citation_exact,matched_word_reference_coverage,token_center_displacement_q50,token_center_displacement_q90,token_bbox_iou_q10,block_transport_combined_similarity,block_transport_geometry_similarity,block_transport_content_similarity,block_transport_cost,text_ltsim_page_macro,text_ltsim_worst_page,reading_order_tau,reading_order_reference_coverage,style_coverage_hmean,font_size_log_error_q90,baseline_displacement_q90,unregistered_ink_f1,registered_ink_f1,unregistered_ssim,registered_ssim,unregistered_multiscale_ssim_diagnostic,registered_multiscale_ssim_diagnostic,reference_page_count,candidate_page_count,page_count_delta,page_break_f1,canvas_exact_size_rate,table_status,formula_status,figure_status,v2_evidence_json
overlap_05_tables_simple_023,05_tables_simple_023,05_tables_simple,piushorn/arxiv-latex-tables-43k,claude_sonnet,Claude Sonnet 4.6 - agentic v1 visual low,Anthropic via Claude Code harness,claude-sonnet-4-6,sonnet_agentic_v1_visual_low,agentic v1 compile-score-revise loop,reference and candidate page images,low,v1 loop,05_tables_simple_023__visual__sonnet__qlow,harness/runs/05_tables_simple_023__visual__sonnet__qlow/work/output.typ,ae485d78ea4796578be0936dbb0812cd9ea3e8b287754d7e09f75ee606db47b2,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/05_tables_simple_023/claude-sonnet-4-6.pdf,5ca464177048b68302453884c0426f8045f6053b490b8c6cd45457b128cba9a6,158482,3,612.000x792.000|612.000x792.000|612.000x792.000,,Typst 0.14.2,,,2.6949958,80,23,ok,false,overlap_05_tables_simple_023__claude_sonnet,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_023/reference.pdf,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/05_tables_simple_023/claude-sonnet-4-6.pdf,LaTeX benchmark reference,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_023/reference.pdf,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/05_tables_simple_023/claude-sonnet-4-6.pdf,scored,,0.9085487077534791,0.8423013245033113,0.9304174950298211,0.8518211920529801,0.9523809523809523,313,338,False,0.9090909090909091,5,6,False,1.0,0,0,True,0.9936305732484076,0.21855104052492658,0.40223229506146246,0.0,0.7115582090680854,0.6774929503290116,0.7794317170929776,0.3402980530374413,0.7476549175997412,0.7219328652643147,1.0,0.5555555555555556,0.9304174950298211,0.8435651570488163,0.34020537559432207,0.30735148018135977,0.3557091993298928,0.7790219739961056,0.7897808419144114,0.8442988009262403,0.8535845612474252,3,3,0,1.0,1.0,abstain,abstain,abstain,results/metric_research_v2/claude_overlap/metric_v2/evidence/overlap_05_tables_simple_023__claude_sonnet.json
overlap_05_tables_simple_023,05_tables_simple_023,05_tables_simple,piushorn/arxiv-latex-tables-43k,claude_opus,Claude Opus 4.7 - agentic v3 visual medium,Anthropic via Claude Code harness,claude-opus-4-7,opus_agentic_v3_visual_medium,agentic v3 compile-score-revise loop,reference and candidate page images,medium,v3 loop,05_tables_simple_023__visual__opus__v3run_v3,harness/runs/05_tables_simple_023__visual__opus__v3run_v3/best_checkpoint.typ,245a0854d9a153debc08041b6c7604dc4b8f025e6b9053a8a687ff58f6ad0c11,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/05_tables_simple_023/claude-opus-4-7.pdf,a896d3aa12f540733c8de250da31d3afe70179f41be7a4f343fd5ebb7b2cc841,142275,3,612.000x792.000|612.000x792.000|612.000x792.000,,Typst 0.14.2,,,1.44313525,33,9,ok,false,overlap_05_tables_simple_023__claude_opus,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_023/reference.pdf,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/05_tables_simple_023/claude-opus-4-7.pdf,LaTeX benchmark reference,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_023/reference.pdf,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/05_tables_simple_023/claude-opus-4-7.pdf,scored,,0.7888999008919723,0.7099888600074267,0.8087215064420218,0.7181581878945413,0.9523809523809523,313,338,False,0.9090909090909091,5,6,False,0.0,0,17,False,0.8662420382165605,0.10335588868813445,0.1353581467068902,0.0,0.5205234753461752,0.5958147118809569,0.405023362085616,0.6529202904145216,0.7289013714482137,0.6906633860124676,0.9047619047619048,0.7777777777777778,0.8087215064420218,0.3649112408832818,0.10337023301558061,0.38569234985285156,0.4287170854501774,0.7594120862714479,0.7718715975783104,0.831911135601657,0.8447763394419203,3,3,0,0.0,1.0,abstain,abstain,abstain,results/metric_research_v2/claude_overlap/metric_v2/evidence/overlap_05_tables_simple_023__claude_opus.json
overlap_06_tables_moderate_010,06_tables_moderate_010,06_tables_moderate,piushorn/arxiv-latex-tables-43k,gemini,Gemini 3.1 Flash Lite - one-turn cascade,OpenRouter,google/gemini-3.1-flash-lite,gemini_prompt_stage_cascade,stored prompt-stage cascade; selected compiled stage,none,not exposed,prompt v1 targeted retry; attempts=1,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_v0_failures,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_v0_failures/samples/06_tables_moderate_010/output.pdf,687406b40a9d5c17521693ef3f8b7f49692588759650b1f98fc257cbbca70ca4,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_v0_failures/samples/06_tables_moderate_010/output.pdf,687406b40a9d5c17521693ef3f8b7f49692588759650b1f98fc257cbbca70ca4,145956,3,595.276x841.890|595.276x841.890|595.276x841.890,,Typst 0.14.2,gen-1783946580-WgX7t7UeKxXy53TVR4ET,1,0.004789,,,ok,false,overlap_06_tables_moderate_010__gemini,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_010/reference.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_v0_failures/samples/06_tables_moderate_010/output.pdf,LaTeX benchmark reference,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_010/reference.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_v0_failures/samples/06_tables_moderate_010/output.pdf,scored,,0.8910447761194029,0.618062317429406,0.8985074626865671,0.6192794547224927,0.8157248157248157,217,190,False,1.0,1,1,True,1.0,0,0,True,0.8788321167883212,0.24671151440101963,0.3265679221887347,0.0,0.4265780796961671,0.41399835459756695,0.4509633448929759,0.8519598580058944,0.660115612344712,0.6472935420684638,0.6430107526881721,0.96875,0.8985074626865671,0.4938458029608631,0.31187694053125065,0.0624472664941203,0.0624472664941203,,,,,2,3,1,0.2857142857142857,0.0,abstain,abstain,abstain,results/metric_research_v2/claude_overlap/metric_v2/evidence/overlap_06_tables_moderate_010__gemini.json
overlap_06_tables_moderate_010,06_tables_moderate_010,06_tables_moderate,piushorn/arxiv-latex-tables-43k,claude_sonnet,Claude Sonnet 4.6 - agentic v1 visual low,Anthropic via Claude Code harness,claude-sonnet-4-6,sonnet_agentic_v1_visual_low,agentic v1 compile-score-revise loop,reference and candidate page images,low,v1 loop,06_tables_moderate_010__visual__sonnet__qlow,harness/runs/06_tables_moderate_010__visual__sonnet__qlow/work/output.typ,78b5259545e1ea01129d2afc0aed3ac5b9db60b2eafabd8caa987d88d8967804,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/06_tables_moderate_010/claude-sonnet-4-6.pdf,614059f6c671dd7197c2e7a43bcb1afc82fb213b76d4a52c5d101bd7a7f1de18,117250,2,612.000x792.000|612.000x792.000,,Typst 0.14.2,,,1.8645055,58,19,ok,false,overlap_06_tables_moderate_010__claude_sonnet,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_010/reference.pdf,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/06_tables_moderate_010/claude-sonnet-4-6.pdf,LaTeX benchmark reference,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_010/reference.pdf,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/06_tables_moderate_010/claude-sonnet-4-6.pdf,scored,,0.9861009509875639,0.9001947419668939,0.991953182150695,0.9011684518013632,0.9930394431554525,217,214,False,1.0,1,1,True,1.0,0,0,True,0.9897810218978103,0.08631673173299292,0.12189312376892066,0.0,0.5698926099205537,0.5383154115726498,0.6335324244620918,0.5623073395518894,0.7248764000251788,0.7180512834160072,0.9153225806451613,1.0,0.991953182150695,0.2946115574034071,0.1228645401771622,0.4543789106057507,0.6177373193980429,0.6983181662183624,0.7328249557899171,0.8161221797559421,0.8479183382048878,2,2,0,0.0,1.0,abstain,abstain,abstain,results/metric_research_v2/claude_overlap/metric_v2/evidence/overlap_06_tables_moderate_010__claude_sonnet.json
overlap_06_tables_moderate_010,06_tables_moderate_010,06_tables_moderate,piushorn/arxiv-latex-tables-43k,claude_opus,Claude Opus 4.7 - agentic v3 visual medium,Anthropic via Claude Code harness,claude-opus-4-7,opus_agentic_v3_visual_medium,agentic v3 compile-score-revise loop,reference and candidate page images,medium,v3 loop,06_tables_moderate_010__visual__opus__v3run_v3,harness/runs/06_tables_moderate_010__visual__opus__v3run_v3/best_checkpoint.typ,186b19a589dcdfd278caab70fd2dd6e32b8600c88599a934e215cb73d60009f3,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/06_tables_moderate_010/claude-opus-4-7.pdf,fbb4c3d6990dc7a263d0593d1cdd0eaac796eae88872d65be440ed2feac16896,148447,2,612.000x792.000|612.000x792.000,,Typst 0.14.2,,,0.65879775,15,4,ok,false,overlap_06_tables_moderate_010__claude_opus,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_010/reference.pdf,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/06_tables_moderate_010/claude-opus-4-7.pdf,LaTeX benchmark reference,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_010/reference.pdf,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/06_tables_moderate_010/claude-opus-4-7.pdf,scored,,0.9839650145772595,0.9182083739045764,0.9897959183673469,0.9191820837390458,0.9953703703703703,217,215,False,1.0,1,1,True,1.0,0,0,True,0.9912408759124087,0.021434611953097735,0.029234024671092332,0.0,0.686495491829563,0.6638802074234793,0.7305590844531892,0.3761556206863318,0.7654170941175276,0.7446332649333324,0.9314516129032258,1.0,0.9897959183673469,0.08628194753288372,0.0244354864563604,0.5422377474648974,0.575158177607801,0.7097218145353464,0.7195386682712575,0.8203009826804006,0.8308834835992196,2,2,0,0.0,1.0,abstain,abstain,abstain,results/metric_research_v2/claude_overlap/metric_v2/evidence/overlap_06_tables_moderate_010__claude_opus.json
overlap_07_figures_captions_007,07_figures_captions_007,07_figures_captions,scholarweave/arxiv-latex,gemini,Gemini 3.1 Flash Lite - one-turn cascade,OpenRouter,google/gemini-3.1-flash-lite,gemini_prompt_stage_cascade,stored prompt-stage cascade; selected compiled stage,none,not exposed,prompt v0; attempts=2,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v0,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v0/samples/07_figures_captions_007/output.pdf,4af623c5818746340e7005b9156e507f07ddab8049d7b73be4b28c1019239a96,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v0/samples/07_figures_captions_007/output.pdf,4af623c5818746340e7005b9156e507f07ddab8049d7b73be4b28c1019239a96,30048,1,595.276x841.890,,Typst 0.14.2,gen-1783945753-V6GRmGdvtqGeUHFLksAw,2,0.00151075,,,ok,false,overlap_07_figures_captions_007__gemini,data/latex_benchmark_v0/corpus/07_figures_captions/07_figures_captions_007/reference.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v0/samples/07_figures_captions_007/output.pdf,LaTeX benchmark reference,data/latex_benchmark_v0/corpus/07_figures_captions/07_figures_captions_007/reference.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v0/samples/07_figures_captions_007/output.pdf,scored,,0.7402597402597403,0.7853309481216458,0.7402597402597403,0.7853309481216458,0.8148148148148148,15,12,False,0.823529411764706,8,9,False,1.0,0,0,True,0.7702702702702703,0.1696676442551599,0.528036018952957,0.0,0.5266222709834069,0.4704632268673965,0.6493069909623882,0.6412717407834344,0.6743097842139458,0.6743097842139458,1.0,0.8333333333333334,0.7402597402597403,0.0538193495962548,0.1608023995674439,0.0678255076927471,0.0678255076927471,,,,,1,1,0,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/claude_overlap/metric_v2/evidence/overlap_07_figures_captions_007__gemini.json
overlap_07_figures_captions_007,07_figures_captions_007,07_figures_captions,scholarweave/arxiv-latex,claude_sonnet,Claude Sonnet 4.6 - agentic v1 visual low,Anthropic via Claude Code harness,claude-sonnet-4-6,sonnet_agentic_v1_visual_low,agentic v1 compile-score-revise loop,reference and candidate page images,low,v1 loop,07_figures_captions_007__visual__sonnet__qlow,harness/runs/07_figures_captions_007__visual__sonnet__qlow/work/output.typ,362e25c8eb6a4b08ca166bfb8afe65846eefd0b24eede8dfb6174748db90c02b,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/07_figures_captions_007/claude-sonnet-4-6.pdf,4dccf8123bcb5c7abf98c0a6f89005d5731489f834c0ffee61334d8bc1ac6750,18884,1,612.000x792.000,,Typst 0.14.2,,,2.1653952999999992,80,29,ok,false,overlap_07_figures_captions_007__claude_sonnet,data/latex_benchmark_v0/corpus/07_figures_captions/07_figures_captions_007/reference.pdf,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/07_figures_captions_007/claude-sonnet-4-6.pdf,LaTeX benchmark reference,data/latex_benchmark_v0/corpus/07_figures_captions/07_figures_captions_007/reference.pdf,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/07_figures_captions_007/claude-sonnet-4-6.pdf,scored,,0.9324324324324325,0.9892665474060823,0.9324324324324325,0.9892665474060823,0.9655172413793104,15,14,False,1.0,8,8,True,1.0,0,0,True,0.9324324324324325,0.03736077933470282,0.05230405566918764,0.0,0.7675878388760377,0.6959811359700326,0.9206901923547836,0.2645023580225083,0.7910969885295309,0.7910969885295309,1.0,0.8333333333333334,0.9324324324324325,0.008298008086413849,0.037119354864563636,0.3636352969674948,0.5006680496244093,0.8685322187763497,0.8818195018674247,0.9072589892011839,0.916748111601433,1,1,0,1.0,1.0,abstain,abstain,abstain,results/metric_research_v2/claude_overlap/metric_v2/evidence/overlap_07_figures_captions_007__claude_sonnet.json
overlap_07_figures_captions_007,07_figures_captions_007,07_figures_captions,scholarweave/arxiv-latex,claude_opus,Claude Opus 4.7 - agentic v3 visual medium,Anthropic via Claude Code harness,claude-opus-4-7,opus_agentic_v3_visual_medium,agentic v3 compile-score-revise loop,reference and candidate page images,medium,v3 loop,07_figures_captions_007__visual__opus__v3run_v3,harness/runs/07_figures_captions_007__visual__opus__v3run_v3/best_checkpoint.typ,b6b87a2d94c4cfa410db12954ee2139bb4e91479fb5a1316c1a7a7fbaade724b,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/07_figures_captions_007/claude-opus-4-7.pdf,ce39e593c7ec315d9feb00f80dabfcc2cfb0a81b1f3de4708c88a15066cf2481,18571,1,612.000x792.000,,Typst 0.14.2,,,0.6024755,18,5,ok,false,overlap_07_figures_captions_007__claude_opus,data/latex_benchmark_v0/corpus/07_figures_captions/07_figures_captions_007/reference.pdf,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/07_figures_captions_007/claude-opus-4-7.pdf,LaTeX benchmark reference,data/latex_benchmark_v0/corpus/07_figures_captions/07_figures_captions_007/reference.pdf,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/07_figures_captions_007/claude-opus-4-7.pdf,scored,,0.9324324324324325,0.9892665474060823,0.9324324324324325,0.9892665474060823,0.9655172413793104,15,14,False,1.0,8,8,True,1.0,0,0,True,0.9324324324324325,0.013057502869140635,0.046250288725927055,0.0,0.9484679208790062,0.9265669243249399,0.9905238712401493,0.05290731107620718,0.8601079633105818,0.8601079633105818,1.0,0.8333333333333334,0.9324324324324325,0.008298008086413849,0.00625525580512154,0.6773693755365947,0.6927945951929017,0.8948387615032325,0.8993793116227536,0.9355937425140126,0.9433627399792647,1,1,0,1.0,1.0,abstain,abstain,abstain,results/metric_research_v2/claude_overlap/metric_v2/evidence/overlap_07_figures_captions_007__claude_opus.json
overlap_09_algorithms_003,09_algorithms_003,09_algorithms,stanford-crfm/image2struct-latex-v1,gemini,Gemini 3.1 Flash Lite - one-turn cascade,OpenRouter,google/gemini-3.1-flash-lite,gemini_prompt_stage_cascade,stored prompt-stage cascade; selected compiled stage,none,not exposed,prompt v1 targeted retry; attempts=1,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_v0_failures,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_v0_failures/samples/09_algorithms_003/output.pdf,d60034eed1d7e22215b9c689d77bc8a5ea472a31702bcdddf304518f93307a97,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_v0_failures/samples/09_algorithms_003/output.pdf,d60034eed1d7e22215b9c689d77bc8a5ea472a31702bcdddf304518f93307a97,36282,1,595.276x841.890,,Typst 0.14.2,gen-1783946617-JQb5i3MCuO2jGXXFnceY,1,0.0020165,,,ok,false,overlap_09_algorithms_003__gemini,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_003/reference.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_v0_failures/samples/09_algorithms_003/output.pdf,LaTeX benchmark reference,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_003/reference.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_v0_failures/samples/09_algorithms_003/output.pdf,scored,,0.4748603351955307,0.5756521739130435,0.7486033519553074,0.6582608695652175,0.9662921348314606,46,43,False,1.0,51,51,True,1.0,0,0,True,0.6411483253588517,0.04582398141198766,0.5688398690791259,0.0,0.4723760864905808,0.4572436223168572,0.5018204585601347,0.7499798172556831,0.6523239611937477,0.6523239611937477,0.6190476190476191,0.7777777777777778,0.7486033519553074,0.034476726400631756,0.10345140685626442,0.041483931621407434,0.15517492111716885,,,,,2,1,-1,0.0,0.0,abstain,abstain,abstain,results/metric_research_v2/claude_overlap/metric_v2/evidence/overlap_09_algorithms_003__gemini.json
overlap_09_algorithms_003,09_algorithms_003,09_algorithms,stanford-crfm/image2struct-latex-v1,claude_sonnet,Claude Sonnet 4.6 - agentic v1 visual low,Anthropic via Claude Code harness,claude-sonnet-4-6,sonnet_agentic_v1_visual_low,agentic v1 compile-score-revise loop,reference and candidate page images,low,v1 loop,09_algorithms_003__visual__sonnet__qlow,harness/runs/09_algorithms_003__visual__sonnet__qlow/work/output.typ,f22256647c3c6bf80ebc53a79705115a5ea0c83dc961966f799ee9bd72b76e69,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/09_algorithms_003/claude-sonnet-4-6.pdf,babcab860cc2df658547fa2e73333a4ec2b8281b9dbaae8ec6c35f57fedc7e47,48508,2,612.000x792.000|612.000x792.000,,Typst 0.14.2,,,2.1788342500000004,78,25,ok,false,overlap_09_algorithms_003__claude_sonnet,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_003/reference.pdf,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/09_algorithms_003/claude-sonnet-4-6.pdf,LaTeX benchmark reference,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_003/reference.pdf,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/09_algorithms_003/claude-sonnet-4-6.pdf,scored,,0.6093366093366094,0.8791304347826087,0.855036855036855,0.98,1.0,46,46,True,1.0,51,51,True,1.0,0,0,True,0.8325358851674641,0.07220999494965917,0.1450079298420826,0.0,0.6082735604720314,0.6523120726987057,0.5342230539527122,0.49713056321947097,0.8007808729009525,0.6895914893856692,1.0,1.0,0.855036855036855,0.12978688143419484,0.14234876151036732,0.4885163563695036,0.5397953185655016,0.8846004548772675,0.890711299531164,0.9142706657449668,0.9178240236780041,2,2,0,1.0,1.0,abstain,abstain,abstain,results/metric_research_v2/claude_overlap/metric_v2/evidence/overlap_09_algorithms_003__claude_sonnet.json
overlap_09_algorithms_003,09_algorithms_003,09_algorithms,stanford-crfm/image2struct-latex-v1,claude_opus,Claude Opus 4.7 - agentic v3 visual medium,Anthropic via Claude Code harness,claude-opus-4-7,opus_agentic_v3_visual_medium,agentic v3 compile-score-revise loop,reference and candidate page images,medium,v3 loop,09_algorithms_003__visual__opus__v3run_v3,harness/runs/09_algorithms_003__visual__opus__v3run_v3/best_checkpoint.typ,088cf45ec4a9fc1dcd03194e2324b082546cd3456cc60569a2153d7d360adb67,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/09_algorithms_003/claude-opus-4-7.pdf,cb5f12d4a00bb7630639dc3192b4f7f881064f0d403e33c74b262ecfdfce4690,45123,2,612.000x792.000|612.000x792.000,,Typst 0.14.2,,,0.58773325,16,4,ok,false,overlap_09_algorithms_003__claude_opus,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_003/reference.pdf,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/09_algorithms_003/claude-opus-4-7.pdf,LaTeX benchmark reference,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_003/reference.pdf,results/metric_calibration/canonical_ai_v0_3/compiled/canonical/09_algorithms_003/claude-opus-4-7.pdf,scored,,0.6108374384236452,0.8956521739130435,0.8571428571428572,0.9808695652173913,1.0,46,46,True,1.0,51,51,True,1.0,0,0,True,0.8325358851674641,0.011001803012088588,0.017577934236202603,0.0,0.603273040621734,0.6509085977180764,0.5238619954763584,0.5053853810551365,0.7843763220918045,0.7137373983502563,0.7777777777777778,1.0,0.8571428571428572,0.034476726400631756,0.014511100691978385,0.5699678607965449,0.5761053971067405,0.8880723870254261,0.8856958157622019,0.9203032441904342,0.9192955667200393,2,2,0,0.5,1.0,abstain,abstain,abstain,results/metric_research_v2/claude_overlap/metric_v2/evidence/overlap_09_algorithms_003__claude_opus.json
