sample_id,category,complexity_band,reference_pages,family,severity,variant,expectation,status,failed_gates,review_flags,content,token_precision,token_recall,numeric_exact,layout,typography,appearance_proxy,pagination
02_lists_formatting_026,02_lists_formatting,medium,1,translation,12,translate_12pt,layout_monotonic,review,,appearance_layout_disagreement,1.0,1.0,1.0,True,0.9050291852216014,1.0,0.15587473739690216,0.9644838235256176
02_lists_formatting_026,02_lists_formatting,medium,1,word_deletion,0.01,delete_1pct_words,token_recall,pass,,,0.9945061516748662,1.0,0.992,True,1.0,1.0,0.9311455602016149,0.9949661253131016
02_lists_formatting_026,02_lists_formatting,medium,1,word_deletion,0.05,delete_5pct_words,token_recall,pass,,,0.9769236072807501,1.0,0.96,True,0.9999999775128489,1.0,0.9044035394357579,0.9787313343234777
02_lists_formatting_026,02_lists_formatting,medium,1,word_deletion,0.15,delete_15pct_words,token_recall,fail,token_recall,,0.9364675718964405,1.0,0.888,True,0.999999915179811,1.0,0.8387246269037555,0.9404812235562664
02_lists_formatting_026,02_lists_formatting,medium,1,word_addition,5,add_5_words,token_precision,pass,,,0.9750804155728916,0.9615384615384616,1.0,True,1.0,1.0,0.8255406115504579,0.9807071925011264
02_lists_formatting_026,02_lists_formatting,medium,1,word_addition,20,add_20_words,token_precision,fail,token_precision,appearance_layout_disagreement,0.9080502675127535,0.8620689655172413,1.0,True,1.0,1.0,0.669397372744624,0.9281715411727528
02_lists_formatting_026,02_lists_formatting,medium,1,numeric_change,1,change_one_number,numeric_token_mismatch,review,,numeric_token_mismatch,0.9964955026936373,1.0,0.992,False,1.0,1.0,0.9988537196430651,0.9962892043910561
02_lists_formatting_026,02_lists_formatting,medium,1,obstruction,0.15,obstruct_15pct_width,appearance_monotonic,pass,,,1.0,1.0,1.0,True,1.0,1.0,0.8596211276020023,0.9953937057751161
02_lists_formatting_026,02_lists_formatting,medium,1,obstruction,0.45,obstruct_45pct_width,appearance_monotonic,review,,appearance_layout_disagreement,1.0,1.0,1.0,True,1.0,1.0,0.714705608150348,0.9892610598885203
02_lists_formatting_026,02_lists_formatting,medium,1,crop,0.08,crop_bottom_8pct,appearance_monotonic,review,,numeric_token_mismatch,0.9966598678177275,1.0,0.992,False,0.8562071441276532,1.0,0.9870194661539383,0.9641451375088355
02_lists_formatting_026,02_lists_formatting,medium,1,crop,0.2,crop_bottom_20pct,appearance_monotonic,review,,numeric_token_mismatch;appearance_layout_disagreement,0.9966598678177275,1.0,0.992,False,0.6963904653130341,1.0,0.9870194661539383,0.9394125298920751
02_lists_formatting_026,02_lists_formatting,medium,1,extra_page,1,append_blank_page,page_count,fail,page_count,low_page_sequence_alignment;appearance_layout_disagreement,1.0,1.0,1.0,True,1.0,1.0,0.65,0.5
03_math_inline_display_011,03_math_inline_display,medium,1,identity_clone,0,producer_clone,no_flags,pass,,,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0
03_math_inline_display_011,03_math_inline_display,medium,1,translation,1,translate_1pt,no_hard_failure,pass,,,1.0,1.0,1.0,True,0.9909841439893509,1.0,0.9730297712186119,0.9998019307402343
03_math_inline_display_011,03_math_inline_display,medium,1,translation,4,translate_4pt,layout_monotonic,review,,appearance_layout_disagreement,1.0,1.0,1.0,True,0.9652164302401071,1.0,0.668581383568422,0.9979417519305949
03_math_inline_display_011,03_math_inline_display,medium,1,translation,12,translate_12pt,layout_monotonic,review,,appearance_layout_disagreement,1.0,1.0,1.0,True,0.9050291968317794,1.0,0.14570058932771018,0.9508018183739255
03_math_inline_display_011,03_math_inline_display,medium,1,word_deletion,0.01,delete_1pct_words,token_recall,pass,,,0.9968707941282118,1.0,0.9939759036144579,True,0.9999999970889242,1.0,0.9899033118204197,0.9968319840275124
03_math_inline_display_011,03_math_inline_display,medium,1,word_deletion,0.05,delete_5pct_words,token_recall,pass,,,0.9841549214974459,1.0,0.9698795180722891,True,0.9999999563406631,1.0,0.970121763576013,0.9850350055841881
03_math_inline_display_011,03_math_inline_display,medium,1,word_deletion,0.15,delete_15pct_words,token_recall,fail,token_recall,numeric_token_mismatch,0.938484486085049,0.9932432432432432,0.8855421686746988,False,0.9999998831294059,1.0,0.933848528086391,0.9399446997597628
03_math_inline_display_011,03_math_inline_display,medium,1,word_addition,5,add_5_words,token_precision,pass,,,0.9811306217599733,0.9707602339181286,1.0,True,1.0,1.0,0.8638457613378107,0.9852197749943732
03_math_inline_display_011,03_math_inline_display,medium,1,word_addition,20,add_20_words,token_precision,fail,token_precision,appearance_layout_disagreement,0.929051577237061,0.8924731182795699,1.0,True,1.0,1.0,0.7107237519897378,0.944376543741447
03_math_inline_display_011,03_math_inline_display,medium,1,numeric_change,1,change_one_number,numeric_token_mismatch,review,,numeric_token_mismatch,0.9974880759806837,1.0,0.9939759036144579,False,0.9999999970889242,1.0,0.9998194678386333,0.9972804050682272
03_math_inline_display_011,03_math_inline_display,medium,1,obstruction,0.15,obstruct_15pct_width,appearance_monotonic,pass,,,1.0,1.0,1.0,True,1.0,1.0,0.9169405316308201,0.9985318172111349
03_math_inline_display_011,03_math_inline_display,medium,1,obstruction,0.45,obstruct_45pct_width,appearance_monotonic,pass,,,1.0,1.0,1.0,True,1.0,1.0,0.7993298121843342,0.9960885602903538
03_math_inline_display_011,03_math_inline_display,medium,1,crop,0.08,crop_bottom_8pct,appearance_monotonic,review,,numeric_token_mismatch,0.9974880759806837,1.0,0.9939759036144579,False,0.8286027947497633,1.0,0.9945894993041737,0.9552182715634194
03_math_inline_display_011,03_math_inline_display,medium,1,crop,0.2,crop_bottom_20pct,appearance_monotonic,review,,numeric_token_mismatch;appearance_layout_disagreement,0.9974880759806837,1.0,0.9939759036144579,False,0.65414498415468,0.9975935031959081,0.9945894993041737,0.9529660112658526
03_math_inline_display_011,03_math_inline_display,medium,1,extra_page,1,append_blank_page,page_count,fail,page_count,low_page_sequence_alignment;appearance_layout_disagreement,1.0,1.0,1.0,True,1.0,1.0,0.65,0.5
04_math_aligned_008,04_math_aligned,medium,1,identity_clone,0,producer_clone,no_flags,pass,,,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0
04_math_aligned_008,04_math_aligned,medium,1,translation,1,translate_1pt,no_hard_failure,pass,,,1.0,1.0,1.0,True,0.990984145740988,1.0,0.9726184970957827,0.9997534726583149
04_math_aligned_008,04_math_aligned,medium,1,translation,4,translate_4pt,layout_monotonic,review,,appearance_layout_disagreement,1.0,1.0,1.0,True,0.9652164286447773,1.0,0.6440183352021237,0.9978672980873776
04_math_aligned_008,04_math_aligned,medium,1,translation,12,translate_12pt,layout_monotonic,review,,appearance_layout_disagreement,1.0,1.0,1.0,True,0.9050291783164526,1.0,0.15247039719181385,0.9532052047035733
04_math_aligned_008,04_math_aligned,medium,1,word_deletion,0.01,delete_1pct_words,token_recall,pass,,,0.9968124799866346,1.0,0.9939759036144579,True,0.9999999884107361,1.0,0.9847481264651926,0.9966751476036372
04_math_aligned_008,04_math_aligned,medium,1,word_deletion,0.05,delete_5pct_words,token_recall,pass,,,0.9809220574150294,1.0,0.963855421686747,True,0.9999999388470324,1.0,0.9568947166887225,0.9814760686814538
04_math_aligned_008,04_math_aligned,medium,1,word_deletion,0.15,delete_15pct_words,token_recall,fail,token_recall,,0.9500622794747381,1.0,0.9096385542168675,True,0.9999999030078514,1.0,0.9034534544012693,0.9531863714656249
04_math_aligned_008,04_math_aligned,medium,1,word_addition,5,add_5_words,token_precision,pass,,,0.9816276420806703,0.9707602339181286,1.0,True,1.0,1.0,0.8978063654515507,0.9852532477977205
04_math_aligned_008,04_math_aligned,medium,1,word_addition,20,add_20_words,token_precision,fail,token_precision,,0.9307251659333282,0.8924731182795699,1.0,True,1.0,1.0,0.7517180565261082,0.9444808767348813
04_math_aligned_008,04_math_aligned,medium,1,numeric_change,1,change_one_number,numeric_token_mismatch,review,,numeric_token_mismatch,0.9973893113866028,1.0,0.9939759036144579,False,0.9999999840345593,1.0,0.9989944843934522,0.9971985325934525
04_math_aligned_008,04_math_aligned,medium,1,obstruction,0.15,obstruct_15pct_width,appearance_monotonic,pass,,,1.0,1.0,1.0,True,1.0,1.0,0.9131291818817093,0.9982499528121883
04_math_aligned_008,04_math_aligned,medium,1,obstruction,0.45,obstruct_45pct_width,appearance_monotonic,pass,,,1.0,1.0,1.0,True,1.0,1.0,0.7789289524043198,0.9944363379946553
04_math_aligned_008,04_math_aligned,medium,1,crop,0.08,crop_bottom_8pct,appearance_monotonic,review,,numeric_token_mismatch,0.997504359561045,1.0,0.9939759036144579,False,0.8212176249883681,1.0,0.9969306792172125,0.9526791868456895
04_math_aligned_008,04_math_aligned,medium,1,crop,0.2,crop_bottom_20pct,appearance_monotonic,fail,token_recall,numeric_token_mismatch;low_page_sequence_alignment,0.9170828447881924,1.0,0.8493975903614458,False,0.6469295797937662,0.9995035460992907,0.891834234749587,0.8758103158386347
04_math_aligned_008,04_math_aligned,medium,1,extra_page,1,append_blank_page,page_count,fail,page_count,low_page_sequence_alignment;appearance_layout_disagreement,1.0,1.0,1.0,True,1.0,1.0,0.65,0.5
05_tables_simple_005,05_tables_simple,medium,2,identity_clone,0,producer_clone,no_flags,pass,,,1.0,1.0,1.0,True,0.9995847176079734,1.0,1.0,1.0
05_tables_simple_005,05_tables_simple,medium,2,translation,1,translate_1pt,no_hard_failure,pass,,,1.0,1.0,1.0,True,0.9905688596763755,1.0,0.9760637991997078,0.9995644003258601
05_tables_simple_005,05_tables_simple,medium,2,translation,4,translate_4pt,layout_monotonic,review,,appearance_layout_disagreement,1.0,1.0,1.0,True,0.9648011380656092,1.0,0.6991660598499401,0.9982985516255707
05_tables_simple_005,05_tables_simple,medium,2,translation,12,translate_12pt,layout_monotonic,review,,appearance_layout_disagreement,1.0,1.0,1.0,True,0.9046138817980549,1.0,0.6350159699391491,0.9885712473733913
05_tables_simple_005,05_tables_simple,medium,2,word_deletion,0.01,delete_1pct_words,token_recall,pass,,,0.9967655721039286,1.0,0.9933665008291874,True,0.9995818710349951,1.0,0.9971642744437768,0.9958595555658853
05_tables_simple_005,05_tables_simple,medium,2,word_deletion,0.05,delete_5pct_words,token_recall,pass,,,0.9814767506953022,1.0,0.9701492537313433,True,0.9995718252928448,1.0,0.9887019392343122,0.9863818021612569
05_tables_simple_005,05_tables_simple,medium,2,word_deletion,0.15,delete_15pct_words,token_recall,fail,token_recall,,0.9514012747822169,1.0,0.9104477611940298,True,0.999543640691773,1.0,0.9767493587642723,0.9597000089148127
05_tables_simple_005,05_tables_simple,medium,2,word_addition,5,add_5_words,token_precision,pass,,,0.9953687742425319,0.9917763157894737,1.0,True,0.9995847176079734,1.0,0.9853696148361653,0.9854413086393476
05_tables_simple_005,05_tables_simple,medium,2,word_addition,20,add_20_words,token_precision,pass,,,0.9817376416514588,0.9678972712680578,1.0,True,0.9995847176079734,1.0,0.9536483669378322,0.9470054068698942
05_tables_simple_005,05_tables_simple,medium,2,numeric_change,1,change_one_number,numeric_token_mismatch,review,,numeric_token_mismatch,0.9993300738780078,1.0,0.9983416252072969,False,0.9995839943882885,1.0,0.9995983068919849,0.9992125914611777
05_tables_simple_005,05_tables_simple,medium,2,obstruction,0.15,obstruct_15pct_width,appearance_monotonic,pass,,,1.0,1.0,1.0,True,0.9995847176079734,1.0,0.9898035221416847,0.9996492464422254
05_tables_simple_005,05_tables_simple,medium,2,obstruction,0.45,obstruct_45pct_width,appearance_monotonic,pass,,,1.0,1.0,1.0,True,0.9995847176079734,1.0,0.9681501271166582,0.9991602744058545
05_tables_simple_005,05_tables_simple,medium,2,crop,0.08,crop_bottom_8pct,appearance_monotonic,review,,numeric_token_mismatch,0.9986590957896998,1.0,0.9966832504145937,False,0.8202817803252263,1.0,0.9986464067587728,0.9816101649199395
05_tables_simple_005,05_tables_simple,medium,2,crop,0.2,crop_bottom_20pct,appearance_monotonic,review,,numeric_token_mismatch;appearance_layout_disagreement,0.9672520982129453,0.9762308998302207,0.9535655058043118,False,0.6521679100578563,0.9994901830794499,0.963211035184029,0.926805232721434
05_tables_simple_005,05_tables_simple,medium,2,extra_page,1,append_blank_page,page_count,fail,page_count,low_page_sequence_alignment,1.0,1.0,1.0,True,0.9995847176079734,1.0,0.7666666666666666,0.6666666666666666
05_tables_simple_005,05_tables_simple,medium,2,missing_page,1,remove_last_page,page_count,fail,token_recall;page_count,numeric_token_mismatch;low_page_sequence_alignment;appearance_layout_disagreement,0.683725450648325,1.0,0.5207296849087893,False,1.0,1.0,0.5,0.5
05_tables_simple_005,05_tables_simple,medium,2,page_reorder,1,swap_first_two_pages,page_sequence,review,,low_page_sequence_alignment,0.8788958570885594,1.0,1.0,True,0.7204745097792854,0.9977103590905074,0.6612116854554431,0.8758360511304042
06_tables_moderate_032,06_tables_moderate,medium,3,identity_clone,0,producer_clone,no_flags,pass,,,1.0,1.0,1.0,True,0.9978540772532188,1.0,1.0,1.0
06_tables_moderate_032,06_tables_moderate,medium,3,translation,1,translate_1pt,no_hard_failure,pass,,,1.0,1.0,1.0,True,0.9888382229942069,1.0,0.9724431339309919,0.9998351256003573
06_tables_moderate_032,06_tables_moderate,medium,3,translation,4,translate_4pt,layout_monotonic,review,,appearance_layout_disagreement,1.0,1.0,1.0,True,0.9630704998305456,1.0,0.6237286660921688,0.9984778802690055
06_tables_moderate_032,06_tables_moderate,medium,3,translation,12,translate_12pt,layout_monotonic,review,,appearance_layout_disagreement,1.0,1.0,1.0,True,0.9028832605191616,1.0,0.29219158495287084,0.9647854614035349
06_tables_moderate_032,06_tables_moderate,medium,3,word_deletion,0.01,delete_1pct_words,token_recall,pass,,,0.9953728739586899,1.0,0.9914529914529915,True,0.9978354131153776,1.0,0.9617947741895058,0.9889028559131173
06_tables_moderate_032,06_tables_moderate,medium,3,word_deletion,0.05,delete_5pct_words,token_recall,pass,,,0.9786355220054123,1.0,0.9615384615384616,True,0.9977677430222859,1.0,0.9459778569407472,0.9803340140943098
06_tables_moderate_032,06_tables_moderate,medium,3,word_deletion,0.15,delete_15pct_words,token_recall,fail,token_recall,,0.9379171630987612,1.0,0.8846153846153846,True,0.9975726866540944,1.0,0.8949104035135038,0.9364221761522478
06_tables_moderate_032,06_tables_moderate,medium,3,word_addition,5,add_5_words,token_precision,pass,,,0.987371274143647,0.9790794979079498,1.0,True,0.9978540772532188,1.0,0.8816319582726845,0.9553816343543691
06_tables_moderate_032,06_tables_moderate,medium,3,word_addition,20,add_20_words,token_precision,fail,token_precision,low_page_sequence_alignment,0.9514638284883199,0.9212598425196851,1.0,True,0.9978540772532188,1.0,0.825230326808156,0.8749510802795343
06_tables_moderate_032,06_tables_moderate,medium,3,numeric_change,1,change_one_number,numeric_token_mismatch,review,,numeric_token_mismatch,0.9961321324723387,0.9957264957264957,0.9957264957264957,False,0.9978448062157749,1.0,0.999878926162639,0.9971874834892943
06_tables_moderate_032,06_tables_moderate,medium,3,obstruction,0.15,obstruct_15pct_width,appearance_monotonic,pass,,,1.0,1.0,1.0,True,0.9978540772532188,1.0,0.9738607717959894,0.9990403031474954
06_tables_moderate_032,06_tables_moderate,medium,3,obstruction,0.45,obstruct_45pct_width,appearance_monotonic,pass,,,1.0,1.0,1.0,True,0.9978540772532188,1.0,0.9482424851686101,0.9983889126226857
06_tables_moderate_032,06_tables_moderate,medium,3,crop,0.08,crop_bottom_8pct,appearance_monotonic,review,,numeric_token_mismatch,0.9947182897319131,1.0,0.9871794871794872,False,0.8385188525030434,1.0,0.9661463298112003,0.9524210779970131
06_tables_moderate_032,06_tables_moderate,medium,3,crop,0.2,crop_bottom_20pct,appearance_monotonic,fail,token_recall,numeric_token_mismatch,0.9456958513723678,1.0,0.8974358974358975,False,0.6896068141553839,1.0,0.875371242222854,0.9181287507446374
06_tables_moderate_032,06_tables_moderate,medium,3,extra_page,1,append_blank_page,page_count,fail,page_count,low_page_sequence_alignment,1.0,1.0,1.0,True,0.9978540772532188,1.0,0.825,0.75
06_tables_moderate_032,06_tables_moderate,medium,3,missing_page,1,remove_last_page,page_count,fail,token_recall;page_count,numeric_token_mismatch;low_page_sequence_alignment;appearance_layout_disagreement,0.87267490183715,1.0,0.7692307692307693,False,0.9986033519553073,1.0,0.6666666666666666,0.6666666666666666
06_tables_moderate_032,06_tables_moderate,medium,3,page_reorder,1,swap_first_two_pages,page_sequence,review,,low_page_sequence_alignment,0.9749410377358491,1.0,1.0,True,0.4061353535074652,0.9947129725677495,0.3575163970369686,0.6666666666666666
07_figures_captions_007,07_figures_captions,medium,1,identity_clone,0,producer_clone,no_flags,pass,,,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0
07_figures_captions_007,07_figures_captions,medium,1,translation,1,translate_1pt,no_hard_failure,pass,,,1.0,1.0,1.0,True,0.9909841457409883,1.0,0.9732466069579615,0.9999054859687124
07_figures_captions_007,07_figures_captions,medium,1,translation,4,translate_4pt,layout_monotonic,review,,appearance_layout_disagreement,1.0,1.0,1.0,True,0.9652164284635222,1.0,0.6390477898516912,0.9989777623065674
07_figures_captions_007,07_figures_captions,medium,1,translation,12,translate_12pt,layout_monotonic,review,,appearance_layout_disagreement,1.0,1.0,1.0,True,0.9050291916538336,1.0,0.36690430629967313,0.9712579377367784
07_figures_captions_007,07_figures_captions,medium,1,word_deletion,0.01,delete_1pct_words,token_recall,pass,,,0.9939266853059956,1.0,0.9863013698630136,True,0.9999999972884938,1.0,0.9936606390584263,0.9934408869947104
07_figures_captions_007,07_figures_captions,medium,1,word_deletion,0.05,delete_5pct_words,token_recall,pass,,,0.9792291042291043,1.0,0.958904109589041,True,0.9999999972102951,1.0,0.9755851608139292,0.9800179761857017
07_figures_captions_007,07_figures_captions,medium,1,word_deletion,0.15,delete_15pct_words,token_recall,fail,token_recall,,0.936498427956066,1.0,0.8767123287671232,True,0.9999999140821749,1.0,0.9397896880849299,0.9381802993018227
07_figures_captions_007,07_figures_captions,medium,1,word_addition,5,add_5_words,token_precision,fail,token_precision,,0.9613826960776054,0.9358974358974359,1.0,True,1.0,1.0,0.806691010310225,0.9683750891950904
07_figures_captions_007,07_figures_captions,medium,1,word_addition,20,add_20_words,token_precision,fail,token_precision,low_page_sequence_alignment;appearance_layout_disagreement,0.8623314217568966,0.7849462365591398,1.0,True,1.0,1.0,0.6484405464433539,0.8858642201140273
07_figures_captions_007,07_figures_captions,medium,1,numeric_change,1,change_one_number,numeric_token_mismatch,review,,numeric_token_mismatch,0.9877117033148968,0.9863013698630136,0.9863013698630136,False,1.0,1.0,0.9991678422255693,0.987664098384815
07_figures_captions_007,07_figures_captions,medium,1,obstruction,0.15,obstruct_15pct_width,appearance_monotonic,pass,,,1.0,1.0,1.0,True,1.0,1.0,0.8391183602741579,0.9951517383835118
07_figures_captions_007,07_figures_captions,medium,1,obstruction,0.45,obstruct_45pct_width,appearance_monotonic,review,,appearance_layout_disagreement,1.0,1.0,1.0,True,1.0,1.0,0.6680942802988923,0.9884391695713903
07_figures_captions_007,07_figures_captions,medium,1,crop,0.08,crop_bottom_8pct,appearance_monotonic,review,,numeric_token_mismatch,0.9943779459191266,1.0,0.9863013698630136,False,0.8495943320950079,1.0,0.9853108400055337,0.9613734145466263
07_figures_captions_007,07_figures_captions,medium,1,crop,0.2,crop_bottom_20pct,appearance_monotonic,review,,numeric_token_mismatch;appearance_layout_disagreement,0.9943779459191266,1.0,0.9863013698630136,False,0.6881900289343693,1.0,0.9853108400055337,0.9336851091200515
07_figures_captions_007,07_figures_captions,medium,1,extra_page,1,append_blank_page,page_count,fail,page_count,low_page_sequence_alignment;appearance_layout_disagreement,1.0,1.0,1.0,True,1.0,1.0,0.65,0.5
08_crossrefs_citations_013,08_crossrefs_citations,medium,1,identity_clone,0,producer_clone,no_flags,pass,,,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0
08_crossrefs_citations_013,08_crossrefs_citations,medium,1,translation,1,translate_1pt,no_hard_failure,pass,,,1.0,1.0,1.0,True,0.9909841331200735,1.0,0.974295722204984,0.9998267583653807
08_crossrefs_citations_013,08_crossrefs_citations,medium,1,translation,4,translate_4pt,layout_monotonic,review,,appearance_layout_disagreement,1.0,1.0,1.0,True,0.9652164159210961,1.0,0.682133955482706,0.998360223624074
08_crossrefs_citations_013,08_crossrefs_citations,medium,1,translation,12,translate_12pt,layout_monotonic,review,,appearance_layout_disagreement,1.0,1.0,1.0,True,0.9050291828801686,1.0,0.3190260578776637,0.9718599039094061
08_crossrefs_citations_013,08_crossrefs_citations,medium,1,word_deletion,0.01,delete_1pct_words,token_recall,pass,,,0.9935207100591716,1.0,0.9867549668874173,True,0.9999999698970079,1.0,0.9826329677559713,0.9932639303965385
08_crossrefs_citations_013,08_crossrefs_citations,medium,1,word_deletion,0.05,delete_5pct_words,token_recall,pass,,,0.9791581995529364,1.0,0.9602649006622517,True,0.9999999683857732,1.0,0.9559209950217844,0.979733217683759
08_crossrefs_citations_013,08_crossrefs_citations,medium,1,word_deletion,0.15,delete_15pct_words,token_recall,fail,token_recall,,0.9358495287346734,1.0,0.8874172185430463,True,0.999999878461536,1.0,0.8935933499584552,0.9416999617585469
08_crossrefs_citations_013,08_crossrefs_citations,medium,1,word_addition,5,add_5_words,token_precision,pass,,,0.9800653013222744,0.967948717948718,1.0,True,1.0,1.0,0.8514372994971975,0.9839268776923533
08_crossrefs_citations_013,08_crossrefs_citations,medium,1,word_addition,20,add_20_words,token_precision,fail,token_precision,appearance_layout_disagreement,0.9251552795031055,0.8830409356725146,1.0,True,1.0,1.0,0.6996405424832189,0.9396495561242738
08_crossrefs_citations_013,08_crossrefs_citations,medium,1,numeric_change,1,change_one_number,numeric_token_mismatch,review,,numeric_token_mismatch,0.9970171465122806,1.0,0.9933774834437086,False,0.9999999961710384,1.0,0.9977102667828739,0.9968367097956152
08_crossrefs_citations_013,08_crossrefs_citations,medium,1,obstruction,0.15,obstruct_15pct_width,appearance_monotonic,pass,,,1.0,1.0,1.0,True,1.0,1.0,0.921707454402646,0.9987977440708093
08_crossrefs_citations_013,08_crossrefs_citations,medium,1,obstruction,0.45,obstruct_45pct_width,appearance_monotonic,pass,,,1.0,1.0,1.0,True,1.0,1.0,0.8145214244042044,0.9970214824434194
08_crossrefs_citations_013,08_crossrefs_citations,medium,1,crop,0.08,crop_bottom_8pct,appearance_monotonic,review,,numeric_token_mismatch,0.9972629670806178,1.0,0.9933774834437086,False,0.8602665054450744,1.0,0.9915566342588928,0.9601925442977779
08_crossrefs_citations_013,08_crossrefs_citations,medium,1,crop,0.2,crop_bottom_20pct,appearance_monotonic,review,,numeric_token_mismatch;appearance_layout_disagreement,0.9972629670806178,1.0,0.9933774834437086,False,0.7037390838395305,1.0,0.9915566342588928,0.9460740362783362
08_crossrefs_citations_013,08_crossrefs_citations,medium,1,extra_page,1,append_blank_page,page_count,fail,page_count,low_page_sequence_alignment;appearance_layout_disagreement,1.0,1.0,1.0,True,1.0,1.0,0.65,0.5
09_algorithms_005,09_algorithms,medium,1,identity_clone,0,producer_clone,no_flags,pass,,,1.0,1.0,1.0,True,0.9999999999999999,1.0,1.0,1.0
09_algorithms_005,09_algorithms,medium,1,translation,1,translate_1pt,no_hard_failure,pass,,,1.0,1.0,1.0,True,0.9909841457409879,1.0,0.9732081818477012,0.9997648197602743
09_algorithms_005,09_algorithms,medium,1,translation,4,translate_4pt,layout_monotonic,review,,appearance_layout_disagreement,1.0,1.0,1.0,True,0.9652164233698145,1.0,0.6601621160087098,0.9977562597773355
09_algorithms_005,09_algorithms,medium,1,translation,12,translate_12pt,layout_monotonic,review,,appearance_layout_disagreement,1.0,1.0,1.0,True,0.905029176238264,1.0,0.3889051652431865,0.9660964295811244
09_algorithms_005,09_algorithms,medium,1,word_deletion,0.01,delete_1pct_words,token_recall,pass,,,0.9948006731001655,1.0,0.9914893617021276,True,0.9999999944485296,1.0,0.9808288837648871,0.9953058492054906
