comparison_id,sample_id,category,system_id,display_label,protocol_id,reference_pdf,candidate_pdf,reference_pdf_resolved,candidate_pdf_resolved,v2_status,v2_error,strict_word_f1,strict_document_edit_similarity,compatibility_word_f1,compatibility_document_edit_similarity,number_f1,reference_number_count,candidate_number_count,number_exact,operator_f1,reference_operator_count,candidate_operator_count,operator_exact,citation_f1,reference_citation_count,candidate_citation_count,citation_exact,matched_word_reference_coverage,token_center_displacement_q50,token_center_displacement_q90,token_bbox_iou_q10,block_transport_combined_similarity,block_transport_geometry_similarity,block_transport_content_similarity,block_transport_cost,text_ltsim_page_macro,text_ltsim_worst_page,reading_order_tau,reading_order_reference_coverage,style_coverage_hmean,font_size_log_error_q90,baseline_displacement_q90,unregistered_ink_f1,registered_ink_f1,unregistered_ssim,registered_ssim,unregistered_multiscale_ssim_diagnostic,registered_multiscale_ssim_diagnostic,reference_page_count,candidate_page_count,page_count_delta,page_break_f1,canvas_exact_size_rate,table_status,formula_status,figure_status,v2_evidence_json
03_math_inline_display_006__pandoc,03_math_inline_display_006,03_math_inline_display,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_006/reference.pdf,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_006/pandoc.pdf,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_006/reference.pdf,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_006/pandoc.pdf,scored,,0.442159383033419,0.5852749301025163,0.6323907455012853,0.712022367194781,0.88,33,42,False,0.9767441860465117,63,66,False,1.0,0,0,True,0.6089108910891089,0.17671521456059347,0.20801973656571893,0.0,0.528142002718809,0.4549792499900226,0.6966548107306403,0.6383900868917775,0.6780719434565587,0.6780719434565587,0.9166666666666666,0.825,0.6323907455012853,0.034476726400631756,0.1714223502122224,0.1997320679760442,0.1997320679760442,,,,,1,1,0,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/03_math_inline_display_006__pandoc.json
03_math_inline_display_006__typetex,03_math_inline_display_006,03_math_inline_display,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_006/reference.pdf,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_006/typetex.pdf,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_006/reference.pdf,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_006/typetex.pdf,scored,,0.42487046632124353,0.5530371713508613,0.5699481865284974,0.6690843155031732,0.8378378378378378,33,41,False,0.9545454545454545,63,69,False,1.0,0,0,True,0.5445544554455446,0.20494270874105458,0.23418992413822667,0.0,0.5424116865263485,0.4922882498299463,0.6494302616186816,0.6117299966324048,0.6849481773683239,0.6849481773683239,0.8484848484848485,0.825,0.5699481865284974,0.034476726400631756,0.20922183318691145,0.1727037493740124,0.1727037493740124,,,,,1,1,0,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/03_math_inline_display_006__typetex.json
03_math_inline_display_007__pandoc,03_math_inline_display_007,03_math_inline_display,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_007/reference.pdf,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_007/pandoc.pdf,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_007/reference.pdf,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_007/pandoc.pdf,scored,,0.48238482384823844,0.47208538587848936,0.5907859078590785,0.5221674876847291,0.870967741935484,27,35,False,0.7916666666666667,40,56,False,1.0,0,0,True,0.529126213592233,0.17668285044480891,0.20280371878448195,0.0,0.5131403909363762,0.4863017329566356,0.5669751908034689,0.6672058047085816,0.6842879144290445,0.6842879144290445,0.7898550724637681,0.8888888888888888,0.5907859078590785,0.034476726400631756,0.1644214421415807,0.19222707259270264,0.26692110809529374,,,,,1,1,0,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/03_math_inline_display_007__pandoc.json
03_math_inline_display_007__tylax,03_math_inline_display_007,03_math_inline_display,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_007/reference.pdf,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_007/tylax.pdf,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_007/reference.pdf,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_007/tylax.pdf,scored,,0.5265822784810126,0.6473384030418251,0.6430379746835443,0.7447619047619047,0.8620689655172414,27,31,False,0.8421052631578948,40,36,False,1.0,0,0,True,0.616504854368932,0.11618465634218396,0.15814841227272808,0.0,0.5562882739765282,0.5113715751753592,0.6504339732651669,0.5864686407199755,0.6937583499291065,0.6937583499291065,0.8830769230769231,0.9629629629629629,0.6430379746835443,0.034476726400631756,0.08910928699172105,0.16079761825169506,0.37031717010836684,,,,,1,1,0,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/03_math_inline_display_007__tylax.json
03_math_inline_display_007__typetex,03_math_inline_display_007,03_math_inline_display,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_007/reference.pdf,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_007/typetex.pdf,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_007/reference.pdf,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_007/typetex.pdf,scored,,0.5013054830287206,0.5737373737373737,0.6214099216710182,0.6757028112449799,0.8571428571428571,27,36,False,0.8791208791208792,40,51,False,1.0,0,0,True,0.5776699029126213,0.20702575227566056,0.2310236150172465,0.0,0.5345831486733809,0.4923504579382633,0.6228611683296462,0.6262679971482747,0.694180765632486,0.694180765632486,0.8733333333333333,0.9259259259259259,0.6214099216710182,0.034476726400631756,0.20939837329335886,0.1503300438777049,0.1503300438777049,,,,,1,1,0,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/03_math_inline_display_007__typetex.json
03_math_inline_display_008__pandoc,03_math_inline_display_008,03_math_inline_display,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_008/reference.pdf,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_008/pandoc.pdf,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_008/reference.pdf,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_008/pandoc.pdf,scored,,0.3773584905660377,0.44757033248081846,0.6037735849056604,0.5238907849829352,0.7924528301886793,21,32,False,0.8636363636363636,41,47,False,1.0,0,0,True,0.5685279187817259,0.16886826908901437,0.20323640218274464,0.0,0.519461141404294,0.47740358532505206,0.6076446036574961,0.6549632712322482,0.6826661122368777,0.6826661122368777,0.7841269841269841,0.8,0.6037735849056604,0.008298008086413849,0.16231340890736745,0.19660231823621993,0.19660231823621993,,,,,1,1,0,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/03_math_inline_display_008__pandoc.json
03_math_inline_display_008__typetex,03_math_inline_display_008,03_math_inline_display,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_008/reference.pdf,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_008/typetex.pdf,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_008/reference.pdf,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_008/typetex.pdf,scored,,0.4204851752021563,0.5341922695738355,0.5929919137466306,0.6312127236580517,0.7755102040816326,21,28,False,0.9534883720930233,41,45,False,1.0,0,0,True,0.5583756345177665,0.20330857489050974,0.2274056930175784,0.0,0.5556488438382632,0.49563974139874684,0.6870342504867565,0.5876187600900472,0.698877833632021,0.698877833632021,0.9349593495934959,0.9333333333333333,0.5929919137466306,0.010915879917835863,0.20045626866546007,0.14101985883994927,0.14101985883994927,,,,,1,1,0,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/03_math_inline_display_008__typetex.json
03_math_inline_display_009__pandoc,03_math_inline_display_009,03_math_inline_display,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_009/reference.pdf,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_009/pandoc.pdf,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_009/reference.pdf,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_009/pandoc.pdf,scored,,0.4190981432360743,0.36430481283422456,0.5464190981432361,0.4137700534759359,0.9066666666666667,34,41,False,0.7578947368421053,43,52,False,1.0,0,0,True,0.5282051282051282,0.1720248485671858,0.19964041101987978,0.0,0.5154695851814254,0.5013938897928296,0.5426669166859631,0.6626769778837189,0.6997214176963416,0.6997214176963416,0.5238095238095238,0.6666666666666666,0.5464190981432361,0.08079333629235459,0.14539895114553297,0.21498906426797315,0.2820958896400371,,,,,1,1,0,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/03_math_inline_display_009__pandoc.json
03_math_inline_display_010__pandoc,03_math_inline_display_010,03_math_inline_display,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_010/reference.pdf,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_010/pandoc.pdf,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_010/reference.pdf,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_010/pandoc.pdf,scored,,0.4068767908309455,0.32923976608187133,0.4756446991404012,0.3543859649122807,0.8785046728971964,47,60,False,0.5357142857142858,47,65,False,1.0,0,0,True,0.42783505154639173,0.17073306126642132,0.2026280113190044,0.0,0.526043112191148,0.544645341733287,0.4931652797299779,0.6423721072625708,0.7182618018382234,0.7182618018382234,0.7666666666666666,0.3333333333333333,0.4756446991404012,0.034476726400631756,0.14539895114553297,0.30615507678292386,0.3614533646470813,,,,,1,1,0,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/03_math_inline_display_010__pandoc.json
03_math_inline_display_010__typetex,03_math_inline_display_010,03_math_inline_display,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_010/reference.pdf,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_010/typetex.pdf,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_010/reference.pdf,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_010/typetex.pdf,scored,,0.5,0.5318930041152263,0.6348314606741573,0.6224489795918368,0.9126213592233009,47,56,False,0.891304347826087,47,45,False,1.0,0,0,True,0.5824742268041238,0.20897677073516877,0.2397376426695642,0.0,0.543910301301513,0.49015671163739055,0.6598662219861713,0.6089709330349973,0.6958399911151358,0.6958399911151358,0.7838383838383838,0.9375,0.6348314606741573,0.034476726400631756,0.20621797632913952,0.08781531327181243,0.08781531327181243,,,,,1,1,0,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/03_math_inline_display_010__typetex.json
03_math_inline_display_011__pandoc,03_math_inline_display_011,03_math_inline_display,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_011/reference.pdf,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_011/pandoc.pdf,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_011/reference.pdf,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_011/pandoc.pdf,scored,,0.4463276836158192,0.44065040650406506,0.615819209039548,0.512987012987013,0.8378378378378378,33,41,False,0.830188679245283,48,58,False,1.0,0,0,True,0.5706806282722513,0.17840866150980572,0.20706563512878245,0.0,0.5162739392430263,0.48842319956918256,0.5722785666903394,0.6611177643669524,0.6802025393812628,0.6802025393812628,0.6108374384236452,0.7631578947368421,0.615819209039548,0.041757858444108426,0.16775114130088462,0.21368041432209753,0.21368041432209753,,,,,1,1,0,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/03_math_inline_display_011__pandoc.json
03_math_inline_display_011__typetex,03_math_inline_display_011,03_math_inline_display,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_011/reference.pdf,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_011/typetex.pdf,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_011/reference.pdf,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_011/typetex.pdf,scored,,0.45378151260504207,0.529585798816568,0.5826330532212886,0.6165191740412979,0.88,33,42,False,0.9600000000000001,48,52,False,1.0,0,0,True,0.5445026178010471,0.20691211655483643,0.22980839679051734,0.0,0.5504791006129511,0.509695389782815,0.6350755049621146,0.596966287912545,0.6937580517131386,0.6937580517131386,0.7701612903225806,0.8421052631578947,0.5826330532212886,0.034476726400631756,0.20728363351988843,0.1839830186565617,0.1839830186565617,,,,,1,1,0,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/03_math_inline_display_011__typetex.json
03_math_inline_display_012__pandoc,03_math_inline_display_012,03_math_inline_display,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_012/reference.pdf,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_012/pandoc.pdf,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_012/reference.pdf,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_012/pandoc.pdf,scored,,0.4853801169590643,0.5805763073639274,0.6198830409356725,0.713375796178344,0.8437499999999999,28,36,False,0.9642857142857143,27,29,False,1.0,0,0,True,0.5760869565217391,0.17896514682343984,0.20601473874836326,0.0,0.5413449955200627,0.45669827473145663,0.7423596975346027,0.6136985037122886,0.6851550087778405,0.6851550087778405,0.9064039408866995,0.8529411764705882,0.6198830409356725,0.008298008086413849,0.16982052165160677,0.09634883646008957,0.09634883646008957,,,,,1,1,0,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/03_math_inline_display_012__pandoc.json
03_math_inline_display_012__typetex,03_math_inline_display_012,03_math_inline_display,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_012/reference.pdf,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_012/typetex.pdf,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_012/reference.pdf,results/latex_benchmark_v0/03_math_inline_display/03_math_inline_display_012/typetex.pdf,scored,,0.49856733524355307,0.5523316062176166,0.6361031518624641,0.6683937823834196,0.8437499999999999,28,36,False,0.9642857142857143,27,29,False,1.0,0,0,True,0.6032608695652174,0.19913743486046365,0.22141916469698464,0.0,0.5626273652211043,0.5075325948760351,0.6813038335847729,0.5751377434745586,0.7067967014089758,0.7067967014089758,0.8298850574712644,0.8823529411764706,0.6361031518624641,0.008298008086413849,0.1944186866012183,0.2158855702485836,0.2158855702485836,,,,,1,1,0,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/03_math_inline_display_012__typetex.json
