case_id,candidate_panel_hidden_truth,sample_id,category,variant,severity,expected_axis,source_pdf,candidate_pdf,target_page,known_target_bbox,expected_page,expected_bbox,predicted_page,predicted_bbox,unblinded_sheet,unblinded_image,candidate_valid,mutation_visible,target_box_correct,label_correct,predicted_box_useful,reviewer,review_notes,reference_pdf_resolved,candidate_pdf_resolved,v2_status,v2_error,word_f1,document_edit_similarity,strict_word_f1,strict_document_edit_similarity,compatibility_word_f1,compatibility_document_edit_similarity,reference_number_count,candidate_number_count,reference_operator_count,candidate_operator_count,reference_citation_count,candidate_citation_count,number_f1,number_exact,operator_f1,operator_exact,citation_f1,citation_exact,matched_word_reference_coverage,token_center_displacement_q50,token_center_displacement_q90,token_bbox_iou_q10,block_transport_combined_similarity,block_transport_geometry_similarity,block_transport_content_similarity,block_transport_cost,text_ltsim_page_macro,text_ltsim_worst_page,reading_order_tau,reading_order_reference_coverage,style_coverage_hmean,font_size_log_error_q90,baseline_displacement_q90,unregistered_ink_f1,registered_ink_f1,unregistered_ssim,registered_ssim,unregistered_multiscale_ssim_diagnostic,registered_multiscale_ssim_diagnostic,reference_page_count,candidate_page_count,page_count_delta,page_break_f1,canvas_exact_size_rate,table_status,formula_status,figure_status,v2_evidence_json
D06C59166AA0,B,03_math_inline_display_003,03_math_inline_display,block_right,2,layout,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_003/reference.pdf,results/metric_research_v1/full_157_v1/batch_a/audit/03_math_inline_display_003__block_right__s2.pdf,0,"[0.208794, 0.416996, 0.809535, 0.461926]",0,"[0.208794, 0.416996, 0.809535, 0.461926]",0,"[0.20784313725490197, 0.41818181818181815, 0.807843137254902, 0.46136363636363636]",31,results/metric_research_v1/full_157_v1/visual_audit/unblinded/sample_031_03_math_inline_display_003.jpg,,,,,,LLM_research_audit,,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_003/reference.pdf,results/metric_research_v1/full_157_v1/batch_a/audit/03_math_inline_display_003__block_right__s2.pdf,scored,,1.0,1.0,1.0,1.0,1.0,1.0,30,30,76,76,0,0,1.0,True,1.0,True,1.0,True,1.0,0.0,0.0,1.0,0.997719736493742,0.9964940567353874,1.0,0.002282867266012243,0.9996762477049486,0.9996762477049486,1.0,1.0,1.0,0.0,0.0,0.982558155539919,0.982558155539919,0.9863507552692178,0.9863507552692178,0.9927026143948149,0.9927026143948149,1,1,0,1.0,1.0,abstain,abstain,abstain,results/metric_research_v2/controlled_retained_628/evidence/D06C59166AA0.json
88102DA56779,A,03_math_inline_display_003,03_math_inline_display,local_occlusion,2,content+appearance,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_003/reference.pdf,results/metric_research_v1/full_157_v1/batch_a/audit/03_math_inline_display_003__local_occlusion__s2.pdf,0,"[0.454242, 0.435867, 0.547746, 0.443055]",0,"[0.454242, 0.435867, 0.547746, 0.443055]",0,"[0.45294117647058824, 0.43106060606060603, 0.5490196078431373, 0.44393939393939397]",31,results/metric_research_v1/full_157_v1/visual_audit/unblinded/sample_031_03_math_inline_display_003.jpg,,,,,,LLM_research_audit,,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_003/reference.pdf,results/metric_research_v1/full_157_v1/batch_a/audit/03_math_inline_display_003__local_occlusion__s2.pdf,scored,,0.9900497512437811,0.9945553539019963,0.9900497512437811,0.9945155393053017,0.9900497512437811,0.9945553539019963,30,28,76,74,0,0,0.9655172413793104,False,0.9866666666666666,False,1.0,True,0.995,0.0,0.0,1.0,0.995236468351026,0.9972379832642495,0.9915300208789259,0.004774913425211659,0.9999999994695884,0.9999999994695884,1.0,1.0,0.9900497512437811,0.0,0.0,0.9963451320042549,0.9963451320042549,0.9983927305315421,0.9983927305315421,0.9980675772190735,0.9980675772190735,1,1,0,1.0,1.0,abstain,abstain,abstain,results/metric_research_v2/controlled_retained_628/evidence/88102DA56779.json
71F4D73C62D1,B,03_math_inline_display_003,03_math_inline_display,display_math_occlude,2,content+appearance,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_003/reference.pdf,results/metric_research_v1/category_audit_repeat_v1/03_math_inline_display/audit/03_math_inline_display_003__display_math_occlude__s2.pdf,0,"[0.454242, 0.435867, 0.547746, 0.443055]",0,"[0.454242, 0.435867, 0.547746, 0.443055]",0,"[0.45294117647058824, 0.43106060606060603, 0.5490196078431373, 0.44393939393939397]",31,results/metric_research_v1/full_157_v1/visual_audit/unblinded/sample_031_03_math_inline_display_003.jpg,,,,,,LLM_research_audit,,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_003/reference.pdf,results/metric_research_v1/category_audit_repeat_v1/03_math_inline_display/audit/03_math_inline_display_003__display_math_occlude__s2.pdf,scored,,0.9900497512437811,0.9945553539019963,0.9900497512437811,0.9945155393053017,0.9900497512437811,0.9945553539019963,30,28,76,74,0,0,0.9655172413793104,False,0.9866666666666666,False,1.0,True,0.995,0.0,0.0,1.0,0.995236468351026,0.9972379832642495,0.9915300208789259,0.004774913425211659,0.9999999994695884,0.9999999994695884,1.0,1.0,0.9900497512437811,0.0,0.0,0.9963451320042549,0.9963451320042549,0.9983927305315421,0.9983927305315421,0.9980675772190735,0.9980675772190735,1,1,0,1.0,1.0,abstain,abstain,abstain,results/metric_research_v2/controlled_retained_628/evidence/71F4D73C62D1.json
BEA957A4F372,B,03_math_inline_display_004,03_math_inline_display,text_deletion,2,content,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_004/reference.pdf,results/metric_research_v1/full_157_v1/batch_a/audit/03_math_inline_display_004__text_deletion__s2.pdf,0,"[0.337794, 0.327343, 0.445792, 0.342551]",0,"[0.337794, 0.327343, 0.445792, 0.342551]",0,"[0.3382352941176471, 0.3287878787878788, 0.44509803921568625, 0.3416666666666667]",32,results/metric_research_v1/full_157_v1/visual_audit/unblinded/sample_032_03_math_inline_display_004.jpg,,,,,,LLM_research_audit,,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_004/reference.pdf,results/metric_research_v1/full_157_v1/batch_a/audit/03_math_inline_display_004__text_deletion__s2.pdf,scored,,0.9949494949494949,0.994059405940594,0.9949494949494949,0.994059405940594,0.9949494949494949,0.994059405940594,44,44,50,50,0,0,1.0,True,1.0,True,1.0,True,0.9899497487437185,0.0,0.0,1.0,0.9930227246617618,0.994956824443785,0.9894407942479573,0.007001730343066684,1.0,1.0,1.0,1.0,0.9949494949494949,0.0,0.0,0.9974394114252741,0.9974394114252741,0.9993021333718815,0.9993021333718815,0.9994417460085322,0.9994417460085322,1,1,0,1.0,1.0,abstain,abstain,abstain,results/metric_research_v2/controlled_retained_628/evidence/BEA957A4F372.json
8DB3D0766BB9,B,03_math_inline_display_004,03_math_inline_display,block_right,2,layout,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_004/reference.pdf,results/metric_research_v1/full_157_v1/batch_a/audit/03_math_inline_display_004__block_right__s2.pdf,0,"[0.259194, 0.318025, 0.809615, 0.351999]",0,"[0.259194, 0.318025, 0.809615, 0.351999]",0,"[0.25882352941176473, 0.31893939393939397, 0.8088235294117647, 0.3522727272727273]",32,results/metric_research_v1/full_157_v1/visual_audit/unblinded/sample_032_03_math_inline_display_004.jpg,,,,,,LLM_research_audit,,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_004/reference.pdf,results/metric_research_v1/full_157_v1/batch_a/audit/03_math_inline_display_004__block_right__s2.pdf,scored,,1.0,1.0,1.0,1.0,1.0,1.0,44,44,50,50,0,0,1.0,True,1.0,True,1.0,True,1.0,0.0,0.0,1.0,0.9956087575395786,0.9961615821240536,0.9945828971218108,0.004400912284338903,0.9980670958601138,0.9980670958601138,1.0,1.0,1.0,0.0,0.0,0.9734411108946489,0.9734411108946489,0.9882579342715812,0.9882579342715812,0.9924469979188276,0.9924469979188276,1,1,0,1.0,1.0,abstain,abstain,abstain,results/metric_research_v2/controlled_retained_628/evidence/8DB3D0766BB9.json
DEEECAF5EE19,B,03_math_inline_display_004,03_math_inline_display,local_occlusion,2,content+appearance,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_004/reference.pdf,results/metric_research_v1/full_157_v1/batch_a/audit/03_math_inline_display_004__local_occlusion__s2.pdf,0,"[0.483508, 0.332294, 0.568961, 0.33773]",0,"[0.483508, 0.332294, 0.568961, 0.33773]",0,"[0.4823529411764706, 0.328030303030303, 0.5705882352941176, 0.3424242424242424]",32,results/metric_research_v1/full_157_v1/visual_audit/unblinded/sample_032_03_math_inline_display_004.jpg,,,,,,LLM_research_audit,,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_004/reference.pdf,results/metric_research_v1/full_157_v1/batch_a/audit/03_math_inline_display_004__local_occlusion__s2.pdf,scored,,0.9949748743718593,0.994059405940594,0.9949748743718593,0.994059405940594,0.9949748743718593,0.994059405940594,44,44,50,50,0,0,1.0,True,1.0,True,1.0,True,0.9949748743718593,0.0,0.0,1.0,0.9930227246617618,0.994956824443785,0.9894407942479573,0.007001730343066684,1.0,1.0,1.0,1.0,0.9949748743718593,0.0,0.0,0.9966614555254082,0.9966614555254082,0.9985275719349291,0.9985275719349291,0.9985094293917646,0.9985094293917646,1,1,0,1.0,1.0,abstain,abstain,abstain,results/metric_research_v2/controlled_retained_628/evidence/DEEECAF5EE19.json
73B5E79A72C4,B,03_math_inline_display_004,03_math_inline_display,display_math_occlude,2,content+appearance,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_004/reference.pdf,results/metric_research_v1/category_audit_repeat_v1/03_math_inline_display/audit/03_math_inline_display_004__display_math_occlude__s2.pdf,0,"[0.483508, 0.332294, 0.568961, 0.33773]",0,"[0.483508, 0.332294, 0.568961, 0.33773]",0,"[0.4823529411764706, 0.328030303030303, 0.5705882352941176, 0.3424242424242424]",32,results/metric_research_v1/full_157_v1/visual_audit/unblinded/sample_032_03_math_inline_display_004.jpg,,,,,,LLM_research_audit,,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_004/reference.pdf,results/metric_research_v1/category_audit_repeat_v1/03_math_inline_display/audit/03_math_inline_display_004__display_math_occlude__s2.pdf,scored,,0.9949748743718593,0.994059405940594,0.9949748743718593,0.994059405940594,0.9949748743718593,0.994059405940594,44,44,50,50,0,0,1.0,True,1.0,True,1.0,True,0.9949748743718593,0.0,0.0,1.0,0.9930227246617618,0.994956824443785,0.9894407942479573,0.007001730343066684,1.0,1.0,1.0,1.0,0.9949748743718593,0.0,0.0,0.9966614555254082,0.9966614555254082,0.9985275719349291,0.9985275719349291,0.9985094293917646,0.9985094293917646,1,1,0,1.0,1.0,abstain,abstain,abstain,results/metric_research_v2/controlled_retained_628/evidence/73B5E79A72C4.json
0776C64752A5,A,03_math_inline_display_005,03_math_inline_display,text_deletion,2,content,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_005/reference.pdf,results/metric_research_v1/full_157_v1/batch_a/audit/03_math_inline_display_005__text_deletion__s2.pdf,0,"[0.652712, 0.547016, 0.69272, 0.562]",0,"[0.652712, 0.547016, 0.69272, 0.562]",0,"[0.6529411764705882, 0.5492424242424242, 0.6931372549019608, 0.5598484848484848]",33,results/metric_research_v1/full_157_v1/visual_audit/unblinded/sample_033_03_math_inline_display_005.jpg,,,,,,LLM_research_audit,,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_005/reference.pdf,results/metric_research_v1/full_157_v1/batch_a/audit/03_math_inline_display_005__text_deletion__s2.pdf,scored,,0.9943181818181819,0.9936170212765958,0.9943181818181819,0.9936170212765958,0.9943181818181819,0.9936170212765958,21,21,31,30,0,0,1.0,True,0.9836065573770492,False,1.0,True,0.9887005649717514,0.0,0.0,1.0,0.9925997134434473,0.9936089251979073,0.9907281817989358,0.0074278045217183,0.9840251895729216,0.9840251895729216,1.0,0.9655172413793104,0.9943181818181819,0.0,0.0,0.9987091304934205,0.9987091304934205,0.999547377819101,0.999547377819101,0.99970028827136,0.99970028827136,1,1,0,1.0,1.0,abstain,abstain,abstain,results/metric_research_v2/controlled_retained_628/evidence/0776C64752A5.json
ACB307ED6903,A,03_math_inline_display_005,03_math_inline_display,block_right,2,layout,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_005/reference.pdf,results/metric_research_v1/full_157_v1/batch_a/audit/03_math_inline_display_005__block_right__s2.pdf,0,"[0.184631, 0.529281, 0.831741, 0.564231]",0,"[0.184631, 0.529281, 0.831741, 0.564231]",0,"[0.1843137254901961, 0.5272727272727272, 0.8323529411764706, 0.5628787878787879]",33,results/metric_research_v1/full_157_v1/visual_audit/unblinded/sample_033_03_math_inline_display_005.jpg,,,,,,LLM_research_audit,,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_005/reference.pdf,results/metric_research_v1/full_157_v1/batch_a/audit/03_math_inline_display_005__block_right__s2.pdf,scored,,0.9971830985915493,0.9936305732484076,0.9971830985915493,0.9936305732484076,0.9971830985915493,0.9936305732484076,21,21,31,31,0,0,1.0,True,1.0,True,1.0,True,1.0,0.0,0.01633986928104575,0.3052003891622894,0.993900899347989,0.9925558288475382,0.9964037252495181,0.0061177761409047645,0.9588735283957189,0.9588735283957189,1.0,1.0,0.9971830985915493,0.0,0.0,0.9781189665332051,0.9781189665332051,0.9885307940705196,0.9885307940705196,0.9929034350528472,0.9929034350528472,1,1,0,1.0,1.0,abstain,abstain,abstain,results/metric_research_v2/controlled_retained_628/evidence/ACB307ED6903.json
532BF0CE9A78,A,03_math_inline_display_005,03_math_inline_display,local_occlusion,2,content+appearance,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_005/reference.pdf,results/metric_research_v1/full_157_v1/batch_a/audit/03_math_inline_display_005__local_occlusion__s2.pdf,0,"[0.449554, 0.54396, 0.550478, 0.549552]",0,"[0.449554, 0.54396, 0.550478, 0.549552]",0,"[0.4549019607843137, 0.5386363636363637, 0.5519607843137255, 0.553030303030303]",33,results/metric_research_v1/full_157_v1/visual_audit/unblinded/sample_033_03_math_inline_display_005.jpg,,,,,,LLM_research_audit,,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_005/reference.pdf,results/metric_research_v1/full_157_v1/batch_a/audit/03_math_inline_display_005__local_occlusion__s2.pdf,scored,,0.9886363636363638,0.9882978723404255,0.9886363636363638,0.9882978723404255,0.9886363636363638,0.9882978723404255,21,21,31,30,0,0,1.0,True,0.9836065573770492,False,1.0,True,0.9830508474576272,0.0,0.0,1.0,0.986895098995061,0.9908218587925928,0.9796437859967941,0.013191527876835762,0.9999999982555896,0.9999999982555896,1.0,1.0,0.9886363636363638,0.0,0.0,0.99688595217887,0.99688595217887,0.9983558877342269,0.9983558877342269,0.9982164120511888,0.9982164120511888,1,1,0,1.0,1.0,abstain,abstain,abstain,results/metric_research_v2/controlled_retained_628/evidence/532BF0CE9A78.json
A5305A15E2B1,A,03_math_inline_display_005,03_math_inline_display,display_math_occlude,2,content+appearance,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_005/reference.pdf,results/metric_research_v1/category_audit_repeat_v1/03_math_inline_display/audit/03_math_inline_display_005__display_math_occlude__s2.pdf,0,"[0.449554, 0.54396, 0.550478, 0.549552]",0,"[0.449554, 0.54396, 0.550478, 0.549552]",0,"[0.4549019607843137, 0.5386363636363637, 0.5519607843137255, 0.553030303030303]",33,results/metric_research_v1/full_157_v1/visual_audit/unblinded/sample_033_03_math_inline_display_005.jpg,,,,,,LLM_research_audit,,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_005/reference.pdf,results/metric_research_v1/category_audit_repeat_v1/03_math_inline_display/audit/03_math_inline_display_005__display_math_occlude__s2.pdf,scored,,0.9886363636363638,0.9882978723404255,0.9886363636363638,0.9882978723404255,0.9886363636363638,0.9882978723404255,21,21,31,30,0,0,1.0,True,0.9836065573770492,False,1.0,True,0.9830508474576272,0.0,0.0,1.0,0.986895098995061,0.9908218587925928,0.9796437859967941,0.013191527876835762,0.9999999982555896,0.9999999982555896,1.0,1.0,0.9886363636363638,0.0,0.0,0.99688595217887,0.99688595217887,0.9983558877342269,0.9983558877342269,0.9982164120511888,0.9982164120511888,1,1,0,1.0,1.0,abstain,abstain,abstain,results/metric_research_v2/controlled_retained_628/evidence/A5305A15E2B1.json
1EF483F4784A,A,03_math_inline_display_006,03_math_inline_display,text_deletion,2,content,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_006/reference.pdf,results/metric_research_v1/full_157_v1/batch_a/audit/03_math_inline_display_006__text_deletion__s2.pdf,0,"[0.707193, 0.73952, 0.798316, 0.753473]",0,"[0.707193, 0.73952, 0.798316, 0.753473]",0,"[0.707843137254902, 0.7401515151515151, 0.7990196078431373, 0.7545454545454545]",34,results/metric_research_v1/full_157_v1/visual_audit/unblinded/sample_034_03_math_inline_display_006.jpg,,,,,,LLM_research_audit,,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_006/reference.pdf,results/metric_research_v1/full_157_v1/batch_a/audit/03_math_inline_display_006__text_deletion__s2.pdf,scored,,0.9950248756218906,0.9906803355079217,0.9950248756218906,0.9906803355079217,0.9950248756218906,0.9906803355079217,33,33,63,61,0,0,1.0,True,0.9838709677419354,False,1.0,True,0.9900990099009901,0.0,0.0,1.0,0.9891118859919716,0.9922087740341329,0.9833861441714974,0.01094782333152406,0.999999999162199,0.999999999162199,1.0,1.0,0.9950248756218906,0.0,0.0,0.9967019258702302,0.9967019258702302,0.9988664231759893,0.9988664231759893,0.9991305905741265,0.9991305905741265,1,1,0,1.0,1.0,abstain,abstain,abstain,results/metric_research_v2/controlled_retained_628/evidence/1EF483F4784A.json
423A65BA02BE,B,03_math_inline_display_006,03_math_inline_display,block_right,2,layout,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_006/reference.pdf,results/metric_research_v1/full_157_v1/batch_a/audit/03_math_inline_display_006__block_right__s2.pdf,0,"[0.127034, 0.720754, 0.887365, 0.753473]",0,"[0.127034, 0.720754, 0.887365, 0.753473]",0,"[0.12745098039215685, 0.7212121212121212, 0.888235294117647, 0.7545454545454545]",34,results/metric_research_v1/full_157_v1/visual_audit/unblinded/sample_034_03_math_inline_display_006.jpg,,,,,,LLM_research_audit,,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_006/reference.pdf,results/metric_research_v1/full_157_v1/batch_a/audit/03_math_inline_display_006__block_right__s2.pdf,scored,,1.0,1.0,1.0,1.0,1.0,1.0,33,33,63,63,0,0,1.0,True,1.0,True,1.0,True,1.0,0.0,0.016339869281045694,0.36533495588975406,0.9984476155305521,0.9976127146217924,1.0,0.0015535906667013182,0.9997314051835048,0.9997314051835048,1.0,1.0,1.0,0.0,0.0,0.9754141451955753,0.9754141451955753,0.9846401383124195,0.9846401383124195,0.9908407433594614,0.9908407433594614,1,1,0,1.0,1.0,abstain,abstain,abstain,results/metric_research_v2/controlled_retained_628/evidence/423A65BA02BE.json
D39679A16D62,A,03_math_inline_display_006,03_math_inline_display,local_occlusion,2,content+appearance,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_006/reference.pdf,results/metric_research_v1/full_157_v1/batch_a/audit/03_math_inline_display_006__local_occlusion__s2.pdf,0,"[0.439511, 0.734496, 0.558549, 0.739731]",0,"[0.439511, 0.734496, 0.558549, 0.739731]",0,"[0.43823529411764706, 0.7295454545454545, 0.5627450980392157, 0.740909090909091]",34,results/metric_research_v1/full_157_v1/visual_audit/unblinded/sample_034_03_math_inline_display_006.jpg,,,,,,LLM_research_audit,,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_006/reference.pdf,results/metric_research_v1/full_157_v1/batch_a/audit/03_math_inline_display_006__local_occlusion__s2.pdf,scored,,0.9925558312655087,0.9748369058713886,0.9925558312655087,0.9748369058713886,0.9925558312655087,0.9748369058713886,33,33,63,62,0,0,1.0,True,0.9919999999999999,False,1.0,True,0.9900990099009901,0.0,0.0,1.0,0.9576594155814561,0.9668389758230281,0.9408422595010835,0.04326308031661879,0.9860057206694187,0.9860057206694187,1.0,1.0,0.9925558312655087,0.0,0.0,0.9970976228318409,0.9970976228318409,0.9982017264796146,0.9982017264796146,0.9978559106194738,0.9978559106194738,1,1,0,1.0,1.0,abstain,abstain,abstain,results/metric_research_v2/controlled_retained_628/evidence/D39679A16D62.json
8D38A683194A,A,03_math_inline_display_006,03_math_inline_display,display_math_occlude,2,content+appearance,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_006/reference.pdf,results/metric_research_v1/category_audit_repeat_v1/03_math_inline_display/audit/03_math_inline_display_006__display_math_occlude__s2.pdf,0,"[0.439511, 0.734496, 0.558549, 0.739731]",0,"[0.439511, 0.734496, 0.558549, 0.739731]",0,"[0.43823529411764706, 0.7295454545454545, 0.5627450980392157, 0.740909090909091]",34,results/metric_research_v1/full_157_v1/visual_audit/unblinded/sample_034_03_math_inline_display_006.jpg,,,,,,LLM_research_audit,,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_006/reference.pdf,results/metric_research_v1/category_audit_repeat_v1/03_math_inline_display/audit/03_math_inline_display_006__display_math_occlude__s2.pdf,scored,,0.9925558312655087,0.9748369058713886,0.9925558312655087,0.9748369058713886,0.9925558312655087,0.9748369058713886,33,33,63,62,0,0,1.0,True,0.9919999999999999,False,1.0,True,0.9900990099009901,0.0,0.0,1.0,0.9576594155814561,0.9668389758230281,0.9408422595010835,0.04326308031661879,0.9860057206694187,0.9860057206694187,1.0,1.0,0.9925558312655087,0.0,0.0,0.9970976228318409,0.9970976228318409,0.9982017264796146,0.9982017264796146,0.9978559106194738,0.9978559106194738,1,1,0,1.0,1.0,abstain,abstain,abstain,results/metric_research_v2/controlled_retained_628/evidence/8D38A683194A.json
62E2703F4AB7,B,03_math_inline_display_007,03_math_inline_display,text_deletion,2,content,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_007/reference.pdf,results/metric_research_v1/full_157_v1/batch_a/audit/03_math_inline_display_007__text_deletion__s2.pdf,0,"[0.176959, 0.440167, 0.241306, 0.458137]",0,"[0.176959, 0.440167, 0.241306, 0.458137]",0,"[0.17745098039215687, 0.4393939393939394, 0.24019607843137256, 0.4590909090909091]",35,results/metric_research_v1/full_157_v1/visual_audit/unblinded/sample_035_03_math_inline_display_007.jpg,,,,,,LLM_research_audit,,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_007/reference.pdf,results/metric_research_v1/full_157_v1/batch_a/audit/03_math_inline_display_007__text_deletion__s2.pdf,scored,,0.9902439024390244,0.9889558232931727,0.9902439024390244,0.9888888888888889,0.9902439024390244,0.9889558232931727,27,26,40,39,0,0,0.9811320754716981,False,0.9873417721518987,False,1.0,True,0.9854368932038835,0.0,0.0,1.0,0.9874741626403923,0.9909088970111024,0.9811269253320525,0.012604946963946984,0.999999993169612,0.999999993169612,1.0,1.0,0.9902439024390244,0.0,0.0,0.9956916234836302,0.9956916234836302,0.99893734262659,0.99893734262659,0.999202866025532,0.999202866025532,1,1,0,1.0,1.0,abstain,abstain,abstain,results/metric_research_v2/controlled_retained_628/evidence/62E2703F4AB7.json
27D1394B8BB5,A,03_math_inline_display_007,03_math_inline_display,block_right,2,layout,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_007/reference.pdf,results/metric_research_v1/full_157_v1/batch_a/audit/03_math_inline_display_007__block_right__s2.pdf,0,"[0.165348, 0.4343, 0.744412, 0.458137]",0,"[0.165348, 0.4343, 0.744412, 0.458137]",0,"[0.16568627450980392, 0.43636363636363634, 0.7450980392156863, 0.4590909090909091]",35,results/metric_research_v1/full_157_v1/visual_audit/unblinded/sample_035_03_math_inline_display_007.jpg,,,,,,LLM_research_audit,,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_007/reference.pdf,results/metric_research_v1/full_157_v1/batch_a/audit/03_math_inline_display_007__block_right__s2.pdf,scored,,0.9927360774818401,0.9969909729187563,0.9927360774818401,0.9969727547931383,0.9927360774818401,0.9969909729187563,27,27,40,40,0,0,1.0,True,1.0,True,1.0,True,0.9951456310679612,0.0,0.009803934034958358,0.6939915669735419,0.9968089191966124,0.9961420530322873,0.998048569570436,0.003196183159312589,0.9823177399644871,0.9823177399644871,1.0,1.0,0.9927360774818401,0.0,0.0,0.9801378373625105,0.9801378373625105,0.9893583020928058,0.9893583020928058,0.993914734017265,0.993914734017265,1,1,0,1.0,1.0,abstain,abstain,abstain,results/metric_research_v2/controlled_retained_628/evidence/27D1394B8BB5.json
AF5E0C5D9143,B,03_math_inline_display_007,03_math_inline_display,local_occlusion,2,content+appearance,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_007/reference.pdf,results/metric_research_v1/full_157_v1/batch_a/audit/03_math_inline_display_007__local_occlusion__s2.pdf,0,"[0.401692, 0.444312, 0.491728, 0.448125]",0,"[0.401692, 0.444312, 0.491728, 0.448125]",0,"[0.3990196078431373, 0.43636363636363634, 0.4931372549019608, 0.45454545454545453]",35,results/metric_research_v1/full_157_v1/visual_audit/unblinded/sample_035_03_math_inline_display_007.jpg,,,,,,LLM_research_audit,,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_007/reference.pdf,results/metric_research_v1/full_157_v1/batch_a/audit/03_math_inline_display_007__local_occlusion__s2.pdf,scored,,0.9877750611246944,0.9879518072289156,0.9877750611246944,0.9878787878787879,0.9877750611246944,0.9879518072289156,27,27,40,40,0,0,1.0,True,1.0,True,1.0,True,0.9805825242718447,0.0,0.0,1.0,0.9863818383031271,0.9900762468894072,0.9795573284532832,0.01371173940296005,0.999999993169612,0.999999993169612,1.0,1.0,0.9877750611246944,0.0,0.0,0.9970657473945502,0.9970657473945502,0.9984259144073208,0.9984259144073208,0.998649506535303,0.998649506535303,1,1,0,1.0,1.0,abstain,abstain,abstain,results/metric_research_v2/controlled_retained_628/evidence/AF5E0C5D9143.json
5B0E9ABD7056,B,03_math_inline_display_007,03_math_inline_display,display_math_occlude,2,content+appearance,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_007/reference.pdf,results/metric_research_v1/category_audit_repeat_v1/03_math_inline_display/audit/03_math_inline_display_007__display_math_occlude__s2.pdf,0,"[0.401692, 0.444312, 0.491728, 0.448125]",0,"[0.401692, 0.444312, 0.491728, 0.448125]",0,"[0.3990196078431373, 0.43636363636363634, 0.4931372549019608, 0.45454545454545453]",35,results/metric_research_v1/full_157_v1/visual_audit/unblinded/sample_035_03_math_inline_display_007.jpg,,,,,,LLM_research_audit,,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_007/reference.pdf,results/metric_research_v1/category_audit_repeat_v1/03_math_inline_display/audit/03_math_inline_display_007__display_math_occlude__s2.pdf,scored,,0.9877750611246944,0.9879518072289156,0.9877750611246944,0.9878787878787879,0.9877750611246944,0.9879518072289156,27,27,40,40,0,0,1.0,True,1.0,True,1.0,True,0.9805825242718447,0.0,0.0,1.0,0.9863818383031271,0.9900762468894072,0.9795573284532832,0.01371173940296005,0.999999993169612,0.999999993169612,1.0,1.0,0.9877750611246944,0.0,0.0,0.9970657473945502,0.9970657473945502,0.9984259144073208,0.9984259144073208,0.998649506535303,0.998649506535303,1,1,0,1.0,1.0,abstain,abstain,abstain,results/metric_research_v2/controlled_retained_628/evidence/5B0E9ABD7056.json
