sample_id,category,complexity_band,status,attempts,first_pass_compiled,final_compiled,repaired,error_class,reference_pages,candidate_pages,page_count_match,prompt_tokens,completion_tokens,total_tokens,reported_cost_usd,duration_seconds,estimated_cost_usd,accounted_cost_usd,requested_model,resolved_model,response_id
02_lists_formatting_006,02_lists_formatting,heldout,finished,2,False,False,False,unknown_symbol_or_function,1,,False,2958,690,3648,0.0017745,5.448,0.0017745,0.0017745,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950403-6xHqZLVYFL52gQQxYnOx
02_lists_formatting_008,02_lists_formatting,heldout,finished,1,True,True,False,,1,1,True,1506,774,2280,0.0015375,3.849,0.0015374999999999998,0.0015375,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950406-k9AyE8bdeNHTIcW7ZYSU
02_lists_formatting_011,02_lists_formatting,heldout,finished,1,True,True,False,,1,1,True,943,158,1101,0.00047275,6.693,0.00047274999999999997,0.00047275,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950412-hwUaNYQOSmlL5IwfXi7O
02_lists_formatting_012,02_lists_formatting,heldout,finished,1,True,True,False,,1,1,True,996,196,1192,0.000543,2.014,0.000543,0.000543,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950419-pLgl8tTNhiqX5MxPUosr
02_lists_formatting_013,02_lists_formatting,heldout,finished,1,True,True,False,,1,1,True,1011,229,1240,0.00059625,2.392,0.00059625,0.00059625,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950421-FNkXJZuRQNIvCmvR7hIc
02_lists_formatting_014,02_lists_formatting,heldout,finished,1,True,True,False,,1,1,True,1499,668,2167,0.00137675,3.184,0.00137675,0.00137675,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950423-2P0UfWPArDMjYVOZHoGw
02_lists_formatting_015,02_lists_formatting,heldout,finished,2,False,True,True,,1,1,True,3429,1082,4511,0.00248025,5.669,0.00248025,0.00248025,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950430-MTBNTjf5pLZohYXBKO6V
02_lists_formatting_018,02_lists_formatting,heldout,finished,1,True,True,False,,1,1,True,1068,294,1362,0.000708,2.521,0.000708,0.000708,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950433-yKe0tZP4z7E3kYGadXH4
02_lists_formatting_020,02_lists_formatting,heldout,finished,2,False,True,True,,1,1,True,3478,1039,4517,0.002428,8.361,0.002428,0.002428,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950442-SKgcENRCI4UdJdn86ovW
02_lists_formatting_021,02_lists_formatting,heldout,finished,1,True,True,False,,1,1,True,1017,256,1273,0.00063825,2.262,0.0006382499999999999,0.00063825,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950447-D6opStwzeZiXfpDW9u9S
03_math_inline_display_001,03_math_inline_display,heldout,finished,2,False,False,False,unknown_symbol_or_function,1,,False,5566,1657,7223,0.003877,10.083,0.003877,0.003877,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783948653-ZD5Vr1nCMfUjTMEDrXku
03_math_inline_display_002,03_math_inline_display,heldout,finished,2,False,False,False,unknown_symbol_or_function,1,,False,6231,1450,7681,0.00373275,7.46,0.00373275,0.00373275,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783948661-Z82LX4UxUrVCUxILCqSU
03_math_inline_display_003,03_math_inline_display,heldout,finished,1,True,True,False,,1,1,True,1707,827,2534,0.00166725,14.059,0.0016672500000000001,0.00166725,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783948665-EUAcCs4k2TbAK8a2OvUY
03_math_inline_display_005,03_math_inline_display,heldout,finished,2,False,False,False,math_syntax,1,,False,1630,667,2297,0.001408,25.848,0.001408,0.001408,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783948700-P76sIaVZlAR7J6yUuprC
03_math_inline_display_006,03_math_inline_display,heldout,finished,1,True,True,False,,1,1,True,1648,844,2492,0.001678,5.377,0.001678,0.001678,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783948705-6XVc5VuWgRSvwMKEvfX9
03_math_inline_display_007,03_math_inline_display,heldout,finished,2,False,False,False,unknown_symbol_or_function,1,,False,4465,1422,5887,0.00324925,21.363,0.00324925,0.00324925,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783948727-TIsYWV9V6jhFwdVyPcBd
03_math_inline_display_008,03_math_inline_display,heldout,finished,2,False,False,False,unknown_symbol_or_function,1,,False,4248,1477,5725,0.0032775,30.491,0.0032775,0.0032775,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783948758-pwKL33KIiRkmVFiWPD1Q
03_math_inline_display_009,03_math_inline_display,heldout,finished,2,False,True,True,,1,1,True,5180,1502,6682,0.003548,7.85,0.003548,0.003548,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783948766-sFnD6c3H5xfSpHQQSE1i
03_math_inline_display_010,03_math_inline_display,heldout,finished,2,False,True,True,,1,1,True,4236,1521,5757,0.0033404999999999997,15.466,0.0033405,0.0033404999999999997,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783948773-0L5Zw4O32X2DOuooPXD9
03_math_inline_display_012,03_math_inline_display,heldout,finished,2,False,False,False,math_syntax,1,,False,1563,668,2231,0.00139275,18.025,0.00139275,0.00139275,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783948801-fULx2ly19emtwK22nwYW
03_math_inline_display_013,03_math_inline_display,heldout,finished,2,False,False,False,math_syntax,1,,False,4397,1478,5875,0.00331625,20.686,0.00331625,0.00331625,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783948820-bVbAnmUqVXsHT75hl9h9
03_math_inline_display_015,03_math_inline_display,heldout,finished,2,False,False,False,math_syntax,1,,False,4231,1249,5480,0.00293125,10.027,0.00293125,0.00293125,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783948827-n6Wurybyb0q8ZvWWDRQC
03_math_inline_display_016,03_math_inline_display,heldout,finished,2,False,False,False,unknown_symbol_or_function,1,,False,4582,1334,5916,0.0031465,7.724,0.0031465,0.0031465,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783948837-Hwrya5lrJ6LLDAb0ILDB
03_math_inline_display_017,03_math_inline_display,heldout,finished,2,False,True,True,,1,1,True,4255,1391,5646,0.0031502500000000003,14.124,0.0031502500000000003,0.0031502500000000003,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783948849-QVmv5EQEGeisX8fSYDEG
03_math_inline_display_018,03_math_inline_display,heldout,finished,2,False,True,True,,1,1,True,4146,1350,5496,0.0030615,18.138,0.0030615,0.0030615,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783948871-q1IMjxz9Jwpv95QQredR
04_math_aligned_001,04_math_aligned,heldout,finished,2,False,False,False,unknown_symbol_or_function,2,,False,5112,2119,7231,0.0044565,16.996,0.0044565,0.0044565,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783948885-mEg6Ph0Op3kp7EdfFMbQ
04_math_aligned_002,04_math_aligned,heldout,finished,2,False,False,False,unknown_symbol_or_function,1,,False,4726,1844,6570,0.0039475,30.277,0.0039475,0.0039475,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783948900-9DoaIPHMHfD6m6KGSI9W
04_math_aligned_003,04_math_aligned,heldout,finished,2,False,False,False,math_syntax,1,,False,4683,1690,6373,0.00370575,7.759,0.00370575,0.00370575,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783948925-VAIvSiJ9jVRNaFSNwhKL
04_math_aligned_004,04_math_aligned,heldout,finished,2,False,True,True,,1,1,True,5149,1811,6960,0.00400375,31.849,0.00400375,0.00400375,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783948942-iYQuwqPR3IpAgbtViRii
04_math_aligned_005,04_math_aligned,heldout,finished,2,False,False,False,unknown_symbol_or_function,2,,False,4913,1867,6780,0.00402875,29.259,0.00402875,0.00402875,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783948972-LVXiwcLrg1j42vmNqBfs
04_math_aligned_006,04_math_aligned,heldout,finished,2,False,True,True,,1,1,True,6831,1732,8563,0.0043057500000000005,17.022,0.00430575,0.0043057500000000005,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783948999-QcDIaTmhHpDZbcQO2Qe9
04_math_aligned_007,04_math_aligned,heldout,finished,2,False,False,False,unknown_symbol_or_function,1,,False,4803,1802,6605,0.00390375,12.302,0.00390375,0.00390375,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949011-wAneIqh4ixXxm8eADuip
04_math_aligned_009,04_math_aligned,heldout,finished,2,False,False,False,unknown_symbol_or_function,2,,False,5136,2233,7369,0.0046335000000000005,13.462,0.0046335,0.0046335000000000005,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949029-HbpFHpUmbwDMkPy61y16
04_math_aligned_010,04_math_aligned,heldout,finished,2,False,True,True,,1,1,True,4583,1640,6223,0.00360575,8.045,0.00360575,0.00360575,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949037-ipBn2l5TimHhvG5u8Yph
04_math_aligned_011,04_math_aligned,heldout,finished,2,False,True,True,,2,1,False,4769,1816,6585,0.00391625,10.514,0.0039162500000000005,0.00391625,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949047-dkiYELsIEEOK7LTOMIqa
04_math_aligned_013,04_math_aligned,heldout,finished,2,False,False,False,unknown_symbol_or_function,2,,False,4617,1792,6409,0.00384225,7.909,0.00384225,0.00384225,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949056-qmtMsG7pP0OQANcFSuEb
04_math_aligned_015,04_math_aligned,heldout,finished,2,False,False,False,unknown_symbol_or_function,2,,False,4863,1874,6737,0.00402675,13.246,0.00402675,0.00402675,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949064-wRC84HqrNS00FOuIpJ0x
05_tables_simple_001,05_tables_simple,heldout,finished,2,False,False,False,unknown_symbol_or_function,3,,False,18332,10702,29034,0.020636,60.503,0.020636,0.020636,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949087-PSY0KDri0NCb5uwtk15T
05_tables_simple_002,05_tables_simple,heldout,finished,2,False,False,False,unknown_symbol_or_function,2,,False,12961,6594,19555,0.012214825,19.609,0.01313125,0.012214825,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949144-OWC3sGMNhHgFmOdgwnjy
05_tables_simple_006,05_tables_simple,heldout,finished,2,False,False,False,general_syntax,3,,False,7034,4832,11866,0.0090065,19.746,0.0090065,0.0090065,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949159-71x1rglA9jXwvZ2LQ5SY
05_tables_simple_007,05_tables_simple,heldout,finished,2,False,False,False,general_syntax,3,,False,12571,5504,18075,0.01139875,17.461,0.01139875,0.01139875,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949182-b8NA71QiMNJlvMF1Pjtr
05_tables_simple_011,05_tables_simple,heldout,finished,2,False,False,False,unknown_symbol_or_function,3,,False,14844,8813,23657,0.0169305,51.471,0.0169305,0.0169305,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949204-fvjX4uEU6BuSS1iZr30e
05_tables_simple_012,05_tables_simple,heldout,finished,2,False,False,False,unknown_symbol_or_function,3,,False,11486,6080,17566,0.0119915,53.244,0.011991499999999999,0.0119915,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949269-YZvwq0Ja1eoEO3KvMAHZ
05_tables_simple_014,05_tables_simple,heldout,finished,2,False,False,False,general_syntax,2,,False,13728,7774,21502,0.015093,23.409,0.015093,0.015093,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949309-gzvIyo5ZFD5QJsrW1RBO
05_tables_simple_015,05_tables_simple,heldout,finished,2,False,True,True,,3,3,True,8984,4577,13561,0.0091115,30.524,0.0091115,0.0091115,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949329-kwlY02aDZQzHQD9dbwwB
05_tables_simple_017,05_tables_simple,heldout,finished,2,False,False,False,math_syntax,3,,False,14496,6786,21282,0.013803,39.443,0.013803,0.013803,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949379-Rf5U4GQ7f0in4hYAeyZr
05_tables_simple_018,05_tables_simple,heldout,finished,2,False,False,False,unknown_symbol_or_function,3,,False,11746,6818,18564,0.0131635,21.784,0.0131635,0.0131635,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949400-kKXpQOQ3DhLR55aGg5Ts
05_tables_simple_020,05_tables_simple,heldout,finished,1,True,True,False,,3,3,True,1941,1300,3241,0.00243525,12.201,0.00243525,0.00243525,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949411-DuLQhVBfheH8BbLdQ8Fc
05_tables_simple_024,05_tables_simple,heldout,finished,1,True,True,False,,3,3,True,2582,1816,4398,0.0033695,6.485,0.0033695,0.0033695,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949423-Jpc9UhFuMvxNIzbQncRT
05_tables_simple_025,05_tables_simple,heldout,finished,2,False,True,True,,3,3,True,7796,3634,11430,0.0074,22.954,0.0074,0.0074,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949436-1vu8DHU0AWskpocxuQQv
05_tables_simple_027,05_tables_simple,heldout,finished,2,False,False,False,general_syntax,3,,False,0,0,0,0.0,20.094,0.0,0.0,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949463-KCoxqCnnkTBjJq7Pol7H
05_tables_simple_028,05_tables_simple,heldout,finished,2,False,False,False,unknown_symbol_or_function,2,,False,11537,6284,17821,0.01231025,37.092,0.01231025,0.01231025,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949483-JzRS3tlrVZxwVC2jHnc0
06_tables_moderate_002,06_tables_moderate,heldout,finished,1,True,True,False,,3,3,True,4988,4847,9835,0.0085175,17.36,0.0085175,0.0085175,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949513-8YUPDdIoRaIvRSqwtHyO
06_tables_moderate_007,06_tables_moderate,heldout,finished,2,False,True,True,,3,3,True,16412,9850,26262,0.018878,60.151,0.018878,0.018878,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949571-HpCUARn25AuXnrYsL8XA
06_tables_moderate_008,06_tables_moderate,heldout,finished,1,True,True,False,,3,3,True,5957,4601,10558,0.00839075,39.343,0.008390749999999999,0.00839075,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949588-vef4tebVhdGklqJPvYmF
06_tables_moderate_012,06_tables_moderate,heldout,finished,2,False,False,False,unknown_symbol_or_function,3,,False,5072,1794,6866,0.003959,14.153,0.003959,0.003959,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949634-pGWbG7ZZysyUAUKm3ppf
06_tables_moderate_013,06_tables_moderate,heldout,finished,2,False,True,True,,2,3,False,15267,9578,24845,0.01818375,45.368,0.01818375,0.01818375,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949655-B3rXSEHHrHPyMkAvl2RH
06_tables_moderate_014,06_tables_moderate,heldout,finished,2,False,False,False,general_syntax,3,,False,8152,3836,11988,0.007792,16.195,0.007792,0.007792,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949695-yErxjjKZIv0ux9SXPu6Q
06_tables_moderate_015,06_tables_moderate,heldout,finished,2,False,True,True,,3,3,True,5921,2879,8800,0.00579875,33.919,0.00579875,0.00579875,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949711-yxI3AtX7xoIcj11UUiBA
06_tables_moderate_017,06_tables_moderate,heldout,finished,2,False,False,False,general_syntax,3,,False,0,0,0,0.0,27.234,0.0,0.0,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949753-6ilLi9uytsen1odVZSvK
06_tables_moderate_019,06_tables_moderate,heldout,finished,2,False,False,False,unknown_symbol_or_function,2,,False,10599,5261,15860,0.010541249999999999,47.339,0.010541249999999999,0.010541249999999999,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949788-I3DZu1s9Gjds3HUw8Ijw
06_tables_moderate_029,06_tables_moderate,heldout,finished,2,False,False,False,general_syntax,2,,False,4241,3645,7886,0.00652775,52.371,0.0065277500000000006,0.00652775,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949823-TOdkbvsL90m3KrdLNOge
06_tables_moderate_030,06_tables_moderate,heldout,finished,2,False,False,False,general_syntax,3,,False,5319,2861,8180,0.00562125,15.32,0.00562125,0.00562125,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949870-2Jms7jsB1ZfSiZCHiLos
06_tables_moderate_031,06_tables_moderate,heldout,finished,2,False,False,False,general_syntax,2,,False,6971,5978,12949,0.01070975,28.563,0.010709749999999999,0.01070975,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949896-uyGAvMko5xtGSL9RasrY
06_tables_moderate_033,06_tables_moderate,heldout,finished,2,False,False,False,unknown_symbol_or_function,3,,False,6810,2996,9806,0.006196500000000001,19.523,0.006196500000000001,0.006196500000000001,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949914-xJWR74WglnA9wFdu3wuB
06_tables_moderate_034,06_tables_moderate,heldout,finished,1,True,True,False,,3,2,False,3737,3079,6816,0.00555275,26.393,0.00555275,0.00555275,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949928-mmD4LWJ8nZUVne1d5YFv
06_tables_moderate_035,06_tables_moderate,heldout,finished,1,True,True,False,,2,3,False,3949,3367,7316,0.00603775,15.854,0.006037750000000001,0.00603775,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949959-KTCWnMrQgsAdh005zcb5
07_figures_captions_002,07_figures_captions,heldout,finished,1,True,True,False,,1,1,True,1050,247,1297,0.000633,2.337,0.000633,0.000633,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950410-9OJsAjnxpSPkVpGoptKp
07_figures_captions_004,07_figures_captions,heldout,finished,1,True,True,False,,1,1,True,1115,303,1418,0.00073325,3.986,0.00073325,0.00073325,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950435-zM7xEFXdIyV0RakIp3sd
07_figures_captions_005,07_figures_captions,heldout,finished,1,True,True,False,,1,1,True,1030,245,1275,0.000625,4.024,0.000625,0.000625,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950450-NNkHh1LpLXimycq9JzvO
07_figures_captions_006,07_figures_captions,heldout,finished,2,False,False,False,unknown_symbol_or_function,1,,False,3010,730,3740,0.0018475,4.87,0.0018475,0.0018475,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950456-jsRxMSoDp3RNKABhmhSB
07_figures_captions_008,07_figures_captions,heldout,finished,2,False,True,True,,1,1,True,2820,630,3450,0.00165,6.201,0.00165,0.00165,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950463-0SjLtgrESY94cx3Z4we9
07_figures_captions_009,07_figures_captions,heldout,finished,1,True,True,False,,1,1,True,984,208,1192,0.000558,3.435,0.000558,0.000558,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950465-A2iWkmDzCMV6TgMItcoj
07_figures_captions_010,07_figures_captions,heldout,finished,1,True,True,False,,1,1,True,960,165,1125,0.0004875,1.771,0.0004875,0.0004875,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950468-ws2L8gZh0NmzMnp5U1zn
07_figures_captions_011,07_figures_captions,heldout,finished,1,True,True,False,,1,1,True,1007,209,1216,0.00056525,1.998,0.00056525,0.00056525,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950470-ziwBmqYqbnoQYZgxYi5I
07_figures_captions_012,07_figures_captions,heldout,finished,2,False,True,True,,1,1,True,3218,807,4025,0.0020150000000000003,8.334,0.0020150000000000003,0.0020150000000000003,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950476-oOEjdqYu7aSkoDEEVYCc
07_figures_captions_013,07_figures_captions,heldout,finished,1,True,True,False,,1,1,True,985,216,1201,0.00057025,3.059,0.00057025,0.00057025,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950481-eysNVb5AjqQF8qhXyfVY
07_figures_captions_014,07_figures_captions,heldout,finished,1,True,True,False,,1,1,True,979,196,1175,0.00053875,2.25,0.00053875,0.00053875,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950484-DaqfFjSfTp3ZjqAKEtqP
07_figures_captions_015,07_figures_captions,heldout,finished,1,True,True,False,,1,1,True,968,182,1150,0.000515,3.005,0.000515,0.000515,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950486-yd9Zlrcbq0PKQ5785RgL
08_crossrefs_citations_001,08_crossrefs_citations,heldout,finished,1,True,True,False,,1,1,True,1139,359,1498,0.00082325,2.458,0.00082325,0.00082325,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950080-g30r9sttegKe0j9h4ERz
08_crossrefs_citations_002,08_crossrefs_citations,heldout,finished,2,False,False,False,reference_or_label,1,,False,2940,727,3667,0.0018254999999999999,33.617,0.0018254999999999999,0.0018254999999999999,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950185-g1pRXXI3OzpfSLXrHEhH
08_crossrefs_citations_003,08_crossrefs_citations,heldout,finished,2,False,False,False,reference_or_label,1,,False,2993,765,3758,0.0018957499999999999,7.145,0.00189575,0.0018957499999999999,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950206-m1pqCnpvVZheanDHwQ7k
08_crossrefs_citations_004,08_crossrefs_citations,heldout,finished,1,True,True,False,,1,1,True,1100,350,1450,0.0008,2.611,0.0007999999999999999,0.0008,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950220-lOkjc1m0BP79HyNQlZY0
08_crossrefs_citations_005,08_crossrefs_citations,heldout,finished,2,False,True,True,,1,1,True,2948,817,3765,0.0019625,6.603,0.0019625,0.0019625,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950255-nrjWJzK0ReJJvyz5CR4A
08_crossrefs_citations_006,08_crossrefs_citations,heldout,finished,2,False,True,True,,1,1,True,3037,875,3912,0.00207175,9.26,0.0020717500000000002,0.00207175,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950319-IAWlUWIlO4sQGWjk06P4
08_crossrefs_citations_007,08_crossrefs_citations,heldout,finished,2,False,True,True,,1,1,True,3376,892,4268,0.002182,9.251,0.002182,0.002182,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950328-if7uMrzrV8YccJcdCjdI
08_crossrefs_citations_009,08_crossrefs_citations,heldout,finished,2,False,True,True,,1,1,True,3021,748,3769,0.00187725,5.5,0.00187725,0.00187725,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950350-8ZQTd9h3dzvmHC60duc9
08_crossrefs_citations_010,08_crossrefs_citations,heldout,finished,2,False,False,False,unknown_symbol_or_function,1,,False,3083,790,3873,0.00195575,7.153,0.00195575,0.00195575,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950360-NXNYYu9WEKCK2eqHmyPy
